Ticker,Name,Type,Exchange,Beta,52w High,52w Low,52w % Chg,Total Assets,Net Assets,Return (3m),Return (TTM),Yield,Expense R,Holding Turnover,Last Capital Gain,Risk Rating,Overall Rating,Last Div,Div Rate,Div Yield,Div Rate (TTM),Div Yield (TTM),50d Avg,50d Chg,50d % Chg,200d Avg,200d Chg,200d % Chg,Inception,First Trade,Timestamp
JAENX,Janus Henderson Enterprise T,Fund,Nasdaq,1.04,157.4,118.7,0.51232576,23409471488.0,23409471500.0,10.40073,4.57057,0.0089,0.0091,0.15,37.0,1.0,5.0,1.37066,1.37066,0.89,0.0,0.0,144.5232,2.9368134,0.020320706,141.54645,5.913559,0.04177822,1246838400.0,715267800000,2025-08-26 19:26:08.848565-04:00
SSHFX,Sound Shore Investor,Fund,Nasdaq,1.04,50.32,33.14,-13.906717,920858624.0,920858620.0,10.11164,2.48809,0.0106,0.0095,0.77,21.0,5.0,3.0,0.27429,0.27429,1.06,,,39.1284,1.1916008,0.030453606,40.00535,0.3146515,0.007865235,485136000.0,485184600000,2025-08-26 19:26:09.249844-04:00
FSPHX,Fidelity Select Health Care,Fund,Nasdaq,0.68,32.27,24.41,-16.071426,5735164928.0,5735164900.0,-2.22649,-4.38104,0.0002,0.0063,0.4,39.0,3.0,4.0,0.005,0.005,0.02,,,25.6186,0.99139977,0.038698435,27.1881,-0.5781002,-0.021262987,363916800.0,363965400000,2025-08-26 19:26:09.771803-04:00
JGRCX,Janus Henderson Enterprise Fund,Fund,Nasdaq,1.04,127.44,95.17,-0.95999837,23409471488.0,23409471500.0,10.18151,4.08109,0.0027,0.0174,0.15,37.0,1.0,4.0,0.34331,0.34331,0.27,0.0,0.0,115.6056,2.2544022,0.019500805,113.59895,4.2610474,0.037509564,1246838400.0,1033479000000,2025-08-26 19:26:10.051873-04:00
CSCZX,Columbia Small Cap Value I Inst,Fund,Nasdaq,1.17,56.38,40.92,5.644679,1641071232.0,1641071230.0,12.45575,-0.38507,0.0106,0.0095,0.72,13.0,4.0,4.0,0.23459,0.23459,1.06,,,50.4672,2.9727974,0.058905534,50.19625,3.2437477,0.064621314,1727827200.0,806938200000,2025-08-26 19:26:10.329448-04:00
NRGEX,Neuberger Berman Genesis Fund,Fund,Nasdaq,1.08,75.09,53.28,-2.4487972,9086567424.0,9086567400.0,8.22968,-3.0525,0.0054,0.00029999999,0.13,50.0,2.0,3.0,0.3514,0.3514,0.54,,,63.7716,1.9784012,0.031023234,64.3681,1.381897,0.021468662,859939200.0,1643207400000,2025-08-26 19:26:10.612537-04:00
APHYX,Artisan Developing World Fund,Fund,Nasdaq,1.23,25.75,19.26,28.542816,4157445376.0,4157445380.0,7.78547,15.10393,0.0,0.0105,0.601,26.0,5.0,4.0,0.06969,0.06969,0.0,0.0,0.0,25.034,0.605999,0.024207037,23.34915,2.2908497,0.09811277,1435536000.0,1435584600000,2025-08-26 19:26:10.890147-04:00
JDMAX,Janus Henderson Enterprise Fund,Fund,Nasdaq,1.04,151.06,113.72,0.1991868,23409471488.0,23409471500.0,10.34319,4.44611,0.0075,0.0114,0.15,37.0,1.0,4.0,1.11489,1.11489,0.75,0.0,0.0,138.3812,2.7788086,0.020080825,135.6325,5.5274963,0.040753476,1246838400.0,1106663400000,2025-08-26 19:26:11.183419-04:00
APDYX,Artisan Developing World Fund,Fund,Nasdaq,1.23,25.56,19.13,28.427422,4157445376.0,4157445380.0,7.79956,15.06977,0.0,0.0113,0.601,26.0,5.0,4.0,0.05408,0.05408,0.0,0.0,0.0,24.847,0.60300064,0.024268549,23.18015,2.2698517,0.09792222,1435536000.0,1435584600000,2025-08-26 19:26:11.617352-04:00
JDMNX,Janus Henderson Enterprise Fund,Fund,Nasdaq,1.04,162.47,122.6,0.72847605,23409471488.0,23409471500.0,10.46495,4.70596,0.0108,0.0066000004,0.15,37.0,1.0,5.0,1.72068,1.72068,1.08,0.0,0.0,149.3676,3.072403,0.020569406,146.19044,6.2495575,0.042749424,1246838400.0,1342099800000,2025-08-26 19:26:11.913558-04:00
JGRTX,Janus Henderson Enterprise Fund,Fund,Nasdaq,1.04,149.35,112.42,0.1582861,23409471488.0,23409471500.0,10.328,4.41399,0.0069,0.0116,0.15,37.0,1.0,4.0,1.01035,1.01035,0.69,0.0,0.0,136.7674,2.7425995,0.020053022,134.0849,5.4250946,0.040460147,1246838400.0,942417000000,2025-08-26 19:26:12.231799-04:00
GIOIX,Guggenheim Macro Opportunities Instl,Fund,Nasdaq,0.54,24.93,24.3,0.72727203,8450792960.0,8450793000.0,2.50841,4.18477,0.0582,0.0093,0.24,-9.0,3.0,4.0,0.84737,0.84737,5.82,,,24.8538,0.086200714,0.0034683112,24.7364,0.20359993,0.008230782,1322611200.0,1322663400000,2025-08-26 19:26:12.536279-04:00
GIOPX,Guggenheim Macro Opportunities P,Fund,Nasdaq,0.54,24.9,24.28,0.7281542,8450792960.0,8450793000.0,2.40667,3.95216,0.0542,0.0134000005,0.24,-9.0,3.0,4.0,0.79059,0.79059,5.42,,,24.8262,0.09379959,0.00377825,24.71005,0.2099495,0.008496522,1322611200.0,1430487000000,2025-08-26 19:26:12.837464-04:00
ARTYX,Artisan Developing World Investor,Fund,Nasdaq,1.23,25.23,18.91,28.250896,4157445376.0,4157445380.0,7.76699,14.97175,0.0,0.013099999,0.601,26.0,5.0,4.0,0.0163,0.0163,0.0,0.0,0.0,24.5298,0.5902004,0.024060547,22.89485,2.225151,0.09719003,1435536000.0,1435584600000,2025-08-26 19:26:13.120899-04:00
GIOAX,Guggenheim Macro Opportunities A,Fund,Nasdaq,0.54,24.89,24.27,0.7284522,8450792960.0,8450793000.0,2.44116,4.00128,0.0551,0.0127,0.24,-9.0,3.0,4.0,0.80192,0.80192,5.51,,,24.8142,0.08580017,0.0034577046,24.6988,0.20120049,0.008146165,1322611200.0,1322663400000,2025-08-26 19:26:13.425689-04:00
GILHX,Guggenheim Limited Duration Instl,Fund,Nasdaq,0.34,24.66,24.34,0.6944418,5276381184.0,5276381200.0,0.99704,3.17821,0.0435,0.005,0.42,-3.0,3.0,5.0,0.61871,0.61871,4.35,,,24.5926,0.07740021,0.0031472966,24.496,0.17399979,0.0071031917,1387152000.0,1387290600000,2025-08-26 19:26:13.739340-04:00
GIKRX,Guggenheim Limited Duration R6,Fund,Nasdaq,0.34,24.65,24.33,0.6947279,5276381184.0,5276381200.0,1.01088,3.2105,0.044,0.0046,0.42,-3.0,3.0,4.0,0.6261,0.6261,4.4,,,24.5828,0.077199936,0.0031404046,24.4862,0.17379951,0.0070978557,1387152000.0,1552483800000,2025-08-26 19:26:14.048617-04:00
GILPX,Guggenheim Limited Duration P,Fund,Nasdaq,0.34,24.65,24.33,0.6124973,5276381184.0,5276381200.0,0.89304,2.98913,0.040999997,0.0075,0.42,-3.0,3.0,4.0,0.58346,0.58346,4.1,,,24.5852,0.08480072,0.003449259,24.48905,0.18095016,0.0073890234,1387152000.0,1430487000000,2025-08-26 19:26:14.353308-04:00
GMODX,GMO Opportunistic Income Fund,Fund,Nasdaq,0.28,24.56,24.11,-0.040847063,1268294144.0,1268294140.0,1.01377,3.68872,0.0531,0.0049,2.77,-9.0,1.0,4.0,0.7123,0.7123,5.31,0.0,0.0,24.4038,0.086200714,0.0035322662,24.31775,0.17224884,0.0070832553,1621382400.0,1392129000000,2025-08-26 19:26:14.788645-04:00
GAAAX,GMO Opportunistic Income R6,Fund,Nasdaq,0.28,24.47,24.02,-0.08199811,1268294144.0,1268294140.0,0.95233,3.64982,0.052399997,0.0058,2.77,-9.0,1.0,3.0,0.6997,0.6997,5.24,,,24.3048,0.085199356,0.003505454,24.2217,0.16829872,0.006948262,1621382400.0,1621517400000,2025-08-26 19:26:15.100482-04:00
FEVIX,First Eagle US I,Fund,Nasdaq,1.05,24.06,20.1,5.0438643,1468178176.0,1468178180.0,6.55284,8.81244,0.0164,0.0088,0.0863,45.0,3.0,4.0,0.396,0.396,1.64,,,23.2726,0.6774006,0.029107215,22.4048,1.5452003,0.06896738,1488326400.0,999264600000,2025-08-26 19:26:15.374775-04:00
FEVRX,First Eagle US R6,Fund,Nasdaq,1.05,24.06,20.1,5.0899506,1468178176.0,1468178180.0,6.55284,8.86374,0.0168,0.0084,0.0863,45.0,3.0,5.0,0.406,0.406,1.68,,,23.2724,0.67760086,0.029116072,22.4015,1.5485001,0.06912483,1488326400.0,1488378600000,2025-08-26 19:26:15.798407-04:00
OEGIX,Invesco Discovery Mid Cap Growth R6,Fund,Nasdaq,1.13,39.23,27.01,7.7902436,6410421760.0,6410421800.0,16.09345,3.89082,0.0,0.0067000003,1.02,29.0,3.0,4.0,,,0.0,,,35.4234,0.51659775,0.014583517,34.2714,1.6685982,0.048687775,973036800.0,1362148200000,2025-08-26 19:26:16.114103-04:00
JDMRX,Janus Henderson Enterprise Fund,Fund,Nasdaq,1.04,139.95,104.97,-0.36062598,23409471488.0,23409471500.0,10.25707,4.26222,0.0057,0.014199999,0.15,37.0,1.0,4.0,0.77607,0.77607,0.57,0.0,0.0,127.616,2.5339966,0.019856418,125.237,4.9129944,0.039229576,1246838400.0,1106663400000,2025-08-26 19:26:16.418372-04:00
TDADX,Templeton Developing Markets Adv,Fund,Nasdaq,1.13,23.63,17.54,20.624363,1498699904.0,1498699900.0,15.90909,23.3208,0.0153,0.0114,0.1775,14.0,5.0,4.0,0.354,0.354,1.53,0.0,0.0,22.828,0.7220001,0.031627834,20.5262,3.0238,0.14731416,799286400.0,852042600000,2025-08-26 19:26:16.717048-04:00
FDEVX,Templeton Developing Markets R6,Fund,Nasdaq,1.13,23.61,17.52,20.696724,1498699904.0,1498699900.0,15.92518,23.41227,0.0162,0.0101,0.1775,14.0,5.0,4.0,0.3749,0.3749,1.62,0.0,0.0,22.821,0.71900177,0.031506147,20.507,3.033001,0.14790076,799286400.0,1396531800000,2025-08-26 19:26:17.144404-04:00
FEVAX,First Eagle US A,Fund,Nasdaq,1.05,23.41,19.57,4.9077034,1468178176.0,1468178180.0,6.49289,8.70827,0.014400001,0.0115,0.0863,45.0,3.0,4.0,0.339,0.339,1.44,,,22.6482,0.65180016,0.028779337,21.8176,1.482399,0.0679451,1488326400.0,999264600000,2025-08-26 19:26:17.521968-04:00
OEGYX,Invesco Discovery Mid Cap Growth Y,Fund,Nasdaq,1.13,38.18,26.25,7.5342417,6410421760.0,6410421800.0,16.02671,3.79331,0.0,0.008,1.02,29.0,3.0,4.0,,,0.0,,,34.4114,0.4986,0.014489384,33.3111,1.5988998,0.04799901,973036800.0,973002600000,2025-08-26 19:26:17.870930-04:00
BGEDX,Baillie Gifford Emerging Markets Equities Fund,Fund,Nasdaq,1.2,24.76,18.24,12.488604,5904567808.0,5904567800.0,13.55253,18.15689,0.0297,0.0064,0.21,0.0,5.0,3.0,0.70437,0.70437,2.97,,,23.8378,0.8518009,0.035733204,21.88795,2.801649,0.1279996,1493337600.0,1430141400000,2025-08-26 19:26:18.178559-04:00
LZOEX,Lazard Emerging Markets Equity Portfolio,Fund,Nasdaq,0.98,23.25,17.79,16.214859,4901685248.0,4901685200.0,11.08911,20.90517,0.0227,0.013200001,0.2,6.0,4.0,4.0,0.50827,0.50827,2.27,0.34,0.014686826,22.5548,0.4552002,0.020181965,20.47475,2.5352497,0.123823225,774230400.0,852647400000,2025-08-26 19:26:18.475548-04:00
TDMTX,Templeton Developing Markets C,Fund,Nasdaq,1.12,23.2,17.28,20.646513,1498699904.0,1498699900.0,15.58974,22.6333,0.0069999998,0.0214,0.1775,14.0,4.0,3.0,0.1593,0.1593,0.7,0.0,0.0,22.43,0.69000053,0.030762395,20.19355,2.9264507,0.14492007,799286400.0,799075800000,2025-08-26 19:26:18.762624-04:00
BGEHX,Baillie Gifford Emerging Markets Equities Fund,Fund,Nasdaq,1.2,23.72,17.48,12.25071,5904567808.0,5904567800.0,13.50953,18.05397,0.0299,0.007900001,0.21,0.0,5.0,3.0,0.68072,0.68072,2.99,,,22.8348,0.8125992,0.035586,20.97755,2.6698494,0.12727174,1493337600.0,1430141400000,2025-08-26 19:26:19.053321-04:00
RLEMX,Lazard Emerging Markets Equity R6,Fund,Nasdaq,0.98,22.5,17.2,16.062176,4901685248.0,4901685200.0,11.16231,21.08199,0.0256,0.0107,0.2,6.0,4.0,4.0,0.5565,0.5565,2.56,0.34,0.015178571,21.819,0.4510002,0.020670068,19.80345,2.4665508,0.12455157,774230400.0,1421418600000,2025-08-26 19:26:19.326596-04:00
LZEMX,Lazard Emerging Markets Equity Portfolio,Fund,Nasdaq,0.98,22.48,17.18,16.070498,4901685248.0,4901685200.0,11.1168,21.03795,0.0257,0.0107,0.2,6.0,4.0,4.0,0.5565,0.5565,2.57,0.34,0.0151853515,21.805,0.4449997,0.02040815,19.79005,2.4599495,0.124302335,774230400.0,774279000000,2025-08-26 19:26:19.782592-04:00
CCWIX,Baird Chautauqua International Gr Instl,Fund,Nasdaq,1.11,22.13,17.46,14.4346,1420205696.0,1420205700.0,5.35449,12.43386,0.0055,0.008,0.18,18.0,3.0,4.0,0.11658,0.11658,0.55,,,21.4466,0.49340057,0.023006005,20.35285,1.5871506,0.07798173,1460678400.0,1460727000000,2025-08-26 19:26:20.210899-04:00
CSMIX,Columbia Small Cap Value I A,Fund,Nasdaq,1.17,47.83,34.62,4.711914,1641071232.0,1641071230.0,12.35513,-0.54826,0.0097,0.012,0.72,13.0,4.0,4.0,0.19544,0.19544,0.97,,,42.508,2.4720001,0.058153763,42.4379,2.542099,0.05990162,1727827200.0,522682200000,2025-08-26 19:26:20.493518-04:00
CUURX,Columbia Small Cap Value I Inst2,Fund,Nasdaq,1.17,58.98,42.84,5.8689833,1641071232.0,1641071230.0,12.47225,-0.34105,0.0109,0.0087,0.72,13.0,4.0,4.0,0.24868,0.24868,1.09,,,52.8978,3.1321983,0.05921226,52.55735,3.4726486,0.06607351,1727827200.0,1352471400000,2025-08-26 19:26:20.786431-04:00
CCWSX,Baird Chautauqua International Gr Inv,Fund,Nasdaq,1.1,21.91,17.31,14.300739,1420205696.0,1420205700.0,5.25263,12.21333,0.004,0.0105,0.18,18.0,3.0,4.0,0.08364,0.08364,0.4,,,21.2436,0.47639847,0.022425504,20.1697,1.5502987,0.07686275,1460678400.0,1460727000000,2025-08-26 19:26:21.070305-04:00
FEVCX,First Eagle US C,Fund,Nasdaq,1.04,21.84,18.32,4.567313,1468178176.0,1468178180.0,6.28166,8.2001,0.0078,0.0191,0.0863,45.0,3.0,4.0,0.172,0.172,0.78,,,21.149,0.5909996,0.027944565,20.41065,1.3293495,0.06513019,1488326400.0,999264600000,2025-08-26 19:26:21.344223-04:00
CSVRX,Columbia Small Cap Value I R,Fund,Nasdaq,1.17,47.36,34.3,4.685664,1641071232.0,1641071230.0,12.28722,-0.69305,0.0069999998,0.0145000005,0.72,13.0,4.0,4.0,0.1563,0.1563,0.7,,,42.1066,2.4333992,0.057791393,42.0441,2.4958992,0.05936384,1727827200.0,1285594200000,2025-08-26 19:26:21.628006-04:00
SSHQX,State Street Hedged Intl Dev Eq Idx K,Fund,Nasdaq,0.62,139.2,111.56,12.147486,3833488128.0,3833488130.0,6.33549,10.24216,0.028199999,0.002,0.03,20.0,1.0,5.0,3.7551,3.7551,2.82,,,133.492,3.8779907,0.02905036,127.49145,9.878548,0.077484004,1432857600.0,1432906200000,2025-08-26 19:26:21.909203-04:00
KMDIX,Keeley Gabelli Mid Cap Dividend I,Fund,Nasdaq,1.05,34.11,25.04,4.031205,129240472.0,129240472.0,11.9966,6.58221,0.0128,0.0095,0.12,41.0,3.0,3.0,0.2594,0.2594,1.28,,,31.0212,1.0388012,0.033486813,30.2788,1.7812023,0.058826715,1317600000.0,1317735000000,2025-08-26 19:26:22.208587-04:00
CSVYX,Columbia Small Cap Value I Inst3,Fund,Nasdaq,1.17,56.94,41.32,5.7081223,1641071232.0,1641071230.0,12.4668,-0.31894,0.0117999995,0.0082,0.72,13.0,4.0,4.0,0.25651,0.25651,1.18,,,50.9792,3.0108032,0.059059445,50.6891,3.3009033,0.06512058,1727827200.0,1247664600000,2025-08-26 19:26:22.503141-04:00
PPIPX,T. Rowe Price Spectrum Cnsrv Allc I,Fund,Nasdaq,0.68,20.9,18.71,3.7829757,1947915648.0,1947915650.0,4.82474,5.93895,0.0359,0.0056,0.45299998,12.0,1.0,4.0,0.2684,0.2684,3.59,,,20.522,0.34800148,0.016957484,20.0728,0.79720116,0.039715495,1458691200.0,1459344600000,2025-08-26 19:26:22.957654-04:00
CSCQX,Columbia Small Cap Value I S,Fund,Nasdaq,1.17,56.38,40.91,6.3609123,1641071232.0,1641071230.0,12.43662,-0.40201,,0.0095,0.72,13.0,4.0,4.0,0.23615,0.23615,,,,50.463,2.9769974,0.058993664,50.1893,3.250698,0.06476875,1727827200.0,1727962200000,2025-08-26 19:26:23.260976-04:00
VIHAX,Vanguard Intl Hi Div Yld Adm,Fund,Nasdaq,0.92,41.3,32.01,16.088688,11854497792.0,11854497800.0,6.82552,20.41347,0.0418,0.0017,0.11,9.0,2.0,4.0,0.8127,0.8127,4.18,,,39.3148,1.485199,0.037777096,36.20285,4.597149,0.12698306,1456358400.0,1457361000000,2025-08-26 19:26:23.538433-04:00
SSHVX,Sound Shore Institutional,Fund,Nasdaq,1.04,51.05,33.75,-13.50211,920858624.0,920858620.0,10.17178,2.59412,0.0112,0.0075,0.77,21.0,5.0,3.0,0.29209,0.29209,1.12,,,39.8574,1.2226028,0.030674426,40.70735,0.37265015,0.00915437,485136000.0,1386858600000,2025-08-26 19:26:23.833283-04:00
JBALX,Janus Henderson Balanced Fund,Fund,Nasdaq,0.94,50.12,41.55,4.9369693,27353341952.0,27353342000.0,10.9591,9.21806,0.018099999,0.0066000004,0.76,35.0,4.0,5.0,0.4399,0.4399,1.81,0.0,0.0,49.098,1.0320015,0.021019217,47.005,3.125,0.06648229,1338422400.0,1133361000000,2025-08-26 19:26:24.130947-04:00
JANBX,Janus Henderson Balanced Fund,Fund,Nasdaq,0.94,50.1,41.54,4.9390554,27353341952.0,27353342000.0,10.95676,9.21098,0.0179,0.0069,0.76,35.0,4.0,5.0,0.4351,0.4351,1.79,0.0,0.0,49.078,1.0320015,0.021027783,46.9864,3.1236,0.06647881,1338422400.0,715527000000,2025-08-26 19:26:24.507850-04:00
JABAX,Janus Henderson Balanced T,Fund,Nasdaq,0.94,50.01,41.47,4.926312,27353341952.0,27353342000.0,10.94737,9.14513,0.016900001,0.0082,0.76,35.0,4.0,5.0,0.4102,0.4102,1.69,0.0,0.0,48.9918,1.028202,0.020987228,46.9047,3.1152992,0.066417634,1338422400.0,715267800000,2025-08-26 19:26:24.783425-04:00
JDBAX,Janus Henderson Balanced Fund,Fund,Nasdaq,0.93,49.9,41.38,4.894519,27353341952.0,27353342000.0,10.90512,9.10231,0.0162,0.0088,0.76,35.0,4.0,5.0,0.3927,0.3927,1.62,0.0,0.0,48.8838,1.0261993,0.020992626,46.8043,3.1057014,0.06635505,1338422400.0,1106663400000,2025-08-26 19:26:25.070871-04:00
FALIX,Fidelity Advisor Large Cap I,Fund,Nasdaq,1.01,60.22,44.36,16.131533,1853418624.0,1853418620.0,19.03808,15.7218,0.0058999998,0.0082,0.18,51.0,5.0,5.0,0.369,0.369,0.59,1.83,0.03047968,58.4206,2.0293999,0.034737743,54.12765,6.3223495,0.11680443,824774400.0,824826600000,2025-08-26 19:26:25.346516-04:00
FIDLX,Fidelity Advisor Large Cap Z,Fund,Nasdaq,1.01,60.16,44.3,16.127789,1853418624.0,1853418620.0,19.04093,15.78845,0.0069,0.0069999998,0.18,51.0,5.0,5.0,0.428,0.428,0.69,1.83,0.03051017,58.3568,2.0331993,0.03484083,54.06035,6.329651,0.117084906,824774400.0,1486650600000,2025-08-26 19:26:25.747084-04:00
JDBRX,Janus Henderson Balanced Fund,Fund,Nasdaq,0.94,49.48,41.06,4.8490047,27353341952.0,27353342000.0,10.79358,8.82255,0.0125,0.013099999,0.76,35.0,4.0,4.0,0.3003,0.3003,1.25,0.0,0.0,48.4782,1.0018005,0.02066497,46.42215,3.05785,0.06587049,1338422400.0,1106663400000,2025-08-26 19:26:26.038769-04:00
TGVNX,TCW Relative Value Mid Cap N,Fund,Nasdaq,1.09,32.31,22.77,3.2280207,96660848.0,96660848.0,12.96514,5.75724,0.0089,0.0095,0.3854,39.0,4.0,3.0,0.2775,0.2775,0.89,,,28.7838,1.1562004,0.04016844,28.1718,1.7681999,0.06276489,972950400.0,958138200000,2025-08-26 19:26:26.350408-04:00
DMCFX,Invesco Discovery Mid Cap Growth Fund,Fund,Nasdaq,1.13,32.71,22.35,6.906581,6410421760.0,6410421800.0,16.03922,3.82456,0.0,0.0074,1.02,29.0,3.0,3.0,,,0.0,,,29.301,0.42899895,0.014641102,28.3837,1.3463001,0.04743216,973036800.0,1558704600000,2025-08-26 19:26:26.649403-04:00
PLBBX,Plumb Balanced Investor,Fund,Nasdaq,0.97,41.28,32.68,0.3308773,62377504.0,62377504.0,11.1898,7.12336,0.0117999995,0.014400001,0.26,40.0,5.0,4.0,0.4942,0.4942,1.18,,,38.546,1.0839996,0.028122233,37.3878,2.2422028,0.05997151,1179964800.0,1180445400000,2025-08-26 19:26:26.974755-04:00
GDLFX,FundVantage Trust - Gotham Defensive Long 500 Fund,Fund,Nasdaq,,20.54,16.78,4.2772055,,,,,,,,,,,,,,0.0,0.0,19.9346,-0.6746006,-0.033840686,18.93265,0.32735062,0.01729027,,1475501400000,2025-08-26 19:26:27.255809-04:00
VASVX,Vanguard Selected Value Fund,Fund,Nasdaq,1.08,33.53,23.16,-6.7234874,6178683904.0,6178683900.0,7.43191,2.03252,0.0173,0.0042,0.32,25.0,4.0,4.0,0.5347,0.5347,1.73,,,28.1652,1.4448013,0.051297393,27.99375,1.616251,0.05773614,824342400.0,824394600000,2025-08-26 19:26:27.554802-04:00
HGASX,Hennessy Gas Utility Institutional,Fund,Nasdaq,0.7,30.02,26.07,9.483743,500194336.0,500194336.0,1.14947,8.60632,0.0231,0.0069,0.13,55.0,2.0,4.0,0.39874,0.39874,2.31,,,28.384,0.3259983,0.011485284,28.0624,0.64759827,0.02307708,1488326400.0,1488378600000,2025-08-26 19:26:27.840959-04:00
NWQAX,Nuveen Flexible Income A,Fund,Nasdaq,0.88,19.27,17.95,1.5822768,833798208.0,833798210.0,5.069,4.92199,0.049200002,0.0095999995,0.4,-22.0,5.0,4.0,0.6365,0.6365,4.92,,,19.0436,0.2364006,0.012413651,18.80555,0.47445107,0.02522931,1467244800.0,1260369000000,2025-08-26 19:26:28.207960-04:00
FZALX,Fidelity Advisor Mega Cap Stock Z,Fund,Nasdaq,1.02,29.73,22.08,17.926825,4545184768.0,4545184800.0,18.85345,15.58697,0.01,0.0047999998,0.09,38.0,4.0,5.0,0.3,0.3,1.0,,,28.8016,0.39840126,0.013832609,26.58215,2.6178513,0.09848155,1376352000.0,1377005400000,2025-08-26 19:26:28.505236-04:00
DNVYX,Davis New York Venture Fund,Fund,Nasdaq,1.03,31.96,24.4,-2.57802,6534566912.0,6534566900.0,10.8552,10.89633,0.0173,0.0067000003,0.17,47.0,5.0,3.0,0.221,0.221,1.73,,,28.0646,0.6854,0.024422226,28.33165,0.41835022,0.014766179,844214400.0,844263000000,2025-08-26 19:26:28.786976-04:00
FLCCX,Fidelity Advisor Large Cap C,Fund,Nasdaq,1.01,47.27,34.96,14.226854,1853418624.0,1853418620.0,18.72774,15.03945,0.0,0.0184,0.18,51.0,5.0,4.0,0.039,0.039,0.0,1.83,0.03882877,45.906,1.5440025,0.033634003,42.71515,4.734852,0.11084713,824774400.0,825604200000,2025-08-26 19:26:29.061664-04:00
VEVRX,Victory Sycamore Established Value Fund,Fund,Nasdaq,0.94,54.57,39.4,-8.520961,17326206976.0,17326207000.0,6.79528,0.91921,0.0117999995,0.0054,0.34,22.0,2.0,4.0,0.2854,0.2854,1.18,2.1,0.044557605,46.1278,1.0121994,0.02194337,46.63215,0.50785065,0.01089057,1393891200.0,1394458200000,2025-08-26 19:26:29.432621-04:00
VEVIX,Victory Sycamore Established Value Fund,Fund,Nasdaq,0.94,54.54,39.37,-8.525926,17326206976.0,17326207000.0,6.78826,0.89984,0.0115,0.0058,0.34,22.0,2.0,4.0,0.27652,0.27652,1.15,2.1,0.044585984,46.0986,1.0114021,0.021939976,46.6031,0.5069008,0.010876976,1393891200.0,1267453800000,2025-08-26 19:26:29.740873-04:00
VEVYX,Victory Sycamore Established Value Fund,Fund,Nasdaq,0.95,54.52,39.36,-8.52924,17326206976.0,17326207000.0,6.79409,0.86408,0.0108,0.0066000004,0.34,22.0,2.0,4.0,0.26037,0.26037,1.08,2.1,0.044604924,46.0816,1.0084,0.02188292,46.58615,0.503849,0.010815425,1393891200.0,1359383400000,2025-08-26 19:26:30.044208-04:00
FGRCX,Fidelity Advisor Mega Cap Stock C,Fund,Nasdaq,1.03,28.5,21.24,17.587519,4545184768.0,4545184800.0,18.52163,14.80879,0.0014,0.0164,0.09,38.0,4.0,4.0,0.041,0.041,0.14,,,27.6374,0.4225998,0.015290867,25.5579,2.5021,0.09789928,1376352000.0,1202740200000,2025-08-26 19:26:30.305672-04:00
FALAX,Fidelity Advisor Large Cap A,Fund,Nasdaq,1.01,55.79,41.14,15.586031,1853418624.0,1853418620.0,18.95397,15.53317,0.0044,0.0108,0.18,51.0,5.0,4.0,0.253,0.253,0.44,1.83,0.032901835,54.1372,1.8628006,0.034408882,50.22045,5.7795486,0.11508357,824774400.0,825604200000,2025-08-26 19:26:30.627156-04:00
FALGX,Fidelity Advisor Large Cap M,Fund,Nasdaq,1.01,55.63,41.05,15.589833,1853418624.0,1853418620.0,18.88672,15.3636,0.0021,0.013300001,0.18,51.0,5.0,4.0,0.123,0.123,0.21,1.83,0.032996755,53.9916,1.8484001,0.034234956,50.0999,5.740101,0.1145731,824774400.0,824826600000,2025-08-26 19:26:30.972254-04:00
ARINX,Archer Income,Fund,Nasdaq,0.31,18.3,17.94,0.60505867,30144120.0,30144120.0,1.25288,2.96421,0.0368,0.0098,0.233,-3.0,1.0,5.0,0.38944,0.38944,3.68,,,18.1996,0.10039902,0.0055165505,18.1087,0.19129944,0.010563952,1299801600.0,1299681000000,2025-08-26 19:26:31.274815-04:00
NCSRX,Nuveen High Yield Income R6,Fund,Nasdaq,0.65,18.23,17.18,-0.3882408,623412672.0,623412670.0,4.3195,4.27315,0.0788,0.0062,1.81,-46.0,4.0,4.0,0.96,0.96,7.88,,,17.8886,0.09140015,0.0051094075,17.88175,0.098249435,0.005494397,1412121600.0,1412170200000,2025-08-26 19:26:31.686695-04:00
NCOIX,Nuveen High Yield Income I,Fund,Nasdaq,0.65,18.14,17.09,-0.3901899,623412672.0,623412670.0,4.29853,4.14418,0.0776,0.0076,1.81,-46.0,4.0,3.0,0.9415,0.9415,7.76,,,17.7948,0.085199356,0.0047878795,17.79115,0.08885002,0.0049940576,1412121600.0,1272461400000,2025-08-26 19:26:32.036874-04:00
JOPPX,Johnson Opportunity,Fund,Nasdaq,0.97,59.66,44.22,-2.6002169,181122976.0,181122976.0,7.74938,0.79044,0.006,0.009,0.2074,19.0,1.0,5.0,0.3316,0.3316,0.6,,,52.446,1.5440025,0.029439854,52.36315,1.6268501,0.031068606,1694995200.0,769095000000,2025-08-26 19:26:32.317235-04:00
FLCSX,Fidelity Large Cap Stock,Fund,Nasdaq,1.02,62.68,47.11,18.442,5948966912.0,5948966900.0,19.26321,16.15581,0.0072000003,0.0075,0.17,37.0,5.0,4.0,0.13,0.13,0.72,,,60.7814,2.1385994,0.035185095,56.7528,6.167198,0.10866773,803779200.0,803827800000,2025-08-26 19:26:32.637561-04:00
