Ticker,Name,Type,Exchange,Beta,52w High,52w Low,52w % Chg,Total Assets,Net Assets,Return (3m),Return (TTM),Yield,Expense R,Holding Turnover,Last Capital Gain,Risk Rating,Overall Rating,Last Div,Div Rate,Div Yield,Div Rate (TTM),Div Yield (TTM),50d Avg,50d Chg,50d % Chg,200d Avg,200d Chg,200d % Chg,Inception,First Trade,Timestamp
FEDIX,Fidelity Advisor Emerg Mkts Discv I,Fund,Nasdaq,0.92,18.71,14.16,9.518218,1181752704.0,1181752700.0,11.49282,16.81937,0.0343,0.0101,0.29,4.0,3.0,4.0,0.613,0.613,3.43,0.0,0.0,18.1334,0.44659996,0.024628583,16.48735,2.0926495,0.12692454,1320105600.0,1320240600000,2025-08-26 19:24:04.246708-04:00
FTXNX,FullerThaler Behavioral Sm-Cp Gr Inv,Fund,Nasdaq,1.29,51.25,34.65,10.917532,2902861056.0,2902861060.0,14.60503,-3.69264,0.0,0.0128999995,0.82,6.0,4.0,5.0,,,0.0,,,44.792,3.5180016,0.07854085,44.75975,3.550251,0.079317935,1513814400.0,1513866600000,2025-08-26 19:24:04.607177-04:00
FTXCX,FullerThaler Behavioral Sm-Cp Gr C,Fund,Nasdaq,1.29,49.45,33.39,10.329092,2902861056.0,2902861060.0,14.44767,-3.98142,0.0,0.0184,0.82,6.0,4.0,5.0,,,0.0,,,43.1022,3.3577995,0.0779032,43.144,3.315998,0.07685885,1513814400.0,1545229800000,2025-08-26 19:24:04.958675-04:00
ANOAX,American Century Small Cap Growth A,Fund,Nasdaq,1.18,21.5,15.99,9.015965,4705173504.0,4705173500.0,13.05556,2.20994,0.0,0.0139,0.83,-14.0,3.0,4.0,0.0123,0.0123,0.0,0.0,0.0,20.477,0.82299995,0.040191434,19.886,1.4139996,0.07110528,1179446400.0,1044023400000,2025-08-26 19:24:05.248864-04:00
WFICX,North Star Small Cap Value Institutional,Fund,Nasdaq,1.05,17.61,11.96,-2.562499,30008656.0,30008656.0,12.83628,2.15727,0.0,0.0099,0.29,55.0,3.0,5.0,0.0491,0.0491,0.0,,,14.6858,0.9842005,0.06701715,14.4901,1.1799002,0.08142802,1546214400.0,1546439400000,2025-08-26 19:24:05.560822-04:00
WSCVX,North Star Small Cap Value Investor,Fund,Nasdaq,1.04,17.65,11.99,-2.8019905,30008656.0,30008656.0,12.73006,2.01249,0.0,0.012200001,0.29,55.0,4.0,3.0,0.0278,0.0278,0.0,,,14.711,0.97899914,0.06654878,14.52305,1.1669493,0.080351524,1546214400.0,1201876200000,2025-08-26 19:24:05.875466-04:00
KGGIX,Kopernik Global All-Cap Fund,Fund,Nasdaq,0.7,15.37,10.94,24.110031,2689551360.0,2689551360.0,13.7103,33.81951,0.0361,0.010199999,0.43,0.0,2.0,4.0,0.5334,0.5334,3.61,,,15.0018,0.3682003,0.024543742,13.0017,2.3682995,0.18215306,1383264000.0,1383748200000,2025-08-26 19:24:06.196463-04:00
FTXSX,FullerThaler Behavioral Sm-Cp GrInstl,Fund,Nasdaq,1.29,52.33,35.39,11.252844,2902861056.0,2902861060.0,14.69053,-3.51317,0.0,0.01,0.82,6.0,4.0,5.0,,,0.0,,,45.7962,3.6138,0.07891048,45.72155,3.6884499,0.08067202,1513814400.0,1513866600000,2025-08-26 19:24:06.473542-04:00
KGGAX,Kopernik Global All-Cap Fund,Fund,Nasdaq,0.7,15.45,11.02,24.15459,2689551360.0,2689551360.0,13.45119,33.57466,0.033800002,0.0127,0.43,0.0,2.0,4.0,0.5029,0.5029,3.38,,,15.0856,0.37440014,0.02481838,13.077,2.3830004,0.18222837,1383264000.0,1383748200000,2025-08-26 19:24:06.750652-04:00
VAABX,Virtus Duff & Phelps Real Asset Fund,Fund,Nasdaq,1.05,15.47,13.1,6.1770797,34815820.0,34815820.0,3.10773,8.50291,0.037,0.010199999,0.14,-77.0,3.0,1.0,0.55285,0.55285,3.7,,,15.0416,0.2883997,0.019173471,14.54855,0.7814503,0.053713277,1254355200.0,1643812200000,2025-08-26 19:24:07.039415-04:00
FTXAX,FullerThaler Behavioral Sm-Cp Gr A,Fund,Nasdaq,1.29,51.08,34.53,10.880709,2902861056.0,2902861060.0,14.60245,-3.68387,0.0,0.013200001,0.82,6.0,4.0,5.0,,,0.0,,,44.6446,3.5054016,0.07851793,44.61305,3.536953,0.07928068,1513814400.0,1545229800000,2025-08-26 19:24:07.387716-04:00
FPHAX,Fidelity Select Pharmaceuticals Port,Fund,Nasdaq,0.64,31.58,22.01,-20.338982,1044964864.0,1044964860.0,-4.34258,-2.52117,0.0137,0.0067000003,0.51,28.0,3.0,5.0,0.083,0.083,1.37,,,24.7536,0.6164017,0.024901496,25.37845,-0.008449554,-0.0003329421,992822400.0,992871000000,2025-08-26 19:24:07.694378-04:00
ANOHX,American Century Small Cap Growth G,Fund,Nasdaq,1.18,26.17,19.34,9.30332,4705173504.0,4705173500.0,13.44654,3.0,0.0113,0.0,0.83,-14.0,3.0,4.0,0.2788,0.2788,1.13,0.0,0.0,24.869,1.0310001,0.041457243,24.09025,1.8097496,0.075123735,1179446400.0,1558531800000,2025-08-26 19:24:07.990414-04:00
ANORX,American Century Small Cap Growth R,Fund,Nasdaq,1.18,20.28,15.07,8.788204,4705173504.0,4705173500.0,13.03066,2.07668,0.0,0.0164,0.83,-14.0,3.0,4.0,0.0062,0.0062,0.0,0.0,0.0,19.2892,0.77079964,0.03996017,18.74595,1.3140488,0.07009774,1179446400.0,1190986200000,2025-08-26 19:24:08.287339-04:00
ANONX,American Century Small Cap Growth I,Fund,Nasdaq,1.18,24.39,18.12,9.231472,4705173504.0,4705173500.0,13.18627,2.48557,0.0029,0.0094,0.83,-14.0,3.0,4.0,0.0677,0.0677,0.29,0.0,0.0,23.2316,0.93840027,0.04039327,22.5394,1.6306,0.07234443,1179446400.0,1179495000000,2025-08-26 19:24:08.572973-04:00
FEDGX,Fidelity Advisor Emerg Mkts Discv C,Fund,Nasdaq,0.92,17.95,13.64,9.485924,1181752704.0,1181752700.0,11.22648,16.12466,0.025999999,0.0201,0.29,4.0,3.0,4.0,0.445,0.445,2.6,0.0,0.0,17.419,0.4109993,0.023594884,15.8644,1.9656,0.123900056,1320105600.0,1320240600000,2025-08-26 19:24:08.910636-04:00
ANODX,American Century Small Cap Growth R6,Fund,Nasdaq,1.18,24.97,18.53,9.244442,4705173504.0,4705173500.0,13.279,2.56076,0.0043,0.007900001,0.83,-14.0,3.0,4.0,0.1014,0.1014,0.43,0.0,0.0,23.773,0.96699905,0.040676355,23.0589,1.6810989,0.07290456,1179446400.0,1374845400000,2025-08-26 19:24:09.186168-04:00
FEDTX,Fidelity Advisor Emerg Mkts Discv M,Fund,Nasdaq,0.92,18.5,14.04,9.702385,1181752704.0,1181752700.0,11.34931,16.49077,0.028299998,0.0150999995,0.29,4.0,3.0,4.0,0.5,0.5,2.83,0.0,0.0,17.9448,0.42520142,0.023694966,16.32555,2.0444508,0.12523013,1320105600.0,1320240600000,2025-08-26 19:24:09.458634-04:00
ANOIX,American Century Small Cap Growth Inv,Fund,Nasdaq,1.18,23.16,17.22,9.191,4705173504.0,4705173500.0,13.09954,2.33318,0.001,0.0114,0.83,-14.0,3.0,4.0,0.0228,0.0228,0.1,0.0,0.0,22.072,0.8879986,0.040231902,21.4212,1.5387993,0.07183535,1179446400.0,991315800000,2025-08-26 19:24:09.743340-04:00
QSMRX,AQR Small Cap Momentum Style R6,Fund,Nasdaq,1.2,25.34,15.32,-6.2918367,137490144.0,137490144.0,15.73164,4.6001,0.0038,0.0053,0.6,55.0,4.0,4.0,0.0894,0.0894,0.38,,,20.0202,1.2797985,0.063925356,19.6827,1.6173,0.08216861,1404950400.0,1405344600000,2025-08-26 19:24:10.011953-04:00
TORTX,Tortoise Energy Infrastructure TR A,Fund,Nasdaq,0.78,20.94,16.78,11.005915,3288415232.0,3288415230.0,3.86208,3.74729,0.047199998,0.0117,0.22,-20.0,2.0,4.0,0.594,0.594,4.72,0.0,0.0,18.9906,-0.16060066,-0.00845685,19.25855,-0.42855072,-0.02225249,1306800000.0,1307107800000,2025-08-26 19:24:10.306666-04:00
KGIIX,Kopernik International Fund,Fund,Nasdaq,0.69,17.2,12.68,20.786512,614916800.0,614916800.0,11.48649,29.92126,0.0279,0.0105,0.42,4.0,2.0,4.0,0.4615,0.4615,2.79,,,16.7832,0.4368,0.026026027,14.8089,2.4110994,0.16281421,1544400000.0,1435671000000,2025-08-26 19:24:10.657017-04:00
TORIX,Tortoise Energy Infrastructure TR Ins,Fund,Nasdaq,0.78,21.29,17.07,11.169279,3288415232.0,3288415230.0,3.95344,3.89481,0.048299998,0.0092,0.22,-20.0,3.0,4.0,0.594,0.594,4.83,0.0,0.0,19.3378,-0.15779877,-0.00816012,19.59885,-0.41884995,-0.021371149,1306800000.0,1307107800000,2025-08-26 19:24:10.932477-04:00
WBSIX,William Blair Small Cap Growth I,Fund,Nasdaq,1.12,41.07,27.8,-4.4864893,904239360.0,904239360.0,10.11788,-4.86563,0.0,0.0099,0.75,15.0,3.0,5.0,,,0.0,,,33.7538,1.8062019,0.053511072,34.3235,1.2364998,0.036024872,946252800.0,946305000000,2025-08-26 19:24:11.316740-04:00
WBSRX,William Blair Small Cap Growth R6,Fund,Nasdaq,1.12,41.23,27.93,-4.3887973,904239360.0,904239360.0,10.10101,-4.84371,0.0,0.0094,0.75,15.0,3.0,4.0,0.0,0.0,0.0,,,33.916,1.8240013,0.053779963,34.477,1.2630005,0.03663313,946252800.0,1557235800000,2025-08-26 19:24:11.617125-04:00
QISCX,Federated Hermes MDT Small Cap Core IS,Fund,Nasdaq,1.18,29.34,21.26,11.600304,1364888192.0,1364888190.0,13.4429,0.41029,0.0034999999,0.0089,0.85,19.0,5.0,4.0,0.0938,0.0938,0.35,,,27.126,2.2440014,0.082725115,26.35265,3.0173512,0.114498965,1126742400.0,1127136600000,2025-08-26 19:24:11.905100-04:00
QLSCX,Federated Hermes MDT Small Cap Core R6,Fund,Nasdaq,1.18,29.36,21.27,11.553181,1364888192.0,1364888190.0,13.38947,0.41014,0.0036000002,0.0088,0.85,19.0,5.0,3.0,0.0962,0.0962,0.36,,,27.138,2.251999,0.082983226,26.3647,3.025299,0.11474809,1126742400.0,1467725400000,2025-08-26 19:24:12.251115-04:00
QCSCX,Federated Hermes MDT Small Cap Core C,Fund,Nasdaq,1.18,22.83,16.61,10.747433,1364888192.0,1364888190.0,13.11387,-0.19048,0.0,0.0199,0.85,19.0,4.0,3.0,0.46891,0.46891,0.0,,,21.1242,1.7257996,0.08169775,20.57655,2.2734509,0.11048747,1126742400.0,1127136600000,2025-08-26 19:24:12.540517-04:00
MATFX,Matthews Asia Innovators Fund,Fund,Nasdaq,1.14,16.01,11.51,27.569723,296860832.0,296860832.0,17.43827,17.61978,0.0,0.0128999995,2.5792,-134.0,5.0,3.0,0.00018,0.00018,0.0,,,15.0474,1.0025988,0.066629365,13.7313,2.318699,0.1688623,946252800.0,946305000000,2025-08-26 19:24:12.852914-04:00
QASCX,Federated Hermes MDT Small Cap Core A,Fund,Nasdaq,1.18,27.95,20.27,11.530733,1364888192.0,1364888190.0,13.30093,0.23456,0.0011999999,0.0114,0.85,19.0,4.0,4.0,0.0315,0.0315,0.12,,,25.843,2.1369991,0.0826916,25.1154,2.8645992,0.11405748,1126742400.0,1127136600000,2025-08-26 19:24:13.133211-04:00
FMPFX,Nuveen Small Cap Growth Opp R6,Fund,NasdaqGM,1.2,39.11,28.01,12.795103,236008384.0,236008384.0,18.3134,4.27066,0.0,0.0081,0.67,17.0,3.0,4.0,0.1633,0.1633,0.0,,,37.0156,2.0844002,0.0563114,35.4431,3.6568985,0.1031766,807235200.0,1467725400000,2025-08-26 19:24:13.452875-04:00
FCCGX,Fidelity Small Cap Growth Fund,Fund,Nasdaq,1.16,27.38,19.46,2.626264,7229065728.0,7229065700.0,13.01587,-0.28011,0.0031,0.0198,0.84,20.0,3.0,4.0,0.077,0.077,0.31,0.0,0.0,24.7682,0.9218006,0.037217103,24.4249,1.2651005,0.051795524,1099440000.0,1099578600000,2025-08-26 19:24:13.801687-04:00
MITEX,Matthews Asia Innovators Institutional,Fund,Nasdaq,1.14,16.28,11.71,27.58621,296860832.0,296860832.0,17.52656,17.79468,0.0,0.0117,2.5792,-134.0,5.0,3.0,0.02336,0.02336,0.0,,,15.3066,1.0134001,0.06620674,13.96225,2.35775,0.16886605,946252800.0,1367415000000,2025-08-26 19:24:14.087055-04:00
ASMNX,AQR Small Cap Momentum Style N,Fund,Nasdaq,1.2,25.47,15.41,-6.3886404,137490144.0,137490144.0,15.64117,4.41329,0.0023999999,0.0088,0.6,55.0,4.0,4.0,0.05662,0.05662,0.24,,,20.122,1.2779999,0.06351257,19.7958,1.6042004,0.08103741,1404950400.0,1355754600000,2025-08-26 19:24:14.370229-04:00
ASMOX,AQR Small Cap Momentum Style I,Fund,Nasdaq,1.2,25.46,15.41,-6.1750355,137490144.0,137490144.0,15.69868,4.51948,0.0027,0.0063,0.6,55.0,4.0,4.0,0.06504,0.06504,0.27,,,20.1384,1.281601,0.06363966,19.79655,1.6234493,0.08200668,1404950400.0,1247146200000,2025-08-26 19:24:14.655877-04:00
ADKSX,Adirondack Small Cap,Fund,Nasdaq,1.01,33.97,25.9,16.035784,42208296.0,42208296.0,11.60494,-0.09473,0.0,0.0148,0.3891,20.0,3.0,4.0,0.02129,0.02129,0.0,,,31.6262,2.2538013,0.071263745,30.88685,2.9931507,0.09690696,1112745600.0,1112967000000,2025-08-26 19:24:14.941293-04:00
WBSNX,William Blair Small Cap Growth N,Fund,Nasdaq,1.12,34.35,22.77,-6.6193104,904239360.0,904239360.0,10.03599,-5.00518,0.0,0.0124,0.75,15.0,3.0,5.0,,,0.0,,,27.6256,1.4743996,0.05337077,28.21705,0.8829498,0.03129136,946252800.0,946305000000,2025-08-26 19:24:15.228502-04:00
FCAGX,Fidelity Small Cap Growth Fund,Fund,Nasdaq,1.17,33.98,24.2,3.0243874,7229065728.0,7229065700.0,13.22886,0.16119,0.0075,0.0123000005,0.84,20.0,3.0,4.0,0.233,0.233,0.75,0.0,0.0,30.8738,1.1662006,0.037773147,30.3761,1.6639004,0.054776628,1099440000.0,1099578600000,2025-08-26 19:24:15.632170-04:00
FCPGX,Fidelity Small Cap Growth,Fund,Nasdaq,1.17,36.68,26.13,3.132534,7229065728.0,7229065700.0,13.29733,0.29878,0.0095,0.0094,0.84,20.0,3.0,5.0,0.319,0.319,0.95,0.0,0.0,33.3586,1.2714005,0.038113125,32.7956,1.8344002,0.055934336,1099440000.0,1099578600000,2025-08-26 19:24:15.992682-04:00
FCIGX,Fidelity Advisor Small Cap Growth I,Fund,Nasdaq,1.16,36.77,26.2,3.1240582,7229065728.0,7229065700.0,13.29519,0.29797,0.0093,0.0098,0.84,20.0,3.0,5.0,0.316,0.316,0.93,0.0,0.0,33.4464,1.2736015,0.03807888,32.88425,1.8357506,0.055824615,1099440000.0,1004711400000,2025-08-26 19:24:16.352961-04:00
FIDGX,Fidelity Advisor Small Cap Growth Z,Fund,Nasdaq,1.16,37.08,26.41,3.1268597,7229065728.0,7229065700.0,13.3222,0.32516,0.0107,0.0086,0.84,20.0,3.0,4.0,0.365,0.365,1.07,0.0,0.0,33.7308,1.2891998,0.038220257,33.1549,1.8651009,0.056254156,1099440000.0,1486650600000,2025-08-26 19:24:16.661373-04:00
FCTGX,Fidelity Advisor Small Cap Growth M,Fund,Nasdaq,1.16,31.94,22.73,2.907586,7229065728.0,7229065700.0,13.15483,0.0,0.0058999998,0.0148,0.84,20.0,3.0,4.0,0.173,0.173,0.59,0.0,0.0,28.9774,1.0925999,0.037705243,28.53125,1.5387497,0.053932082,1099440000.0,1099578600000,2025-08-26 19:24:17.020309-04:00
FIMPX,Nuveen Small Cap Growth Opp I,Fund,Nasdaq,1.21,38.41,27.53,12.622225,236008384.0,236008384.0,18.25168,4.14552,0.0,0.0095,0.67,17.0,3.0,4.0,0.0923,0.0923,0.0,,,36.365,2.0449982,0.05623534,34.83865,3.57135,0.10251115,807235200.0,807197400000,2025-08-26 19:24:17.296932-04:00
FRMPX,Nuveen Small Cap Growth Opp A,Fund,Nasdaq,1.2,29.03,20.82,12.319124,236008384.0,236008384.0,18.16257,3.98659,0.0,0.012,0.67,17.0,3.0,4.0,0.0137,0.0137,0.0,,,27.486,1.5340004,0.055810247,26.35365,2.6663513,0.10117579,807235200.0,807197400000,2025-08-26 19:24:17.654465-04:00
SNOAX,Easterly Snow Long/Short Opportunity A,Fund,Nasdaq,0.8,36.02,29.07,7.036376,92363896.0,92363896.0,7.28247,5.55211,0.0124,0.020599999,0.37,22.0,5.0,4.0,0.4374,0.4374,1.24,,,34.3672,1.6427994,0.047801375,33.41235,2.5976486,0.07774516,1635984000.0,1146231000000,2025-08-26 19:24:17.963428-04:00
VGPMX,Vanguard Global Capital Cycles Investor,Fund,Nasdaq,0.83,16.69,12.27,21.298325,1851775872.0,1851775870.0,10.46676,23.74088,0.020299999,0.0044,0.32,-123.0,5.0,4.0,0.0076,0.0076,2.03,,,15.9246,0.7254,0.045552164,14.3201,2.3298998,0.16270137,454118400.0,454167000000,2025-08-26 19:24:18.321630-04:00
SNOIX,Easterly Snow Long/Short Opportunity I,Fund,Nasdaq,0.8,36.47,29.4,7.1323276,92363896.0,92363896.0,7.32315,5.70902,0.0148,0.018099999,0.37,22.0,5.0,4.0,0.5252,0.5252,1.48,,,34.7844,1.6655998,0.04788353,33.7985,2.6515007,0.07845025,1635984000.0,1146231000000,2025-08-26 19:24:18.640163-04:00
LSCNX,Loomis Sayles Small Cap Value N,Fund,Nasdaq,1.08,27.02,18.32,-4.055148,340130208.0,340130208.0,12.75434,1.74653,0.0032,0.0085,0.25,40.0,3.0,4.0,0.0796,0.0796,0.32,,,22.5226,1.2273998,0.054496363,22.566,1.184,0.052468315,883699200.0,1359729000000,2025-08-26 19:24:18.924697-04:00
SNORX,Easterly Snow Capital Long/Short Opportunity Fund,Fund,Nasdaq,0.8,36.47,29.4,7.1323276,92363896.0,92363896.0,7.32315,5.70902,0.0148,0.015700001,0.37,22.0,5.0,2.0,0.5252,0.5252,1.48,,,34.7842,1.665802,0.04788962,33.7987,2.6513023,0.078443915,1635984000.0,1637073000000,2025-08-26 19:24:19.220686-04:00
SNOCX,Easterly Snow Long/Short Opportunity C,Fund,Nasdaq,0.8,33.43,27.05,6.8313003,92363896.0,92363896.0,7.08475,5.08982,0.0047999998,0.028199999,0.37,22.0,5.0,3.0,0.1573,0.1573,0.48,,,31.9106,1.4993992,0.046987496,31.07445,2.3355503,0.075159825,1635984000.0,1146231000000,2025-08-26 19:24:19.494410-04:00
QSMNX,AQR Small Cap Multi-Style N,Fund,Nasdaq,1.19,21.0,14.2,-0.15856028,117428096.0,117428096.0,12.52396,3.46651,0.0126,0.0086,0.64,47.0,4.0,4.0,0.24701,0.24701,1.26,,,17.8774,1.1526012,0.064472534,17.43285,1.5971508,0.09161731,1404950400.0,1365082200000,2025-08-26 19:24:19.776323-04:00
QSMLX,AQR Small Cap Multi-Style I,Fund,Nasdaq,1.19,21.05,14.21,-0.15822649,117428096.0,117428096.0,12.57179,3.58191,0.0150999995,0.0061000003,0.64,47.0,4.0,4.0,0.29706,0.29706,1.51,,,17.9072,1.1527996,0.06437632,17.4549,1.6050987,0.091956906,1404950400.0,1365082200000,2025-08-26 19:24:20.079394-04:00
BDFFX,Baron Discovery Fund,Fund,Nasdaq,1.23,34.9,26.41,18.269562,1823884800.0,1823884800.0,11.83117,6.38634,0.0,0.013200001,0.31,16.0,5.0,3.0,0.0066,0.0066,0.0,,,33.6704,0.74959946,0.022262862,32.43475,1.9852486,0.06120746,1380499200.0,1380807000000,2025-08-26 19:24:20.372344-04:00
QSERX,AQR Small Cap Multi-Style R6,Fund,Nasdaq,1.2,21.1,14.24,-0.1052618,117428096.0,117428096.0,12.67516,3.69285,0.015700001,0.0050999997,0.64,47.0,4.0,4.0,0.30924,0.30924,1.57,,,17.953,1.1670017,0.065003164,17.4958,1.6242008,0.09283376,1404950400.0,1405344600000,2025-08-26 19:24:20.652680-04:00
TSMEX,Nuveen Quant Small/Mid Cap Eq A,Fund,Nasdaq,1.12,17.65,11.95,3.207183,1672002560.0,1672002560.0,14.40299,5.2162,0.0047999998,0.0082,0.41,30.0,3.0,5.0,0.0821,0.0821,0.48,,,15.292,0.8980007,0.05872356,14.87165,1.3183508,0.08864859,1470355200.0,1470403800000,2025-08-26 19:24:20.993762-04:00
TSMOX,Nuveen Quant Small/Mid Cap Eq Retirement,Fund,Nasdaq,1.12,17.67,11.95,3.2051325,1672002560.0,1672002560.0,14.39224,5.28483,0.0056,0.0070999996,0.41,30.0,3.0,5.0,0.09628,0.09628,0.56,,,15.303,0.8970003,0.058615975,14.8794,1.3206005,0.08875361,1470355200.0,1470403800000,2025-08-26 19:24:21.298338-04:00
FHKAX,Fidelity Advisor China Region A,Fund,Nasdaq,1.28,48.28,33.99,33.739616,1304712832.0,1304712830.0,18.93229,19.05631,0.010199999,0.0117999995,0.3,10.0,2.0,5.0,0.468,0.468,1.02,,,45.3116,3.1083984,0.0686005,41.15845,7.261547,0.17642906,1210291200.0,1210253400000,2025-08-26 19:24:21.567884-04:00
ALFOX,Lord Abbett Alpha Strategy F3,Fund,Nasdaq,1.06,29.6,22.0,5.4014564,593420416.0,593420420.0,11.99358,2.45872,0.0033000002,0.0113,0.01,7.0,2.0,4.0,0.0937,0.0937,0.33,,,27.8146,1.2553997,0.04513456,26.9519,2.1180992,0.07858812,1098144000.0,1491312600000,2025-08-26 19:24:21.862004-04:00
LSCRX,Loomis Sayles Small Cap Value Retail,Fund,Nasdaq,1.08,26.0,17.6,-4.4210553,340130208.0,340130208.0,12.6615,1.53703,0.00029999999,0.0115,0.25,40.0,3.0,4.0,0.0063,0.0063,0.03,,,21.6138,1.1662006,0.053956296,21.68085,1.0991516,0.05069689,883699200.0,852042600000,2025-08-26 19:24:22.144729-04:00
FIQFX,Fidelity Advisor China Region Z,Fund,Nasdaq,1.28,48.64,34.19,33.847,1304712832.0,1304712830.0,19.02174,19.33057,0.013200001,0.0077,0.3,10.0,2.0,5.0,0.609,0.609,1.32,,,45.6286,3.1513977,0.06906628,41.41615,7.3638496,0.17780142,1210291200.0,1538659800000,2025-08-26 19:24:22.429427-04:00
BDFIX,Baron Discovery Fund,Fund,Nasdaq,1.23,35.94,27.22,18.599201,1823884800.0,1823884800.0,11.89939,6.53976,0.0,0.0105,0.31,16.0,5.0,4.0,0.0377,0.0377,0.0,,,34.7198,0.78020096,0.022471355,33.4189,2.0811005,0.06227316,1380499200.0,1380807000000,2025-08-26 19:24:22.708513-04:00
FHKIX,Fidelity Advisor China Region I,Fund,Nasdaq,1.28,48.65,34.22,33.83769,1304712832.0,1304712830.0,19.0119,19.25868,0.0121,0.009,0.3,10.0,2.0,5.0,0.556,0.556,1.21,,,45.6472,3.1427994,0.06884977,41.44105,7.3489494,0.17733501,1210291200.0,1210253400000,2025-08-26 19:24:22.984263-04:00
TSMWX,Nuveen Quant Small/Mid Cap Eq R6,Fund,Nasdaq,1.13,17.83,12.06,3.3693552,1672002560.0,1672002560.0,14.48633,5.44588,0.0074,0.0047,0.41,30.0,3.0,5.0,0.12769,0.12769,0.74,,,15.4504,0.90960026,0.05887228,15.0137,1.3463011,0.08967151,1470355200.0,1470403800000,2025-08-26 19:24:23.354147-04:00
TSMNX,Nuveen Quant Small/Mid Cap Eq I,Fund,Nasdaq,1.13,17.85,12.08,3.3015847,1672002560.0,1672002560.0,14.39114,5.3705,0.0069,0.0057,0.41,30.0,3.0,5.0,0.11934,0.11934,0.69,,,15.4646,0.90540123,0.058546696,15.033,1.3370008,0.08893773,1470355200.0,1470403800000,2025-08-26 19:24:23.630426-04:00
TSMUX,Nuveen Quant Small/Mid Cap Eq W,Fund,Nasdaq,1.13,17.92,12.08,3.2932281,1672002560.0,1672002560.0,14.60177,5.71429,0.0123000005,0.0,0.41,30.0,3.0,5.0,0.21218,0.21218,1.23,,,15.496,0.91399956,0.058982935,15.04635,1.3636503,0.09062998,1470355200.0,1538573400000,2025-08-26 19:24:23.899465-04:00
FHKCX,Fidelity China Region,Fund,Nasdaq,1.28,49.04,34.49,33.91589,1304712832.0,1304712830.0,18.98897,19.23374,0.0117,0.0091,0.3,10.0,2.0,5.0,0.541,0.541,1.17,,,46.0078,3.1721992,0.06894916,41.7665,7.4135017,0.17749876,1210291200.0,828109800000,2025-08-26 19:24:24.273929-04:00
TSMMX,Nuveen Quant Small/Mid Cap Eq Premier,Fund,Nasdaq,1.12,17.95,12.17,3.406942,1672002560.0,1672002560.0,14.43223,5.32704,0.0058999998,0.0064,0.41,30.0,3.0,5.0,0.10212,0.10212,0.59,,,15.5766,0.9133997,0.05863922,15.1398,1.3501997,0.08918214,1470355200.0,1470403800000,2025-08-26 19:24:24.548145-04:00
FCHKX,Fidelity Advisor China Region C,Fund,Nasdaq,1.28,45.85,32.37,33.556652,1304712832.0,1304712830.0,18.71409,18.55191,0.0053,0.019299999,0.3,10.0,2.0,5.0,0.23,0.23,0.53,,,43.0536,2.9263992,0.067971066,39.16395,6.8160477,0.17403881,1210291200.0,1210858200000,2025-08-26 19:24:24.833321-04:00
JAKRX,JHancock Disciplined Value Glb L/S A,Fund,Nasdaq,0.26,16.37,13.38,21.225716,328727712.0,328727712.0,7.91415,19.8064,0.011,0.0191,1.25,1.0,2.0,4.0,0.19764,0.19764,1.1,0.0,0.0,16.0948,0.12519836,0.007778808,14.981488,1.2385111,0.08266943,1729468800.0,1734705000000,2025-08-26 19:24:25.125251-04:00
JAKVX,JHancock Disciplined Value Glb L/S R6,Fund,Nasdaq,0.26,16.4,13.38,7.7534795,328727712.0,328727712.0,7.97053,20.02978,,0.0154,1.25,,2.0,4.0,0.08296,0.08296,,0.0,0.0,16.1256,0.124399185,0.0077143908,14.87495,1.3750496,0.09244062,1729468800.0,1729517400000,2025-08-26 19:24:25.464174-04:00
WPGTX,WPG Partners Small Cap Value Div Fund,Fund,Nasdaq,1.07,22.2,15.5,-4.1487813,30938690.0,30938690.0,11.21441,-0.93168,0.0078,0.011,0.74,24.0,3.0,4.0,0.15866,0.15866,0.78,,,19.2542,0.90579987,0.047044273,19.10295,1.0570507,0.055334426,70761600.0,315671400000,2025-08-26 19:24:25.749310-04:00
LSVAX,Loomis Sayles Small Cap Value Admin,Fund,Nasdaq,1.08,23.29,15.56,-5.8713017,340130208.0,340130208.0,12.63158,1.4218,0.0,0.0139999995,0.25,40.0,3.0,4.0,0.0139,0.0139,0.0,,,19.0906,1.0294018,0.053921923,19.2155,0.90450096,0.047071423,883699200.0,883578600000,2025-08-26 19:24:26.026500-04:00
GSXIX,abrdn US Small Cap Equity Inst Svc,Fund,Nasdaq,1.16,43.92,33.72,16.070473,332171520.0,332171520.0,9.64588,3.28603,0.0,0.0106,0.47,0.0,2.0,4.0,4.079,4.079,0.0,,,41.876,1.723999,0.041169144,40.6539,2.9460983,0.07246779,983404800.0,909757800000,2025-08-26 19:24:26.325297-04:00
JAKUX,JHancock Disciplined Value Glb L/S I,Fund,Nasdaq,0.26,16.74,13.66,21.449482,328727712.0,328727712.0,7.93963,19.98541,0.0126,0.0166,1.25,1.0,2.0,4.0,0.23121,0.23121,1.26,0.0,0.0,16.454,0.12599945,0.007657679,15.306666,1.2733335,0.08318817,1729468800.0,1734705000000,2025-08-26 19:24:26.609279-04:00
