Ticker,Name,Chart,Twitter,Type,Exchange,52w Low,52w High,52w % Chg,Mkt Cap,Float,50d Avg,50d Avg Chg,50d Avg % Chg,200d Avg,200d Avg Chg,200d Avg % Chg,First Trade,Timestamp
INJ-USD,Injective,https://coinmarketcap.com/currencies/injective,"""https://twitter.com/Injective_""",Cryptocurrency,CCC,6.414042,35.167866,-30.573994,1280263808,99970936,13.656783,-0.8504238,-0.062271167,11.868094,0.93826485,0.07905775,1603238400000,2025-08-25 19:13:58.025044-04:00
WBNB-USD,Wrapped BNB,https://coinmarketcap.com/currencies/wbnb,"""https://twitter.com/Binance_DEX""",Cryptocurrency,CCC,476.08344,899.9369,56.979347,1333450752,1582884,774.8028,67.61542,0.087267905,663.2668,179.15143,0.27010462,1601337600000,2025-08-25 19:13:58.312917-04:00
QNT-USD,Quant,https://coinmarketcap.com/currencies/quant,"""https://twitter.com/quant_network""",Cryptocurrency,CCC,54.48552,171.148,59.391068,1222804096,12072738,113.57722,-12.290817,-0.10821552,95.2986,5.9878006,0.06283199,1533859200000,2025-08-25 19:13:58.571905-04:00
EZETH-USD,Renzo Restaked ETH,https://coinmarketcap.com/currencies/renzo-restaked-eth,"""https://twitter.com/RenzoProtocol""",Cryptocurrency,CCC,1472.7762,5209.247,84.59875,1351811584,292019,3961.3584,667.8179,0.16858305,2740.0261,1889.1501,0.6894643,1708646400000,2025-08-25 19:13:58.819594-04:00
METH29035-USD,Mantle Staked Ether,https://coinmarketcap.com/currencies/mantle-staked-ether,"""https://twitter.com/0xMantle""",Cryptocurrency,CCC,1510.868,5290.5283,83.324005,1310348288,279382,4023.1,667.06396,0.16580844,2786.5208,1903.6433,0.6831614,1705276800000,2025-08-25 19:13:59.063730-04:00
TIA-USD,Celestia,https://coinmarketcap.com/currencies/celestia,"""https://twitter.com/CelestiaOrg""",Cryptocurrency,CCC,0.00367,3.8067,32002.633,1217118336,757772416,1.8277384,-0.22155917,-0.121220395,1.9650785,-0.35889924,-0.18263863,1646006400000,2025-08-25 19:13:59.410785-04:00
OP-USD,Optimism,https://coinmarketcap.com/currencies/optimism-ethereum,"""https://twitter.com/optimism""",Cryptocurrency,CCC,0.461239,2.771803,-47.858215,1205449216,1752186880,0.71213394,-0.024165511,-0.03393394,0.7647428,-0.07677436,-0.100392394,1647216000000,2025-08-25 19:13:59.708618-04:00
USDF35721-USD,Falcon USD,https://coinmarketcap.com/currencies/falcon-finance,"""https://twitter.com/FalconStable""",Cryptocurrency,CCC,0.909369,1.024301,-0.013303757,1250335616,1250243584,0.99960655,0.0004671216,0.00046730545,0.99970514,0.00036853552,0.00036864422,1743206400000,2025-08-25 19:13:59.957534-04:00
PYUSD-USD,PayPal USD,https://coinmarketcap.com/currencies/paypal-usd,"""https://twitter.com/PayPal""",Cryptocurrency,CCC,0.994038,1.003029,-0.050902367,1163875840,1164471680,0.9995933,-0.000104904175,-0.000104946856,0.9996753,-0.00018686056,-0.00018692126,1692489600000,2025-08-25 19:14:00.272613-04:00
SPX28081-USD,SPX6900,https://coinmarketcap.com/currencies/spx6900,"""https://twitter.com/spx6900""",Cryptocurrency,CCC,0.007585,2.276243,12938.786,1104893824,930993088,1.6610072,-0.47421658,-0.28549942,0.9774288,0.20936179,0.21419646,1695254400000,2025-08-25 19:14:00.554631-04:00
SOLVBTC-USD,SolvBTC,https://coinmarketcap.com/currencies/solv-btc,"""https://twitter.com/SolvProtocol""",Cryptocurrency,CCC,59085.625,135655.48,82.287025,1154283008,10458,116364.83,-5994.5703,-0.05151531,100648.234,9722.023,0.09659408,1728000000000,2025-08-25 19:14:00.825392-04:00
