EPS Gr %,EPS Qtr Gr %,Rev Gr %
-0.504,-0.495,-0.093
,,0.226
0.705,0.624,-0.071
2.161,2.215,-0.023
,,0.275
,,
,,1.415
,,-0.667
,,-0.036
0.879,0.887,0.115
-0.463,-0.482,0.083
0.342,0.314,0.037
,,0.221
,,-0.005
0.643,0.666,0.47
-0.14,-0.195,-0.008
,,0.184
-0.237,-0.244,
,,0.417
,,0.138
-0.265,-0.281,0.052
0.462,0.414,0.1
-0.185,-0.136,0.116
0.588,0.556,0.044
-0.045,0.086,-0.069
0.015,0.022,-0.048
0.228,0.245,-0.056
0.181,0.141,-0.006
0.442,0.423,0.172
0.265,0.268,0.083
,,0.078
,,0.304
,,0.01
0.33,0.321,0.014
0.223,0.233,0.134
,,0.256
,,-0.16
,,
,,-0.109
,,0.105
-0.128,-0.145,0.055
,,
-0.096,-0.082,0.474
,,0.173
0.267,0.265,0.07
-0.344,-0.379,-0.014
-0.743,-0.741,-0.398
-0.172,-0.181,-0.026
0.0,0.018,0.254
,,-0.019
,,0.275
-0.362,-0.312,0.166
,,
,,0.446
,1.5,0.156
60.503,63.047,0.091
-0.233,-0.235,-0.045
0.139,0.143,0.068
,,-0.162
,,
-0.571,-0.574,-0.24
,,0.796
2.677,2.286,0.025
,,0.018
1.059,1.033,0.098
,,0.484
0.209,0.219,0.033
0.154,0.165,0.15
,,-0.081
,,-0.014
-1.0,-1.0,-0.299
,,-0.517
-0.626,-0.582,0.009
,,-0.361
,,
-0.123,-0.445,0.175
,,
0.064,0.048,0.072
-0.106,-0.13,-0.082
0.337,0.343,0.143
,,0.049
,,0.165
-0.529,-0.531,-0.008
2.4,2.432,0.16
,,-0.042
,,-0.042
0.105,0.104,0.1
0.064,0.048,0.072
,,
,,0.106
,,-0.162
,,
-0.78,-0.654,
0.088,0.068,0.257
0.145,0.131,0.123
1.743,1.695,-0.055
,,-0.047
1.743,1.695,-0.055
0.161,0.185,0.173
,,0.48
,,0.039
,,24.239
-0.607,-0.696,-0.125
,,-0.181
,,-0.123
16.586,17.272,0.1
0.091,0.22,0.218
,,0.119
0.829,0.774,0.086
-0.242,-0.247,0.011
,,0.206
-0.713,-0.699,-0.28
,,0.438
,,
,,
,,-0.096
,,0.333
0.042,0.049,0.027
,,-0.019
0.106,0.733,0.678
0.277,0.192,-0.036
0.277,0.192,-0.036
0.23,0.309,-0.511
,,0.052
0.217,0.164,0.131
,,0.015
,,0.123
,,0.12
0.217,0.164,0.131
0.188,0.2,0.171
,,0.153
,,-0.184
,,0.053
,,0.033
8.0,4.369,0.023
,,0.982
-0.306,-0.312,-0.015
-0.613,-0.601,0.007
,,-0.062
-0.613,-0.601,0.007
,,-0.013
,,-0.119
0.105,0.104,0.1
-0.844,-0.848,-0.052
,,
0.24,0.254,0.143
-0.824,-0.716,-0.202
0.36,0.339,0.07
,,-0.065
0.118,0.038,0.095
-0.613,-0.601,0.007
,,0.047
-0.786,-0.784,-0.088
,,0.133
1.2,1.467,0.677
,,
-0.612,-0.616,0.092
-0.208,-0.201,0.113
,,0.531
0.823,0.841,0.201
,,0.183
,,
0.105,0.104,0.1
0.077,0.009,-0.017
-0.941,-0.915,0.028
,,0.068
,,0.124
,,-0.068
0.241,0.159,0.037
0.647,0.5,0.064
,,0.096
0.436,0.473,0.009
26.638,29.479,0.684
-0.763,-0.757,-0.064
,,0.088
,,-0.314
2.66,2.671,0.228
,,-0.146
3.026,3.043,-0.203
-0.32,-0.318,0.014
,,-0.057
0.269,0.244,0.049
,,-0.068
,,-0.035
0.105,0.104,0.1
,,-0.0
,,0.088
0.219,0.231,0.133
0.054,0.052,0.356
,,0.085
0.105,0.081,0.029
,,
,,0.363
-0.558,-0.538,0.096
1.355,1.305,-0.023
,,0.034
0.333,0.263,0.062
,,0.007
,,0.077
0.065,0.013,-0.022
-0.625,-0.652,-0.106
0.302,0.139,0.052
0.5,0.926,1.021
1.368,1.378,0.735
,,-0.183
-0.359,-0.326,-0.021
,,1.641
,,0.48
0.406,0.379,0.19
0.27,0.294,0.041
,,0.085
0.21,0.191,0.068
0.0,-0.091,-0.096
,,0.004
,,2.435
-0.563,-0.584,-0.037
-0.089,-0.056,0.062
-0.194,-0.222,-0.038
,,0.133
6.889,6.737,0.061
,,-0.03
0.222,0.248,0.071
,,0.099
,,-0.429
,,-0.062
,,
-0.608,-0.633,0.091
,0.155,0.069
0.293,0.265,-0.036
-0.611,-0.627,-0.062
0.244,0.304,0.251
,,0.03
0.532,0.706,0.119
0.998,0.805,-0.045
0.429,0.414,0.119
,,0.291
,,0.006
,,0.22
,,-0.02
,,0.003
,,
-0.059,-0.076,-0.07
0.105,0.104,0.1
-0.166,-0.192,0.131
,,0.246
,,-0.316
-0.348,-0.311,0.077
0.167,0.147,0.098
,,0.091
-0.005,-0.027,-0.045
0.163,0.113,0.251
,,0.201
,,-0.172
,,0.053
,,0.492
,,0.214
,,0.171
0.0,0.012,0.039
-0.083,-0.113,0.023
0.031,0.01,0.028
-0.643,-0.646,0.045
,,-0.078
-0.939,-0.939,-0.154
,,-0.074
0.111,0.192,0.125
,,0.107
0.026,0.026,0.01
0.026,0.026,0.01
-0.111,-0.099,0.053
1.538,1.562,0.19
,,0.494
5.968,6.094,0.44
,,0.015
0.121,0.136,0.081
1.0,0.948,0.079
,,-0.038
,,0.079
,,
,,-0.036
,,-0.065
,,-0.017
,,
,,0.048
,,
0.318,0.27,0.194
,,-0.239
-0.686,-0.724,0.216
0.226,0.263,-0.026
0.105,0.104,0.1
-0.5,-0.481,0.049
,,0.121
0.091,0.007,0.091
-0.727,-0.588,0.05
-0.328,-0.345,-0.101
-0.17,-0.162,-0.034
,,0.299
0.055,0.06,0.038
0.351,0.352,0.065
,,0.089
,,-0.141
,,
,,0.457
-0.121,-0.116,0.287
,,0.224
-0.656,-0.673,-0.041
,,-0.004
,,
,,0.526
-0.015,-0.073,0.064
0.263,0.268,0.372
-0.034,-0.082,0.169
,,0.075
-0.273,-0.221,0.215
3.8,3.655,-0.01
-0.813,-0.819,-0.149
-0.765,-0.727,
0.569,0.577,0.157
,,0.456
0.266,0.281,0.244
,,-0.071
13.286,9.221,0.003
,,0.116
,-0.15,0.148
-0.091,-0.091,-0.088
,,-0.017
0.8,0.665,-0.012
-0.438,-0.437,-0.291
,,0.299
1.167,1.12,0.348
,,
,,
0.02,0.011,0.358
0.238,0.229,0.064
-0.281,-0.285,0.031
0.132,0.122,0.029
-0.429,-0.45,-0.052
0.195,0.196,0.052
,,0.07
,,0.521
,,0.075
,,0.129
,,0.076
0.342,0.314,0.037
-0.199,-0.161,0.066
,,0.117
,,-0.281
,,
,6.118,-0.181
,,0.249
,,
,6.118,-0.181
-0.479,-0.477,0.045
0.105,0.104,0.1
1.309,1.309,-0.003
,,
0.822,1.269,-0.047
-0.136,-0.131,0.059
,,-0.035
0.423,0.428,0.263
,,0.179
0.042,0.047,-0.086
1.143,0.995,-0.018
2.694,2.732,0.088
,,-0.425
,,0.011
30.667,28.796,0.224
0.423,0.428,0.263
,,0.146
,,1.115
-0.398,-0.419,-0.049
-0.155,-0.049,0.195
,,-0.052
0.095,0.042,-0.008
,,-0.028
,,-0.028
2.927,2.908,0.008
-0.02,-0.052,0.032
,,15.967
-0.349,-0.381,-0.093
-0.997,-0.997,-0.019
0.571,0.591,0.236
1.024,0.919,0.012
,-0.704,0.194
0.014,0.016,0.015
2.121,2.36,0.23
,-0.704,0.194
,,-0.132
-0.171,-0.177,0.08
,,-0.558
,,
0.545,0.459,-0.206
-0.318,-0.258,0.058
,,
,,0.117
,,
-0.543,-0.542,-0.027
2.656,2.19,-0.061
0.525,0.528,0.142
2.0,1.71,0.203
0.447,0.443,0.083
,,
,,0.211
,,
,,-0.226
-0.082,-0.114,-0.053
,,-0.004
,,-0.06
,,0.288
-0.343,-0.339,0.094
0.0,-0.164,-0.569
,,-0.702
0.809,0.82,0.021
,,0.272
-0.129,-0.181,-0.101
-0.038,-0.043,0.217
,,
0.014,0.014,0.03
,,-0.141
0.213,0.528,0.38
,,0.205
,,-0.044
-0.255,-0.276,-0.037
12.764,14.265,1.215
,,
-0.191,-0.286,0.098
,,-0.062
,,0.088
,,-0.464
-0.093,-0.1,-0.015
1.075,1.134,0.157
,,
,,0.033
,,1.379
0.192,0.192,0.18
-0.151,-0.152,0.028
,,0.334
,,0.042
0.857,0.943,0.168
,,0.02
,,30.434
-0.818,0.928,-0.005
,,0.075
1.697,1.639,0.143
0.5,0.51,0.05
0.337,0.337,-0.108
,,-0.708
-0.403,-0.38,-0.212
,,0.034
,,1.218
1.111,1.139,0.151
,,0.078
-0.597,-0.503,-0.156
-0.316,-0.333,-0.029
,,0.396
-0.243,-0.222,0.042
,,0.356
,,0.136
,,
-0.364,-0.316,-0.024
-0.204,-0.215,-0.056
0.719,0.721,0.248
-0.895,-0.728,1.073
,,
,,
,,0.044
,,0.157
,,0.642
-0.175,-0.189,0.015
,,1.316
-0.221,-0.188,0.303
,,-0.175
-0.279,-0.304,-0.007
0.294,0.302,0.102
,,0.053
-0.067,-0.072,0.017
-0.452,-0.462,-0.198
,,0.099
,,
-0.425,-0.414,0.245
,,0.736
-0.465,-0.464,-0.214
0.245,0.249,0.126
-0.453,-0.443,0.007
0.755,0.773,0.027
,,0.082
,,0.302
,,-0.034
,,-0.07
,,
0.042,0.115,0.227
-0.471,-0.42,-0.043
,,
1.938,2.141,0.031
0.525,0.374,-0.041
0.28,0.302,0.164
,,
64.05,64.362,-0.006
-0.034,-0.051,0.015
-0.216,-0.25,-0.082
-0.525,-0.508,0.347
-0.574,-0.544,0.075
-0.123,-0.182,-0.044
-0.937,-0.937,-0.035
,,-0.015
-0.417,-0.431,-0.045
,,-0.552
0.058,0.054,-0.142
,,0.164
-0.516,-0.516,0.023
-0.15,-0.15,0.226
0.875,0.858,0.119
-0.886,-0.876,0.143
,,-0.002
-0.273,-0.156,-0.015
-0.094,-0.133,-0.577
,,9.845
,,
,,-0.164
0.236,0.236,0.032
,,0.324
,,-0.053
0.08,0.089,0.135
1.788,1.759,0.043
2.748,2.596,0.054
,,0.222
,,-0.028
,,-0.063
,,0.29
,,0.101
,,0.341
,,-0.319
0.2,0.178,-0.1
,,
-0.616,-0.617,0.11
-0.81,-0.803,-0.257
0.577,0.625,0.027
,,0.056
0.1,-0.262,-0.182
3.066,0.462,0.104
0.998,0.805,-0.045
,,
,,-0.292
,,-0.015
,,0.183
2.803,2.262,-0.102
-0.781,-0.782,0.122
,,
0.037,0.038,0.008
,,
-0.441,-0.442,-0.104
103.005,68.057,-0.015
,,-0.063
0.222,0.212,-0.01
0.438,0.275,0.03
,,-0.056
,,0.184
0.875,0.609,0.078
-0.594,-0.611,-0.489
0.234,0.139,0.021
,,
,,-0.06
,,-0.094
,,0.209
,,1.333
0.241,0.651,0.181
0.76,0.644,0.293
,,-0.156
,,-0.162
1.371,0.683,0.416
1.458,1.484,0.321
-0.006,-0.003,-0.017
0.719,0.721,0.248
1.519,1.406,-0.062
,,-0.016
-0.029,0.014,0.056
,,
,,0.127
-0.234,-0.245,-0.007
,,56.378
0.904,0.854,0.09
,,0.004
-0.749,-0.756,-0.028
,,-0.577
,,-0.209
-0.072,-0.143,0.033
-0.152,-0.213,0.024
0.222,0.239,0.025
,,-0.064
1.347,6.964,0.247
0.554,0.924,0.089
0.489,0.607,0.229
-0.34,-0.389,0.294
-0.174,-0.174,-0.034
-0.117,-0.116,-0.105
-0.915,-0.914,-0.188
-0.157,-0.18,-0.132
-0.138,-0.124,0.269
,-0.526,0.079
-0.381,-0.344,-0.424
-0.359,-0.326,-0.021
,,0.489
-0.5,-0.503,-0.019
,,-0.063
0.4,0.414,-0.039
0.226,0.228,0.064
0.099,0.112,0.155
,,0.488
0.292,0.26,0.04
0.176,0.162,0.041
0.038,0.056,0.022
,,0.053
,,-0.914
,,0.005
,,-0.023
,,-0.048
,,0.022
,,-0.236
,,
-0.072,-0.143,0.033
,,0.057
-0.298,-0.113,0.158
-0.438,-0.197,0.175
-0.464,-0.567,-0.001
-0.031,-0.028,0.089
0.072,0.051,0.065
,,1.117
-0.99,-0.99,-0.08
,,0.049
,,0.794
42.539,33.243,-0.208
,,0.289
,,0.088
,,0.575
1.667,1.568,0.078
,,0.112
,,
,,0.985
,,
,,-0.195
0.509,0.484,0.1
11.167,11.0,0.002
-0.494,-0.493,0.076
-0.616,-0.416,0.026
,,
,,0.472
,-0.935,-0.211
0.166,0.264,0.073
,,
-0.825,-0.924,0.019
,,0.049
,,-0.399
12.298,11.773,-0.307
,,0.168
,-0.894,-0.06
,,-0.028
0.658,0.522,0.34
,,0.163
,0.481,0.456
-0.299,-0.302,-0.115
-0.267,0.61,0.721
,,
0.004,-0.025,0.075
,,0.197
,,
,,0.398
-0.558,-0.478,-0.133
0.372,0.372,0.023
,,
,,0.017
-0.318,-0.258,0.058
,,
-0.27,-0.27,-0.034
1.192,1.221,0.438
,,-0.019
-0.738,-0.74,1.168
5.197,5.454,0.058
,,0.035
,,-0.195
,,0.153
0.417,0.337,-0.043
0.396,0.281,0.038
0.189,0.191,0.069
0.016,-0.022,0.03
-0.324,-0.324,-0.071
0.357,0.418,0.289
,,
,,0.253
-0.197,-0.117,0.109
,,
,,3.103
-0.478,-0.47,0.029
-0.263,-0.233,-0.018
0.07,0.343,0.287
-0.062,-0.058,0.025
,,0.038
,,
1.103,1.258,-0.015
0.731,0.739,0.173
,,0.134
-0.771,-0.774,-0.117
0.337,0.346,0.026
,,0.076
-0.585,-0.374,-0.187
0.8,1.231,0.347
,,0.073
,,0.009
,,-0.139
,,-0.195
,,-0.12
,,1.532
-0.932,-0.929,-0.0
,,0.031
,1.077,0.061
,,1.048
-0.031,-0.077,-0.116
-0.367,-0.406,-0.032
0.889,0.895,0.056
,,0.194
-0.218,-0.233,-0.108
0.067,0.041,-0.02
,,0.114
,,0.224
,,1.86
,,
,,
0.115,0.128,0.046
,,
,,
,1.077,0.061
-0.786,-0.763,0.191
9.471,14.14,
0.075,0.084,0.087
,,-0.006
,,0.123
,,-0.042
,,0.072
-0.561,-0.561,0.015
1.227,2.092,0.094
,,0.005
1.264,1.537,0.103
,,
-0.974,-0.975,-0.002
,,-0.066
-0.162,-0.16,-0.043
-0.28,-0.269,-0.065
1.859,2.564,0.369
,,
,,5.549
-0.498,-0.454,0.131
-0.194,-0.194,-0.179
,1.077,0.061
,-0.704,0.194
-0.438,-0.408,-0.304
,,0.322
,,0.035
,,0.005
,,4.919
,,0.028
,,0.208
,,-0.313
0.057,0.074,0.064
-0.286,-0.278,0.095
0.09,0.084,0.135
,,
0.064,0.058,-0.007
-0.016,-0.063,0.135
,,
-0.428,-0.428,-0.01
,,48.294
0.27,0.277,0.166
,,4.158
,,0.139
,,0.054
-0.213,0.141,0.309
,,-0.005
,,0.129
-0.399,-0.22,0.155
-0.796,-0.807,0.154
,,-0.827
,,-0.044
-0.344,-0.209,-0.097
-0.188,-0.185,-0.018
7.995,0.875,-0.454
-0.343,-0.351,0.014
,,
,,0.353
-0.3,-0.219,0.069
,,0.124
-0.682,-0.687,0.156
,,-0.157
,,0.227
,,0.205
-0.317,-0.174,0.127
,,2.042
0.111,0.098,0.113
,,-0.021
-0.181,-0.173,-0.003
,,
,-0.915,-0.005
0.824,1.257,0.235
,,
,,0.27
,,
,,-0.499
,,-0.054
,,
,,-0.076
,,0.087
,,-0.102
0.404,0.476,0.105
,,0.381
0.152,0.174,0.117
0.364,0.369,0.132
0.013,0.004,-0.155
-0.869,-0.869,-0.038
,,
-0.043,0.334,0.7
-0.091,-0.089,-0.066
,,0.173
,,0.837
-0.954,-0.954,-0.216
-0.529,-0.498,0.086
0.479,0.479,0.268
,,0.045
,,0.107
0.019,0.022,0.004
-0.351,-0.393,-0.014
,,-0.045
9.274,9.489,-0.017
0.373,0.345,0.084
1.25,1.071,0.238
,,-0.179
,,
,,1.634
-0.121,-0.148,-0.018
,,
0.528,0.259,0.36
-0.098,-0.119,-0.272
,,2.368
,,0.524
0.228,0.301,-0.876
-0.963,-0.913,0.311
-0.429,-0.418,0.087
,,0.587
0.858,0.825,0.244
,,0.656
0.273,0.274,-0.05
,,0.027
,,-0.094
,,
,,0.177
,,0.104
-0.0,-0.003,0.098
-0.992,-0.984,0.037
,,0.927
,,0.104
,,0.577
,,0.0
,,
,,0.046
,,0.108
0.195,0.187,0.087
,,
-0.35,-0.382,-0.025
0.25,0.26,0.063
,,54.596
,,
,,-0.023
0.355,0.357,0.223
,,0.284
,,1.715
0.015,-0.046,-0.117
,,0.028
-0.403,-0.38,-0.212
,,0.042
,,-0.108
,,0.924
0.48,0.361,-0.063
-0.469,-0.461,0.018
,,0.099
0.043,0.043,-0.086
0.5,0.123,0.106
0.184,0.178,0.138
,,
,,
0.182,0.203,0.078
-0.86,-0.865,0.023
,,0.023
-0.111,-0.116,0.002
,,0.012
-0.595,-0.557,0.278
-0.883,-0.883,0.569
-0.32,-0.32,-0.161
,,0.078
,,-0.388
,,-0.171
-0.333,-0.345,0.145
,,0.251
,,0.14
0.281,0.269,0.069
,,
,,0.714
,,0.094
,,0.125
,,-0.317
,,-0.125
,,0.225
0.216,0.475,-0.033
,,0.145
,,0.258
,,0.698
3.686,3.781,2.728
0.115,0.103,0.057
-0.795,-0.795,0.027
,,-0.034
0.121,0.143,0.19
-0.963,-0.913,0.311
,,-0.189
,,0.03
,,-0.039
-0.387,-0.387,-0.179
1.426,1.512,0.293
,,-0.071
0.506,0.497,0.082
0.111,0.245,0.301
0.058,0.054,-0.142
-0.034,-0.029,0.01
0.09,0.094,-0.031
,,-0.527
,,
,,0.797
-0.203,-0.195,0.007
0.08,-0.024,0.148
,,-0.014
,,3.504
,,-0.078
,,
,,0.092
,,0.431
0.059,0.079,0.022
,,-0.556
,,0.203
0.036,0.108,0.203
2.722,3.635,0.312
-0.074,-0.07,0.072
,,
,,-0.129
0.104,0.134,0.092
,,0.172
0.036,0.008,-0.054
-0.374,-0.476,-0.035
-0.47,-0.429,-0.168
1.294,1.296,0.337
,,0.309
0.461,0.479,0.267
,,
,,
,,
-0.022,0.15,0.342
,,
0.211,0.235,0.281
-0.292,-0.339,0.035
,,
,,
,,-0.262
2.112,2.095,0.084
,,0.133
,,
,,
0.033,0.352,0.015
,,0.449
-0.271,-0.26,0.146
-0.784,-0.774,-0.854
,,-0.437
,,0.102
0.296,0.293,0.04
9.844,9.558,0.111
1.071,1.026,-0.164
,,-0.25
,,0.114
,,-0.201
0.155,0.155,0.098
,,0.797
0.07,0.064,0.051
1.0,0.905,0.175
0.114,0.133,-0.054
,,
1.982,2.03,0.821
-0.123,-0.137,0.008
,,0.486
,,1.739
,,0.786
,,
0.273,0.264,0.139
,,-0.027
,,0.018
,,-0.142
,,-0.84
-0.9,-0.9,0.018
,,0.368
2.509,2.124,-0.935
,,4.394
0.009,0.009,0.046
,,0.117
,,-0.089
-0.353,-0.384,-0.001
,,
,,0.58
,,-0.045
0.193,0.204,0.114
,,0.241
,,-0.896
7.2,7.121,0.213
,,0.158
,,0.568
0.347,0.294,0.045
2.286,1.898,-0.117
0.132,0.303,0.059
-0.268,-0.328,0.242
,,
,,0.23
0.173,0.117,0.057
,,
,,0.025
,,0.031
,,1.76
,,-0.111
,,
,,
0.068,0.066,-0.028
-0.154,-0.152,0.416
0.121,0.059,0.044
-0.038,0.049,0.121
-0.293,-0.293,-0.099
3.849,3.884,0.026
,,1.013
,,
,,0.085
,,-0.47
,,0.238
,,
0.496,0.495,-0.04
,,
,,0.17
,,0.693
,,0.028
0.189,0.176,-0.024
,,0.311
,,0.017
1.076,1.111,0.136
,,2.643
,,0.075
,,
0.089,0.077,0.094
,,
0.189,0.176,-0.024
-0.336,-0.337,-0.049
,,
,,0.367
-0.716,-0.716,-0.648
7.518,7.659,-0.183
0.015,0.025,0.023
,,0.129
,,0.183
-0.529,-0.544,0.04
-0.015,-0.007,0.038
,,-0.084
-0.255,-0.214,-0.053
5.302,5.226,-0.15
0.657,0.759,0.469
0.625,0.542,0.263
0.427,0.337,0.119
7.995,0.875,-0.454
,,0.082
1.312,1.309,0.234
1.539,1.545,0.022
3.907,3.917,0.219
,,3.139
0.129,0.285,0.221
,,0.185
,,-0.06
,,0.03
,,
-0.947,-0.903,-0.106
0.049,0.046,0.033
,,-0.584
0.156,0.107,-0.015
0.85,0.876,-0.002
,,-0.244
1.194,1.179,0.278
-0.192,-0.165,-0.215
,,0.106
0.061,0.066,0.077
,,
-0.95,-0.95,
,,
,,0.072
0.027,0.102,0.138
-0.796,-0.808,-0.046
,,0.032
,,-0.012
0.0,-0.009,0.052
,,0.173
,,-0.117
,,0.727
,,-0.1
,,-0.011
0.06,0.063,0.085
,,-0.053
-0.563,-0.562,-0.002
-0.867,-0.865,-0.056
0.374,0.386,0.147
,,0.124
-0.986,-0.986,0.001
,,0.837
,,0.168
,,5.222
,,0.023
-0.628,-0.875,0.061
,,0.873
,,-0.045
,,-0.747
,,-0.29
,,-0.022
0.029,0.046,0.08
,,-0.134
0.197,0.198,0.07
,,0.217
,,0.097
0.186,0.165,0.087
1.136,1.159,-0.059
,,1.941
,,0.217
-0.233,-0.102,0.05
,,0.15
,,0.041
,,
0.217,0.164,0.131
-0.635,-0.612,-0.031
,,0.411
0.469,0.46,0.195
0.333,0.346,0.25
-0.145,-0.196,0.034
-0.032,-0.035,0.004
,,-0.061
-0.298,-0.318,-0.013
,,
,,-0.632
,,0.145
-0.077,-0.092,0.18
,,-0.089
0.47,0.438,0.771
-0.094,-0.133,-0.577
,,-0.33
0.63,0.635,0.322
,,-0.555
,,0.003
0.986,0.95,0.007
-0.635,-0.612,-0.031
-0.878,-0.878,-0.011
,,0.007
0.025,0.174,0.312
,,0.152
0.548,0.515,0.256
,,-0.181
-0.69,-0.595,0.226
-0.366,-0.379,0.003
,,0.034
,,-0.065
,,-0.038
-0.448,-0.475,-0.07
,,
-0.08,-0.089,-0.036
0.384,1.513,0.92
,,
0.303,0.312,0.114
,,
,,-0.098
-0.722,-0.718,-0.374
-0.353,-0.302,-0.023
0.494,0.342,0.07
0.084,1.085,0.293
,,1.51
,,
,9.945,0.091
7.5,6.435,-0.022
,,-0.065
,,0.115
,,-0.234
,,
-0.094,-0.133,-0.577
-0.053,0.019,0.143
0.996,0.969,0.012
0.042,0.049,0.027
,6.118,-0.181
,,12.089
,,0.132
,,0.071
-0.92,-0.912,-0.078
,,0.155
-0.094,-0.133,-0.577
,,54.145
18.025,18.362,2.719
-0.73,-0.729,-0.148
2.677,3.061,0.002
,,
,,0.398
,,0.914
-0.802,-0.805,-0.619
,,-0.09
,,0.135
,,
-0.673,-0.699,0.015
0.164,0.167,0.075
3.0,2.63,0.036
1.02,1.338,0.837
,,-0.035
-0.53,-0.571,0.07
,,
-0.533,-0.55,-0.237
,,
,,490.027
,,1.606
,1.876,0.067
17.002,21.836,0.934
,,-0.189
,,
-0.878,-0.878,-0.031
-0.11,-0.1,0.008
-0.281,-0.278,0.225
,,
,,0.303
,,
,0.728,1.053
,,-0.605
2.5,1.972,0.027
3.581,4.702,-0.086
,,
,,-0.003
0.449,0.271,0.656
,,0.074
,,-0.076
,,-0.28
-0.094,-0.092,-0.19
,,0.287
-0.167,-0.171,0.077
-0.383,-0.383,0.338
,,
-0.333,-0.308,0.146
-0.061,-0.056,-0.048
,,0.115
,,
0.446,0.463,0.185
,,0.07
,,-0.135
,,0.138
,,1.139
-0.619,-0.609,-0.157
-0.192,-0.193,0.053
,,-0.016
,,
,,-0.299
-0.07,-0.105,0.003
,,
-0.521,-0.369,-0.146
,,2.875
5.341,4.273,0.182
,,
,,0.156
,,0.348
2.677,3.061,0.002
-0.214,-0.262,-0.062
,,0.182
,,0.38
,,-0.109
,,
-0.845,-0.845,0.001
-0.516,-0.493,-0.009
,,-0.11
,,665.407
1.067,1.511,-0.061
-0.392,-0.133,0.11
,,0.073
,,0.462
,,0.023
1.142,1.31,0.475
-0.46,-0.46,-0.075
,,0.038
,,
,,
-0.543,-0.561,-0.022
,,
,,0.372
,,1.029
,,0.115
0.159,0.539,0.291
-0.803,-0.792,-0.042
-0.352,-0.388,-0.104
,,
,,-0.224
0.374,0.479,0.011
0.468,0.429,-0.177
,,
33.272,34.406,-0.108
,,
,,-0.121
,11.119,0.065
,,
-0.263,-0.264,-0.122
-0.692,-0.685,0.08
-0.037,-0.074,0.108
,,0.153
-0.548,-0.547,-0.031
,,-0.098
,,
1.024,0.975,-0.022
,,-0.291
,,
,,-0.103
,-0.915,-0.005
0.243,0.221,-0.149
-0.083,0.017,0.096
-0.806,-0.81,0.023
1.381,1.387,0.536
-0.1,-0.093,0.028
,,-0.133
,,-0.013
-0.234,-0.105,1.873
,,0.305
-0.129,-0.129,-0.119
-0.158,-0.149,0.009
,,-0.337
-0.1,-0.093,0.028
,,-0.012
,,-0.134
,,
1.452,1.655,0.521
,,0.0
1.516,2.262,0.595
,,
-0.87,-0.87,-0.006
7.604,6.55,0.37
-0.375,-0.305,-0.075
-0.304,-0.286,0.074
0.299,0.299,0.059
0.733,0.74,0.73
-0.905,-0.879,0.107
,,0.008
0.322,0.601,0.402
,,
,,0.128
,,0.0
-0.243,-0.243,-0.103
,,
,,
,,1.131
-0.963,-0.913,0.311
,,0.062
0.079,0.225,0.124
,,-0.019
0.235,0.273,-0.018
,,-0.707
,,0.415
0.556,0.549,0.111
,,-0.107
,,
,,2.14
,,4.817
,,-0.001
,,-0.524
0.518,0.551,0.252
,,
,,-0.235
-0.947,-0.903,-0.106
,,-0.108
,,-0.786
,,0.824
,,-0.097
,,
0.25,0.245,0.032
0.361,0.38,0.135
-0.196,-0.194,-0.096
42.004,73.205,1.329
,,-0.367
,,-0.151
0.194,0.181,0.072
,,
,,
,,0.111
,,0.048
0.489,0.489,-0.107
,,-0.262
,,0.03
,,0.441
-0.484,-0.491,0.128
0.132,0.104,0.048
,,-0.678
,,0.529
,,-0.116
-0.475,-0.316,-0.095
,,0.651
-0.681,-0.678,0.034
-0.866,-0.866,-0.038
,,0.019
,,-0.026
0.344,0.345,0.119
,,
0.2,0.345,0.036
,,
13.043,4.222,0.334
0.216,0.213,-0.096
,,-0.022
-0.075,-0.04,-0.257
-0.407,-0.406,-0.078
,,
,,-0.059
3.333,3.13,0.042
,,
,,
,,0.083
,,
,,
0.2,0.202,0.101
1.696,1.872,-0.379
2.652,4.166,1.226
-0.867,-0.867,-0.007
,,-0.299
,,0.01
-0.766,-0.776,-0.068
,,-0.447
0.127,0.13,0.033
,,
,,-0.88
0.875,0.822,0.125
-0.59,-0.588,-0.424
,,-0.688
0.058,0.052,0.028
-0.879,-0.879,-0.013
0.158,0.178,-0.003
-0.723,-0.717,0.093
0.077,0.077,0.051
-0.899,-0.899,0.009
,,0.133
,,-0.131
0.731,0.744,0.408
1.514,1.473,0.297
,,0.102
,,15.359
,,
,,
,,0.3
0.29,0.306,0.313
-0.138,-0.13,0.003
,,-0.165
,,
,,-0.093
,,
,,0.037
,,
,,0.157
-0.363,-0.44,0.091
,,
,,
,,-0.086
0.833,0.64,0.067
0.068,0.055,0.199
10.183,10.093,0.017
5.717,3.424,0.294
,,
,,
0.2,0.315,0.18
3.066,0.462,0.104
,,-0.108
,,-0.432
,,0.184
,,-0.015
,,-0.024
3.333,3.13,0.042
,,-0.502
-0.942,-0.96,-0.022
-0.316,-0.313,-0.012
,,0.0
,,0.027
,,-0.029
0.118,0.123,0.097
,,0.04
,,
,,-0.241
-0.378,-0.378,0.119
,,
,,-0.267
,,-0.023
,0.005,0.309
,,0.13
,,
,,0.46
-0.34,-0.338,-0.091
-0.076,-0.083,-0.057
,,-0.032
,,-0.001
0.701,0.607,0.145
,,1.995
1.174,1.176,-0.201
-0.957,-0.955,-0.034
