Quick R,Curr R,Cash,Debt,Net Debt,D/E,D/EBITDA
0.958,1.097,3130771.0,6452697.0,3321926.0,98.885,-5.2408627808984205
1.632,4.51,35901000.0,2276000.0,-33625000.0,1.453,0.3433398702670086
0.841,1.405,4830000.0,29939000.0,25109000.0,84.576,-0.9812848246476565
0.157,0.168,,97146072.0,,58.566,
0.069,0.086,328610.0,814146.0,485536.0,,
7.004,8.527,35195000.0,4813000.0,-30382000.0,12.26,-0.11581125628624366
11.575,11.736,106144000.0,0.0,-106144000.0,,-0.0
4.745,5.872,44962000.0,3996000.0,-40966000.0,6.236,-0.7938021454112039
1.58,2.127,38985000.0,5206000.0,-33779000.0,6.541,-0.2261708228343036
2.225,3.799,39368944.0,0.0,-39368944.0,,0.0
2.183,2.415,28438000.0,2808000.0,-25630000.0,11.684,-0.03376055017192873
0.079,0.402,49427.0,958693.0,909266.0,,0.5791643106039737
0.706,1.546,84665000.0,83885000.0,-780000.0,89.269,-3.1599864386348226
0.399,0.631,61028000.0,786515968.0,725487968.0,201.776,2.3532036669139997
1.99,2.418,107631000.0,451656992.0,344025992.0,,-1.7217327161372573
,,265012992.0,63288000.0,-201724992.0,,
0.155,0.515,3532439.0,167826.0,-3364613.0,2.791,-0.011906678306633185
0.41,0.41,309654.0,0.0,-309654.0,,
1.21,2.759,12427000.0,100378000.0,87951000.0,22.765,2.1826998347394975
1.219,2.667,9110311.0,57352128.0,48241817.0,46.085,2.6383773187646944
1.037,1.935,59818000.0,97818000.0,38000000.0,58.652,8.972482113373692
1.8,1.961,30041000.0,21268000.0,-8773000.0,21.278,1.0904988976054966
0.012,0.018,6748.0,115354000.0,115347252.0,84.216,
,,27511484.0,267000000.0,239488516.0,,
7.776,7.985,303431008.0,41317000.0,-262114008.0,15.052,-0.24251335328989845
0.075,1.072,19750.0,29000000.0,28980250.0,19.695,
1.255,1.332,19084000.0,145008000.0,125924000.0,78.889,4.147707445439203
1.768,4.555,28474000.0,15888000.0,-12586000.0,7.058,-1.9288575937841448
1.993,2.103,33924000.0,16354000.0,-17570000.0,5543.729,-0.23052309600665322
7.498,7.734,10055295.0,56883.0,-9998412.0,0.341,-0.002679507904743807
4.744,4.744,93877000.0,2970000.0,-90907000.0,5.91,-0.15366307947019867
1.304,2.239,100838000.0,600374016.0,499536016.0,2132.464,13.003834087807837
0.029,0.108,,91300000.0,,65.1,
1.585,2.677,19999000.0,22129000.0,2130000.0,29.322,7.133784655061251
13.607,14.689,39405208.0,0.0,-39405208.0,,-0.0
15.046,15.276,130907000.0,2141000.0,-128766000.0,1.67,-0.03534986626159892
2.133,2.359,69976000.0,309809984.0,239833984.0,62.822,2.8504000736038275
,,26945000.0,178771008.0,151826008.0,,
,,,,,,
0.875,1.018,752969984.0,163220992.0,-589748992.0,20.677,0.47164222826175406
0.163,1.011,1230998.0,5032193.0,3801195.0,176.787,5.104223806355286
0.616,1.129,47000.0,492960992.0,492913992.0,,5.022629009251335
1.955,2.228,2675000.0,4333000.0,1658000.0,6.563,0.39412406767327635
1.645,2.337,26039000.0,11429000.0,-14610000.0,19.71,-0.2306233226385778
1.01,1.152,11125000.0,157896992.0,146771992.0,,-3.8610341606553367
0.272,0.978,171457.0,5257148.0,5085691.0,1390.397,9.246702536131831
15.675,16.02,7684882.0,0.0,-7684882.0,,-0.0
0.452,0.541,13924000.0,11015000.0,-2909000.0,11.172,4.322998430141287
1.22,1.344,29985000.0,196543008.0,166558008.0,,13.35392091316755
1.355,1.442,237636992.0,41029000.0,-196607992.0,34.24,-0.4894251529863654
1.302,2.873,2640484.0,5178003.0,2537519.0,377.054,22.550608186676072
0.129,0.337,60453.0,0.0,-60453.0,,
,,82976000.0,82705000.0,-271000.0,,
0.409,1.018,23206000.0,268832000.0,245626000.0,,8.518394118951804
,,,,,,
4.796,6.176,53167000.0,24988000.0,-28179000.0,16.921,-15.273838630806846
0.219,0.221,1988996.0,9597752.0,7608756.0,7.364,
,,66471000.0,106632000.0,40161000.0,,
0.252,0.283,194437.0,66180176.0,65985739.0,49.968,
4.003,4.184,27972000.0,1706000.0,-26266000.0,7.139,-0.05320940677437465
17.827,19.548,1121801.0,0.0,-1121801.0,,
0.044,0.044,,0.0,,,
2.346,3.753,185732992.0,37838000.0,-147894992.0,10.63,-1.246939498092187
0.073,0.081,960000.0,196476992.0,195516992.0,140.309,
3.899,4.187,228656992.0,126817000.0,-101839992.0,90.314,-1.7294485053458433
8.263,8.397,154490000.0,0.0,-154490000.0,,-0.0
1.693,2.54,38494500.0,0.0,-38494500.0,,0.0
1.63,1.715,7790000.0,906000.0,-6884000.0,11.516,0.5316901408450704
,,,,,,
0.432,0.579,15690000.0,44588000.0,28898000.0,,-0.9920128150933322
0.523,0.704,12846554.0,38203724.0,25357170.0,671.426,-1.2577612767389785
7.89,8.035,222830000.0,81331000.0,-141499000.0,31.118,-0.5032703445200505
0.233,1.156,44700000.0,655400000.0,610700000.0,,18.725714285714286
0.875,1.15,21827000.0,20545000.0,-1282000.0,,-1.3989513822688275
0.746,0.885,40790000.0,369891008.0,329101008.0,,-5.948809212113415
0.0,0.346,112.0,3800111.0,3799999.0,11.729,
0.159,0.165,778000.0,1380000.0,602000.0,,-0.1103249790142703
0.546,3.023,935000.0,41263000.0,40328000.0,39.075,1.3612311549500213
,,,,,,
,,107554000.0,132179000.0,24625000.0,,
2.081,2.233,9907653.0,417307.0,-9490346.0,0.417,0.015851956378943606
0.432,0.579,15690000.0,44588000.0,28898000.0,,-0.9920128150933322
1.373,1.523,15072866.0,4446652.0,-10626214.0,18.575,8.371476390664329
3.67,3.693,85102000.0,1304717952.0,1219615952.0,223.285,
0.531,0.627,32131000.0,524808000.0,492677000.0,2474.226,12.396551316877288
4.647,6.778,15529000.0,190000.0,-15339000.0,0.546,0.01826220684352172
,,14527099.0,118771936.0,104244837.0,,
0.75,0.894,13568000.0,117647000.0,104079000.0,9659.031,-1.9665847583705265
1.778,2.718,33398000.0,5349000.0,-28049000.0,10.719,0.5574197582325969
2.464,138.744,2000000.0,816425.0,-1183575.0,0.625,
6.132,6.295,17650248.0,289897.0,-17360351.0,0.945,-0.016941132607371893
0.689,0.855,127841000.0,579635968.0,451794968.0,925.212,7.2771050067794905
,,91817000.0,7927000.0,-83890000.0,,
9.963,10.091,87665768.0,37944.0,-87627824.0,0.047,-0.0008596963892389141
4.728,4.792,20962660.0,0.0,-20962660.0,,
,,,,,,
6.363,6.43,45466840.0,216454.0,-45250386.0,0.42,-0.005782792650653859
1.795,3.506,9489336.0,5480623.0,-4008713.0,20.915,-0.43225381014447467
1.093,1.236,202418.0,3296468.0,3094050.0,28.288,1.0615286869923555
,,,,,,
5.076,5.344,26463956.0,342711.0,-26121245.0,0.938,-0.008088263129211036
1.305,3.902,,,,,
0.055,0.055,79597.0,60000024.0,59920427.0,48.338,
12.233,12.44,113262000.0,679000.0,-112583000.0,0.649,-0.011357553860564699
0.964,1.258,23423964.0,16334390.0,-7089574.0,182.986,4.645498405085525
1.926,3.803,535966.0,1803654.0,1267688.0,47.136,
0.924,1.398,102194000.0,71946000.0,-30248000.0,17.51,1.1982013489882588
0.699,0.898,85640000.0,84838000.0,-802000.0,53.744,2.8967801413596477
0.051,0.057,4602.0,86900000.0,86895398.0,69.406,
0.987,0.988,25834240.0,6349103.0,-19485137.0,2.199,-0.7543920434258515
9.924,10.011,13563000.0,0.0,-13563000.0,,-0.0
0.002,1.692,70657.0,6054491.0,5983834.0,,
0.275,0.73,682.0,0.0,-682.0,,
1.71,4.663,23423000.0,33285000.0,9862000.0,18.74,2.536773111805503
0.233,1.156,44700000.0,640700032.0,596000032.0,,142.3777848888889
0.364,0.417,2782000.0,39902000.0,37120000.0,38.93,1.6710079986599105
1.717,2.081,10665000.0,13403000.0,2738000.0,56.73,-1.4393256013745706
,1.151,496072.0,500000.0,3928.0,,
1.428,1.497,18587742.0,18516652.0,-71090.0,20.157,-0.5480269062383722
1.068,1.077,4.0,80600000.0,80599996.0,62.271,
1.093,1.373,38758000.0,9939000.0,-28819000.0,44.264,2.3909069040173203
10.41,11.576,71677.0,0.0,-71677.0,,
,,136800000.0,0.0,-136800000.0,,
10.094,10.094,21251000.0,685000.0,-20566000.0,3.363,-0.05152312899586311
0.267,0.267,499606.0,700000.0,200394.0,,
0.027,0.028,,82627672.0,,58.773,
12.612,12.815,122216000.0,3948000.0,-118268000.0,2.734,-0.0692570827120428
0.113,0.113,9297.0,0.0,-9297.0,,
0.029,0.116,2279531.0,240227600.0,237948069.0,,-9.917480519467652
0.068,0.11,4099000.0,49365000.0,45266000.0,,-0.5191779813426165
,,,,,,
,,89666000.0,54000000.0,-35666000.0,,
8.857,9.212,116592000.0,2456000.0,-114136000.0,2.213,-0.036867466262365464
14.936,20.567,491728992.0,0.0,-491728992.0,,0.0
,,95290000.0,23329000.0,-71961000.0,,
0.102,0.133,157647.0,1500000.0,1342353.0,,
10.617,28.678,39466000.0,68000.0,-39398000.0,0.052,0.005534755005697542
2.354,3.667,31984000.0,5579000.0,-26405000.0,10.228,-0.12947019099115825
,,57779000.0,33211000.0,-24568000.0,,
,,36230000.0,286964000.0,250734000.0,,
3.372,3.647,112860000.0,9379000.0,-103481000.0,3.824,0.283790734969288
0.088,0.135,344902.0,24664676.0,24319774.0,,
5.187,5.292,84850992.0,0.0,-84850992.0,,0.0
1.037,1.929,9542000.0,213044000.0,203502000.0,128.95,11.891934133407759
3.599,3.609,4301.0,0.0,-4301.0,,
21.501,21.811,62054764.0,373940.0,-61680824.0,0.569,-0.031095366163445173
1.477,4.743,43807000.0,11661000.0,-32146000.0,5.765,-1.6231904231625836
1.622,1.623,,99000000.0,,70.58,
5.359,5.904,1344409.0,0.0,-1344409.0,,
3.527,3.606,4234071.0,0.0,-4234071.0,,
1.471,1.959,28131000.0,8356000.0,-19775000.0,524.874,-0.08444669024759979
0.552,1.819,2441007.0,11077335.0,8636328.0,54.953,-3.588345889626635
0.41,1.324,23105000.0,195370000.0,172265000.0,171.167,17.000522102332056
0.292,0.365,1474395.0,7858202.0,6383807.0,166.042,-1.0384996193939906
,,715120000.0,186078000.0,-529042000.0,,
2.902,3.222,26308000.0,1294000.0,-25014000.0,2.725,-0.296993344044067
31.789,32.07,8131344.0,28845.0,-8102499.0,0.356,-0.008941322050952362
1.291,1.395,98629000.0,712342976.0,613713976.0,241.809,
1.031,1.101,12748682.0,19206668.0,6457986.0,7.923,-1.6220635535266157
18.289,19.146,209826000.0,24831000.0,-184995000.0,8.613,-0.30006525522041766
2.799,2.799,13952000.0,1513000.0,-12439000.0,5.478,0.33685851051987087
0.621,0.65,654159.0,0.0,-654159.0,,
1.722,1.914,10440000.0,3387000.0,-7053000.0,6.04,0.22557442557442559
1.129,1.134,433196000.0,242140992.0,-191055008.0,269.081,
0.626,1.822,27007000.0,63192000.0,36185000.0,26.261,-3.59678980021629
0.717,1.185,45064000.0,39326000.0,-5738000.0,68.009,-0.5325551161908889
,,20333556.0,146697488.0,126363932.0,,
0.137,0.137,396462.0,10656198.0,10259736.0,10.414,
,,44073000.0,52355000.0,8282000.0,,
1.854,4.737,36491.0,0.0,-36491.0,,
3.749,3.759,4429.0,0.0,-4429.0,,
0.397,0.603,3011000.0,62330000.0,59319000.0,,-0.6889728964937879
1.047,4.715,,47737000.0,,44.595,
8.184,19.95,48631.0,0.0,-48631.0,,
3.273,9.804,22703000.0,15977000.0,-6726000.0,8.635,5.357813547954393
,,,,,,
1.298,1.342,675663.0,0.0,-675663.0,,
16.306,16.628,14797777.0,0.0,-14797777.0,,-0.0
3.449,4.241,294644.0,175000.0,-119644.0,0.2,
,,102542000.0,40993000.0,-61549000.0,,
3.101,3.295,219072000.0,6389000.0,-212683000.0,2.169,-0.06649874579764148
0.806,1.069,11175000.0,8820000.0,-2355000.0,147.813,7.518162499712315
,,40985000.0,7217000.0,-33768000.0,,
,,,,,,
1.92,2.109,10238000.0,242200992.0,231962992.0,165.669,8.041068109759134
119.417,119.582,59403560.0,757456704.0,698053144.0,327.258,
0.83,0.932,163828.0,176815.0,12987.0,10.966,-0.050007551404702685
0.122,1.099,528707.0,0.0,-528707.0,,
0.782,1.132,370109.0,230769.0,-139340.0,0.2,-0.038135095362939374
0.742,1.018,196775392.0,192952464.0,-3822928.0,234.532,-2.975920751540642
0.003,0.003,59865.0,14809371.0,14749506.0,,
0.496,0.603,10653000.0,390408992.0,379755992.0,150.875,18.913234531399073
,,46079000.0,66024000.0,19945000.0,,
0.801,0.979,3183000.0,490080992.0,486897992.0,,5.617811158109518
1.447,3.311,10941000.0,54692000.0,43751000.0,39.448,4.230507425742574
0.322,0.655,1235000.0,63280000.0,62045000.0,354.311,-2.3937055530337417
1.95,4.601,9252242.0,13163232.0,3910990.0,45.556,-12.788689646327992
2.807,3.015,13057167.0,1165812.0,-11891355.0,4.076,-0.13318355573585328
0.267,0.267,,69201656.0,,55.473,
,,8028000.0,37031000.0,29003000.0,,
0.117,1.173,20698512.0,212689.0,-20485823.0,0.582,0.013493553941193864
0.157,0.233,743432.0,6467138.0,5723706.0,43.955,12.595384582425266
,,,,,,
6.611,7.427,29757328.0,0.0,-29757328.0,,-0.0
0.2,0.458,24370000.0,531656000.0,507286000.0,,8.894286909242995
5.847,6.086,48585284.0,367540.0,-48217744.0,0.842,-0.008161235494788392
2.874,2.978,105200000.0,93759000.0,-11441000.0,10.26,1.711274160871708
0.483,0.5,1233383.0,995068.0,-238315.0,,-0.04146319490795091
0.061,0.076,43432.0,0.0,-43432.0,,
0.019,0.114,125039.0,395512.0,270473.0,,
1.132,3.305,5173000.0,1564000.0,-3609000.0,2.292,-0.44393982401362475
5.567,6.644,60479000.0,22086000.0,-38393000.0,24.618,3.8591647737200767
1.418,1.938,25226000.0,39178000.0,13952000.0,60.168,1.6621271901913368
0.091,1.185,10911000.0,136608000.0,125697000.0,42.05,13.662166216621662
0.655,1.491,34248000.0,196284000.0,162036000.0,,-21.110346311034633
1.79,2.499,127250000.0,8918000.0,-118332000.0,3.403,0.11616970833821824
,,39053000.0,266076000.0,227023000.0,,
1.817,1.928,19210000.0,2757000.0,-16453000.0,27.077,-0.08465884664988024
0.015,0.015,77232.0,2584100.0,2506868.0,,
4.24,4.628,60992000.0,19932000.0,-41060000.0,21.488,1.447389441580132
4.665,4.803,227420944.0,60239.0,-227360705.0,0.014,0.001111721690544842
1.98,2.856,2493820.0,143667.0,-2350153.0,0.379,-0.03473805311959889
0.66,1.196,4283118.0,101813.0,-4181305.0,0.382,-0.011467301695355852
1.884,11.117,44201000.0,246260992.0,202059992.0,83.211,33.427581376408305
1.481,2.026,390902.0,5381861.0,4990959.0,21.242,-4.852107863466705
2.203,2.292,62828156.0,6849932.0,-55978224.0,18.068,-0.20906089280935702
6.208,9.395,55931000.0,1213000.0,-54718000.0,0.877,0.1856159143075746
0.645,0.661,79772.0,49854636.0,49774864.0,42.387,
0.338,0.67,8900814.0,34697704.0,25796890.0,,-0.47853357679937775
1.109,1.15,32259000.0,27553000.0,-4706000.0,350.458,-0.5854866128346792
3.202,3.681,56224000.0,7054000.0,-49170000.0,25.642,-0.06228092635593894
0.307,0.443,11672000.0,127235000.0,115563000.0,499.078,10.452230345847367
0.303,0.304,10249.0,3255000.0,3244751.0,2.84,
0.072,0.073,15.0,30000000.0,29999985.0,27.208,
,,21297000.0,333311008.0,312014008.0,,
,,,,,,
0.0,0.023,1317.0,1800000.0,1798683.0,,
0.048,0.055,838.0,43325000.0,43324162.0,42.12,
2.661,3.017,495144992.0,42338000.0,-452806992.0,7.404,-0.2346736354762949
0.012,0.012,19332.0,1183000.0,1163668.0,,
0.073,0.089,70147000.0,1232577024.0,1162430024.0,530.339,
1.351,1.36,2094679.0,1982434.0,-112245.0,94.094,1.0326010693571617
,,65269000.0,175618000.0,110349000.0,,
10.694,11.175,6231484.0,0.0,-6231484.0,,-0.0
1.339,1.641,161963008.0,537865984.0,375902976.0,,-50.77081215782518
1.668,1.784,626321.0,138550.0,-487771.0,,
1.44,2.174,17160000.0,212748992.0,195588992.0,501.932,5.483504098149389
,,,,,,
0.595,0.658,26010000.0,9742000.0,-16268000.0,35.26,3.5724239090575725
0.645,0.721,21393000.0,57949000.0,36556000.0,,-1.419309804305763
0.298,0.444,9610000.0,174099008.0,164489008.0,424.363,68.54291653543306
2.624,3.567,2557245.0,186477.0,-2370768.0,7.328,0.16909933748410813
3.888,3.975,31194000.0,3615000.0,-27579000.0,11.012,-0.0641446492893518
0.017,1.166,3560000.0,548131968.0,544571968.0,254.878,20.953857869184603
0.633,0.687,10441000.0,7420000.0,-3021000.0,,0.49018960163836955
0.533,1.812,363440416.0,686789824.0,323349408.0,110.937,-12.331001444407546
7.909,8.145,22026000.0,1272000.0,-20754000.0,5.974,-0.06580785348440167
0.539,0.808,39828000.0,27101000.0,-12727000.0,,-0.19378759626669315
1.179,1.179,680525.0,73787816.0,73107291.0,72.214,
2.392,2.426,112381000.0,0.0,-112381000.0,,-0.0
1.772,3.94,18011000.0,69018000.0,51007000.0,34.655,-11.686081950558753
25.955,26.394,159547008.0,23542000.0,-136005008.0,15.926,-0.4624693055691975
,,57865176.0,52479000.0,-5386176.0,,
2.223,2.399,8573000.0,0.0,-8573000.0,,-0.0
0.026,0.029,1019745.0,34980680.0,33960935.0,163.751,-9.927455493340675
,,34172000.0,136344992.0,102172992.0,,
1.735,2.234,517813.0,0.0,-517813.0,,
,,,,,,
0.881,0.938,9785000.0,6325000.0,-3460000.0,167.683,0.975177304964539
0.999,1.995,40568000.0,226876000.0,186308000.0,,4.989246365975414
0.015,0.015,224204.0,8658794.0,8434590.0,,
1.526,1.662,47549460.0,10658228.0,-36891232.0,37.357,-0.11303854427965931
2.966,3.434,21995000.0,485000.0,-21510000.0,1.242,0.0852372583479789
0.026,0.085,280063.0,2157868.0,1877805.0,,
2.241,2.881,14626000.0,888000.0,-13738000.0,14.584,-0.028697001034126163
,,75367000.0,2000000.0,-73367000.0,,
,,,140655.0,,,
6.581,7.106,3175691.0,102786.0,-3072905.0,2.829,-0.012441120550543732
24.321,25.288,13279901.0,0.0,-13279901.0,,
0.272,1.308,96437000.0,1365122048.0,1268685048.0,885.064,8.985263642109862
0.0,0.053,383204.0,426975.0,43771.0,,
2.747,2.747,957238.0,0.0,-957238.0,,
0.21,0.22,2803045.0,21000000.0,18196955.0,14.114,
1.535,1.635,30843880.0,3588682.0,-27255198.0,7.463,0.15366168551447784
2.032,3.398,9999332.0,8235451.0,-1763881.0,19.341,1.0085468902697394
,,53090000.0,213072992.0,159982992.0,,
1.01,1.092,1927420.0,0.0,-1927420.0,,
,,,,,,
2.367,2.808,19374000.0,3424000.0,-15950000.0,16.914,-0.08160541493874827
6.961,7.06,218044992.0,96700000.0,-121344992.0,54.721,-0.685217820753934
1.796,2.052,7270519.0,145109376.0,137838857.0,92.607,
0.063,0.248,750000.0,5491000.0,4741000.0,,-0.4656151954549309
0.37,0.552,2165841.0,18796758.0,16630917.0,175.957,1.6634820241271275
3.599,3.609,4301.0,0.0,-4301.0,,
0.508,1.012,92026000.0,476672000.0,384646000.0,313.943,-26.312210200927357
2.169,3.997,48708000.0,33190000.0,-15518000.0,31.1,-1.4613420218386757
1.006,1.482,23100000.0,51965000.0,28865000.0,150.676,28.303376906318082
0.122,0.921,5694000.0,544822016.0,539128016.0,38503.32,9.144838041526093
2.303,2.465,18195052.0,142554.0,-18052498.0,1.207,-0.0035480604215121863
1.285,1.633,1064672000.0,4572000.0,-1060100000.0,0.473,0.08524522919444004
1.023,1.498,60587000.0,3557000.0,-57030000.0,9.238,
,,,,,,
3.505,4.648,113326000.0,39862000.0,-73464000.0,14.755,-1.3852997393570807
0.303,0.304,10249.0,3255000.0,3244751.0,2.84,
39.817,40.158,152938000.0,0.0,-152938000.0,,-0.0
0.024,0.189,185953.0,16886392.0,16700439.0,,-0.9230290567568247
0.328,0.773,,,,,
16.186,16.409,90390000.0,7514000.0,-82876000.0,15.949,-0.3025812427012443
1.497,1.685,3041719.0,5037401.0,1995682.0,81.32,-1.029291504556454
18.155,18.434,147584992.0,25309000.0,-122275992.0,20.508,-0.3635880417762071
1.642,2.695,889017984.0,213550000.0,-675467984.0,7.34,-3.6195528737775216
0.435,0.466,567000.0,17694000.0,17127000.0,20.064,
4.052,5.02,25420000.0,250000.0,-25170000.0,0.712,-0.0060650169820475495
0.954,1.295,469288.0,11730.0,-457558.0,,
2.994,4.242,58699000.0,83203000.0,24504000.0,25.978,16.768037081821845
6.7,7.239,71768000.0,870000.0,-70898000.0,1.219,-0.017734110644543194
0.071,0.232,664430.0,133839864.0,133175434.0,,-3.3175482916443206
0.077,0.27,60430.0,0.0,-60430.0,,-0.0
8.483,9.167,57857000.0,0.0,-57857000.0,,-0.0
0.029,0.039,220291.0,7085000.0,6864709.0,,
14.269,14.419,16698265.0,0.0,-16698265.0,,0.0
9.687,10.049,54380000.0,39791000.0,-14589000.0,24.829,2.4352217608738425
0.811,1.159,3519000.0,11824000.0,8305000.0,130.768,-0.24226529525058393
0.701,0.756,9852007.0,0.0,-9852007.0,,0.0
,,143440000.0,40858000.0,-102582000.0,,
0.21,0.336,2593070080.0,35082772480.0,32489702400.0,,13.026939995045579
3.614,3.874,94288000.0,20762000.0,-73526000.0,21.886,-0.8299488327470419
0.91,1.226,649106.0,10201294.0,9552188.0,78.476,8.069073582198401
1.035,1.698,25318000.0,9566000.0,-15752000.0,13.52,-0.14214812173086067
0.325,0.347,1101828.0,2543500.0,1441672.0,,
1.207,1.238,8787230.0,1232998.0,-7554232.0,7.61,-0.19833973447848308
8.266,8.885,15597000.0,221000.0,-15376000.0,1.483,
1.855,2.07,65457000.0,5150000.0,-60307000.0,3.196,-0.10530136555628727
3.484,3.618,14729948.0,5377386.0,-9352562.0,16.925,-1.7519561889266202
5.855,6.111,1185515776.0,165591040.0,-1019924736.0,15.629,8.090205592237048
0.708,0.829,129900624.0,188284752.0,58384128.0,659.642,6.404198828008132
,,,,,,
2.019,2.159,13864963.0,10410442.0,-3454521.0,39.669,-0.2828865419330379
1.398,1.495,6043629.0,812493.0,-5231136.0,25.801,21.50590259396506
5.664,5.981,63180000.0,2356000.0,-60824000.0,4.15,-0.03960329467137334
0.061,0.271,26030.0,0.0,-26030.0,,
0.307,0.587,8500000.0,28241000.0,19741000.0,,-1.4782768006700167
2.047,2.191,55310000.0,979000.0,-54331000.0,2.887,-0.009314760898936271
0.021,0.09,19769.0,930351.0,910582.0,1.335,
1.914,2.847,126055.0,0.0,-126055.0,,
0.639,1.148,11250000.0,93033000.0,81783000.0,90.732,2.26423773364486
,,44674000.0,37500000.0,-7174000.0,,
1.594,1.652,11495000.0,259000.0,-11236000.0,5.123,-0.012733529990167159
0.634,1.808,15853538.0,58701864.0,42848326.0,59.947,-6.060491906351339
1.035,1.075,20618058.0,95003.0,-20523055.0,0.547,0.004742131529796268
,,,546505.0,,,
0.718,0.989,1985000.0,4045000.0,2060000.0,11.188,0.3678610403783194
0.001,0.004,4905.0,5093208.0,5088303.0,,
,,18379000.0,0.0,-18379000.0,,
0.656,0.745,4032000.0,258000.0,-3774000.0,0.389,-0.00884864698014199
4.294,4.623,5044967.0,293732.0,-4751235.0,1.177,-0.08200740750253925
0.019,0.029,92661.0,4012608.0,3919947.0,,
0.162,0.509,5616000.0,95073000.0,89457000.0,56.143,44.61426560300328
0.963,1.728,78651000.0,211404000.0,132753000.0,53.161,-2.7026847353618
,,28250000.0,11161000.0,-17089000.0,,
4.847,5.255,176486000.0,107507000.0,-68979000.0,230.613,-1.525744372853453
68.844,69.066,109619744.0,0.0,-109619744.0,,
1.699,2.275,24276732.0,1849305.0,-22427427.0,4.571,0.2295971860919084
0.001,0.001,3921.0,3550257.0,3546336.0,391.67,-10.915672541230585
3.4,5.625,176968992.0,134732000.0,-42236992.0,19.849,-1.3600500686424937
1.108,1.272,19191000.0,17758000.0,-1433000.0,64.208,-6.523879500367377
1.935,2.06,6794706.0,64957.0,-6729749.0,0.094,-0.018534544868310486
1.702,1.732,40160000.0,351000.0,-39809000.0,0.398,-0.009731887875343112
,,,,,,
0.093,0.184,237605.0,1272797.0,1035192.0,,-0.5027181919797142
,,33135000.0,144562000.0,111427000.0,,
1.844,2.864,375756.0,18300000.0,17924244.0,43.711,
0.053,0.063,240081.0,1924867.0,1684786.0,,
,,,,,,
0.336,1.036,1022944.0,0.0,-1022944.0,,
2.072,2.496,26757430.0,11603769.0,-15153661.0,40.64,2.9933074874676615
1.669,2.009,440916992.0,761521984.0,320604992.0,46.35,1.6269195258889582
0.133,0.169,800735.0,73175344.0,72374609.0,,-1.9014200390307014
,,,,,,
3.462,5.951,26352236.0,0.0,-26352236.0,,0.0
1.438,1.833,2067704.0,50083472.0,48015768.0,173.618,-12.95524774029633
5.888,10.472,10858000.0,203000.0,-10655000.0,1.176,-0.01923805913570887
0.431,0.719,45822016.0,42567932.0,-3254084.0,36.746,-7.415362339138745
12.841,12.988,262872992.0,60376000.0,-202496992.0,27.433,-0.27698462216023784
2.72,4.661,25372000.0,13685000.0,-11687000.0,11.038,0.9930338872360497
0.954,1.295,469288.0,11730.0,-457558.0,,
0.582,0.959,245519008.0,4227000.0,-241292008.0,,-0.006114584589906746
2.414,2.414,11282772.0,5239219.0,-6043553.0,40.914,-4.162259363301831
4.654,5.787,22725000.0,9358000.0,-13367000.0,25.039,-0.6877342544278681
0.054,0.063,4328000.0,143955008.0,139627008.0,,-4.247337444310035
0.001,0.006,3750.0,4242575.0,4238825.0,,
,,,,,,
,,55244000.0,147000000.0,91756000.0,,
0.0,0.0,866.0,2858750.0,2857884.0,,
0.374,0.398,1560902.0,0.0,-1560902.0,,-0.0
0.449,1.325,1921103.0,1080769.0,-840334.0,15.82,-0.11674973585262753
,,91795000.0,16594000.0,-75201000.0,,
12.01,12.227,1709043.0,85175.0,-1623868.0,4.625,-0.07217351810205891
4.277,6.519,64294000.0,6641000.0,-57653000.0,5.456,-0.6038919705374193
1.9,1.985,1031421.0,711996.0,-319425.0,37.919,-4.422774934154947
1.896,3.546,9172000.0,1221000.0,-7951000.0,4.584,0.19283006948831333
1.161,1.856,4293000.0,48995000.0,44702000.0,20.372,2.3395568713589916
1.457,1.539,1497804.0,2789646.0,1291842.0,8.604,-0.9185679979690157
0.222,1.407,3870000.0,31438000.0,27568000.0,95.609,-0.4598888238736103
2.735,4.14,6715000.0,1799000.0,-4916000.0,6.75,-0.08656113169417312
4.781,5.001,34708000.0,17488000.0,-17220000.0,149.012,-0.4505474687620765
0.266,0.383,738000.0,68836000.0,68098000.0,778.952,-2.247412582846322
,,,,,,
0.84,2.655,12045000.0,238152000.0,226107000.0,128.199,5.079492374960009
2.964,3.33,27933000.0,3138000.0,-24795000.0,3.574,0.37158081705150975
1.071,1.247,38517000.0,140963008.0,102446008.0,148.234,-5.997149883003616
0.078,0.084,785462.0,1675776.0,890314.0,,-0.7180676427864406
15.458,15.576,70330000.0,40504000.0,-29826000.0,41.951,3.0383317080489087
1.045,1.262,34668000.0,66390000.0,31722000.0,53.781,3.0632584321506022
2.067,2.416,10491000.0,1067000.0,-9424000.0,3.33,-0.6969301110385369
2.447,2.515,9469000.0,2860000.0,-6609000.0,3.228,
2.839,3.396,6893364.0,0.0,-6893364.0,,
0.015,20.044,761463.0,0.0,-761463.0,,
5.643,6.372,69401000.0,7485000.0,-61916000.0,2.406,-0.1405501830814008
8.817,14.599,17147000.0,0.0,-17147000.0,,0.0
7.733,8.204,33531166.0,0.0,-33531166.0,,
1.488,1.993,2115054976.0,303726016.0,-1811328960.0,3.894,6.850396192796085
2.49,2.763,24907000.0,12415000.0,-12492000.0,7.585,1.646988591138233
0.863,1.13,24695542.0,76350368.0,51654826.0,114.383,-17.32935164932189
