Quick R,Curr R,Cash,Debt,Net Debt,D/E,D/EBITDA
0.212,0.65,262374.0,78627.0,-183747.0,,-0.022376126212655587
,,,1513948.0,,,-0.6774507645522675
0.006,0.006,20181.0,1699790.0,1679609.0,,-2.098055479440219
0.154,0.414,5527000.0,65765000.0,60238000.0,410.954,-5.740785195207647
0.008,0.026,71000.0,11309000.0,11238000.0,,-16.929640718562876
,,,,,,
0.201,0.371,369772.0,482581.0,112809.0,,-7.950656539861937
0.004,0.025,42665.0,1926545.0,1883880.0,,-0.24810835481666682
0.167,0.199,9211631.0,92251360.0,83039729.0,,-2.083991880119259
75.215,75.215,43023000.0,0.0,-43023000.0,,
0.042,0.042,14956.0,0.0,-14956.0,,-0.0
92.824,92.824,65812.0,0.0,-65812.0,,
0.0,0.013,1339.0,481706.0,480367.0,,-0.14034692091373244
0.106,0.106,18173.0,2365172.0,2346999.0,,
,,3324.0,283195.0,279871.0,,
0.013,0.019,66148.0,1677241.0,1611093.0,,-1.1281933137413305
0.064,0.2,11218000.0,196960992.0,185742992.0,,12.755714785311833
0.13,0.241,2407843.0,17312964.0,14905121.0,,-2.078007106263765
0.075,0.075,10986.0,0.0,-10986.0,,
0.975,1.669,13987.0,272175.0,258188.0,36.212,-1.3065675209900487
1.694,1.789,4437000.0,0.0,-4437000.0,,-0.0
0.218,0.714,287000.0,1651000.0,1364000.0,20.52,-0.742272676182983
0.152,0.181,210582.0,343096.0,132514.0,,-0.34773936372380393
0.013,0.061,41290.0,3553649.0,3512359.0,,-7.854739280448962
0.008,0.023,4132.0,152665.0,148533.0,,-1.6169399254363668
,,16919.0,5125961.0,5109042.0,,
0.443,0.897,946000.0,450000.0,-496000.0,12.766,-0.026249781251822903
0.742,1.107,4120.0,9795.0,5675.0,,1.1057800857981486
,,,3718891.0,,,-18.82801654524375
0.303,0.434,156890.0,58583776.0,58426886.0,300.466,-34.70228683874132
0.045,0.045,242179.0,1516884.0,1274705.0,,-1.368602736512548
,,,36006712.0,,,
0.076,0.077,290283.0,3811921.0,3521638.0,,
0.119,0.307,51973.0,765426.0,713453.0,,
0.159,0.171,321789.0,15073661.0,14751872.0,110.205,-4.827179933543923
,0.314,,,,,
0.009,0.009,59671.0,8664299.0,8604628.0,,-6.811084610498645
0.917,0.93,18282174.0,19185700.0,903526.0,,117.41410753846343
,0.001,,7056972.0,,,-3.583066857439374
0.001,0.001,2976.0,69481.0,66505.0,,
0.587,4.329,1197430.0,2633636.0,1436206.0,2.403,-0.030479123983437433
,,,804482.0,,,
1.707,1.931,24100000.0,12889000.0,-11211000.0,74.958,-0.2121331819154364
0.018,0.018,8285.0,375375.0,367090.0,,
0.001,0.058,4335.0,3376715.0,3372380.0,,-5.245993708004816
7.121,7.518,198137.0,25000.0,-173137.0,13.786,
0.989,1.165,156201.0,3719756.0,3563555.0,,2.3024318865643667
0.109,0.109,,0.0,,,
2.053,2.252,58275000.0,60226000.0,1951000.0,,-0.5466146306044655
0.019,0.072,2160.0,3785893.0,3783733.0,,-8.583039742456188
0.005,0.007,13648.0,1340136.0,1326488.0,,-9.555064383190498
0.587,0.776,211192000.0,8485982208.0,8274790208.0,316.041,1011.0785425950197
6.48,7.125,147704.0,0.0,-147704.0,,-0.0
0.0,0.107,26.0,255304.0,255278.0,,
0.48,0.588,30913000.0,121388000.0,90475000.0,,-1.6018051780106093
0.086,0.169,35608.0,4387863.0,4352255.0,467.561,-1.0651367995863605
0.004,0.223,3559.0,469744.0,466185.0,,
0.049,0.104,126016.0,0.0,-126016.0,,-0.0
,,,,,,
0.101,0.18,64986.0,2352807.0,2287821.0,,-0.17677039023630498
0.0,0.0,125.0,121087.0,120962.0,,-1.6060561848422952
,,,,,,
,,,,,,
,,,,,,
0.177,1.43,274905.0,1458813.0,1183908.0,126.161,-0.5246690816286895
33.224,33.224,1182.0,23240140.0,23238958.0,,
,,838142984192.0,819272024064.0,-18870960128.0,,
0.42,1.713,55027.0,24038.0,-30989.0,1.557,-0.06914047556727808
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
3.573,4.028,2720549.0,0.0,-2720549.0,,
,,,,,,
50.429,50.672,4713250.0,0.0,-4713250.0,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
50.32,50.497,42767344.0,0.0,-42767344.0,,-0.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
4.263,6.099,4515243.0,0.0,-4515243.0,,-0.0
,,,,,,
,,,,,,
8.126,8.187,199028998144.0,0.0,-199028998144.0,,0.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1.33,1.69,71469000.0,144000.0,-71325000.0,0.027,0.0028433211570737488
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
70.755,71.06,7727605.0,0.0,-7727605.0,,
,,,,,,
0.033,0.672,23176.0,6654187.0,6631011.0,109.89,
1.196,2.09,4361999872.0,25696000000.0,21334000128.0,122.286,2.7076923442133425
,,,,,,
0.644,2.132,57941999616.0,1085597024256.0,1027655024640.0,152.464,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
0.01,0.055,24373.0,3141757.0,3117384.0,,-1.0246876858042382
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
0.16,0.178,799853.0,3177767.0,2377914.0,859.465,-0.6822476577416204
4.102,4.17,14860483.0,26841.0,-14833642.0,0.115,-0.007096395012297933
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
0.337,0.726,6628000.0,42001000.0,35373000.0,,16.935887096774195
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1.209,2.159,141662000.0,103171000.0,-38491000.0,26.835,0.7057757550311329
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,258016.0,,,
2.825,9.514,102853000.0,75383000.0,-27470000.0,34.727,0.7522352612461581
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
0.602,2.284,2515840000.0,3625468928.0,1109628928.0,47.325,0.8602031434432171
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1.681,1.688,59123000.0,406372992.0,347249992.0,166.623,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
32.03,33.487,5922950.0,0.0,-5922950.0,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
6.574,6.847,60043000.0,15087000.0,-44956000.0,31.396,-0.4372283081203269
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
0.721,1.477,152270000.0,442423008.0,290153008.0,104.837,-1.749488878448038
,,,,,,
,,,,,,
,,,,,,
5.004,5.88,1299407.0,47837.0,-1251570.0,2.782,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
0.588,1.404,323862016.0,3865975040.0,3542113024.0,35.835,7.167429140699122
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
0.191,0.309,222459.0,0.0,-222459.0,,-0.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
9.629,13.22,1305758.0,0.0,-1305758.0,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1.309,1.836,132948000.0,213355008.0,80407008.0,37.32,15.043009800465345
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1.524,1.835,13265000.0,5331000.0,-7934000.0,0.9,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
0.333,0.636,17743000.0,4038416896.0,4020673896.0,115.763,5.297285081396517
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,0.031,,39120.0,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,4161000.0,584000.0,-3577000.0,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
0.032,0.143,5712000.0,111387000.0,105675000.0,50.184,-0.5593851067676423
,,,,,,
,,,,,,
,,49103652.0,406881.0,-48696771.0,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2.652,3.077,5588000.0,819000.0,-4769000.0,10.667,-0.0889154272066008
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1.908,3.652,58331000.0,1045950976.0,987619976.0,160.303,-128.07040235092444
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1.634,1.708,27878000640.0,34766999552.0,6888998912.0,102.676,
0.172,0.401,1386637033472.0,46088014790656.0,44701377757184.0,175.758,3.66482459428034
,,,,,,
0.766,2.362,107238.0,0.0,-107238.0,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2.106,2.106,35939000.0,557289024.0,521350024.0,83.168,9.054837422415755
,,,,,,
0.124,0.548,35255.0,0.0,-35255.0,,
,,,,,,
,,,,,,
,,838142984192.0,819272024064.0,-18870960128.0,,
,,,,,,
,,,,,,
,,838142984192.0,819272024064.0,-18870960128.0,,
,,838142984192.0,819272024064.0,-18870960128.0,,
,,838142984192.0,819272024064.0,-18870960128.0,,
,,838142984192.0,819272024064.0,-18870960128.0,,
,,838142984192.0,819272024064.0,-18870960128.0,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
0.544,0.884,2582000128.0,57730998272.0,55148998144.0,194.715,6.418834677964291
0.544,0.884,2582000128.0,57730998272.0,55148998144.0,194.715,6.418834677964291
,,,,,,
,,,,,,
,,5486287872.0,4490126848.0,-996161024.0,,
1.769,1.772,295348960.0,702408320.0,407059360.0,35.896,
,,,,,,
,,,,,,
1.769,1.772,295348960.0,702408320.0,407059360.0,35.896,
0.557,1.416,1957000.0,13327267.0,11370267.0,432.476,-3.5006302689313795
,,,,,,
,,,,,,
0.463,0.716,228200000.0,5849800192.0,5621600192.0,133.05,6.824311936537564
0.487,0.537,,,,,
1.546,1.784,540000000.0,5081999872.0,4541999872.0,87.155,4.812499878787879
1.546,1.784,540000000.0,5081999872.0,4541999872.0,87.155,4.812499878787879
0.029,0.039,220291.0,7085000.0,6864709.0,,
0.029,0.039,220291.0,7085000.0,6864709.0,,
21.59,23.548,7966500.0,623124.0,-7343376.0,6.408,-0.10645730698501148
2.306,2.307,206491232.0,522298208.0,315806976.0,32.529,
0.702,0.704,42974356.0,478064928.0,435090572.0,40.822,
0.014,0.015,73434.0,2237000.0,2163566.0,,
0.014,0.015,73434.0,2237000.0,2163566.0,,
0.014,0.015,73434.0,2237000.0,2163566.0,,
,,62008000512.0,82776997888.0,20768997376.0,,
,,62008000512.0,82776997888.0,20768997376.0,,
,,,,,,
,,,,,,
0.001,0.001,4218.0,5168315.0,5164097.0,,
0.696,9.817,112459000.0,299270016.0,186811016.0,16.673,0.6494194368052317
2.975,3.472,8605000.0,857000.0,-7748000.0,2.221,-0.1328270303781773
,,,,,,
1.88,2.683,2294679.0,1040096.0,-1254583.0,17.886,-0.8310589190359647
,,,,,,
,,,,,,
,,,,,,
4.155,4.972,7217052.0,0.0,-7217052.0,,-0.0
,,,,,,
,,,,,,
,,,,,,
21.702,22.864,160820992.0,8922818560.0,8761997568.0,638.871,
21.702,22.864,160820992.0,8922818560.0,8761997568.0,638.871,
21.702,22.864,160820992.0,8922818560.0,8761997568.0,638.871,
16.846,18.425,234082000.0,5701235200.0,5467153200.0,375.246,
21.702,22.864,160820992.0,8922818560.0,8761997568.0,638.871,
21.702,22.864,160820992.0,8922818560.0,8761997568.0,638.871,
0.621,0.65,208063.0,500000.0,291937.0,,
0.621,0.65,654159.0,0.0,-654159.0,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
0.122,0.173,3085000.0,40174000.0,37089000.0,,-1.700055012483602
0.164,0.18,977227.0,4486172.0,3508945.0,,
0.164,0.18,977227.0,4486172.0,3508945.0,,
0.701,0.924,3167614.0,15249948.0,12082334.0,166.194,-8.479641284928595
0.111,0.111,944919.0,0.0,-944919.0,,
0.111,0.111,944919.0,0.0,-944919.0,,
1.499,1.578,414084992.0,3967734016.0,3553649024.0,250.269,
,,,,,,
,,8114999808.0,13664000000.0,5549000192.0,,
0.061,0.368,122000.0,400000.0,278000.0,,-0.04291845493562232
0.452,1.392,1215640.0,1499483.0,283843.0,49.823,-0.12107085498792952
0.688,0.931,36942000.0,14266000.0,-22676000.0,15.398,-0.3314206063422
0.148,1.121,2005619968.0,12917025792.0,10911405824.0,778.157,
3.449,4.241,294644.0,175000.0,-119644.0,0.2,
3.449,4.241,294644.0,175000.0,-119644.0,0.2,
1.755,5.013,301911008.0,3481612032.0,3179701024.0,2110.784,3.7862170066953866
1.755,5.013,301911008.0,3481612032.0,3179701024.0,2110.784,3.7862170066953866
0.162,0.25,667288.0,24157006.0,23489718.0,,-1.1583320674493665
1.106,1.234,29706000.0,82621000.0,52915000.0,98.476,-28.638128249566723
,,1223501056.0,2279590912.0,1056089856.0,,
4.594,5.452,245020000.0,5742000.0,-239278000.0,0.693,0.29105839416058393
4.594,5.452,245020000.0,5742000.0,-239278000.0,0.693,0.29105839416058393
4.594,5.452,245020000.0,5742000.0,-239278000.0,0.693,0.29105839416058393
4.594,5.452,245020000.0,5742000.0,-239278000.0,0.693,0.29105839416058393
,,,31523.0,,,
,,,,,,
3.478,4.353,83406.0,2870.0,-80536.0,,
3.478,4.353,83406.0,2870.0,-80536.0,,
0.381,0.476,471826.0,500000.0,28174.0,,
0.008,0.928,969890.0,0.0,-969890.0,,
0.008,0.928,969890.0,0.0,-969890.0,,
,,,,,,
1.116,1.412,3453844.0,1568749.0,-1885095.0,42.047,-0.20650615582901924
24.262,25.801,70064000.0,131089000.0,61025000.0,,-3.116788321167883
,,240391.0,0.0,-240391.0,,
,,,,,,
0.282,0.745,58340000.0,17945000.0,-40395000.0,63.617,-0.5135653368439128
,,,,,,
0.016,0.017,1521.0,1657122.0,1655601.0,,
,,,,,,
,,1986635008.0,7872396800.0,5885761792.0,,
,,1986635008.0,7872396800.0,5885761792.0,,
47.7,48.258,41761000.0,0.0,-41761000.0,,0.0
,,,,,,
,,,,,,
,,,,,,
0.001,0.001,3186.0,3157450.0,3154264.0,9.258,
0.503,0.529,4928.0,0.0,-4928.0,,
0.646,0.681,7170000.0,27611000.0,20441000.0,168.493,
,,1290847.0,0.0,-1290847.0,,
,,,,,,
,,,,,,
6.041,6.054,719985984.0,14965272576.0,14245286592.0,885.776,
6.041,6.054,719985984.0,14965272576.0,14245286592.0,885.776,
6.041,6.054,719985984.0,14965272576.0,14245286592.0,885.776,
6.041,6.054,719985984.0,14965272576.0,14245286592.0,885.776,
2.37,3.383,6483881.0,723958.0,-5759923.0,4.301,-0.04680514682184637
,,1290847.0,0.0,-1290847.0,,
4.38,6.214,144808992.0,3014787072.0,2869978080.0,164.529,5.359449806492953
4.38,6.214,144808992.0,3014787072.0,2869978080.0,164.529,5.359449806492953
4.38,6.214,144808992.0,3014787072.0,2869978080.0,164.529,5.359449806492953
16.186,16.409,90390000.0,7514000.0,-82876000.0,15.949,-0.3025812427012443
185.861,188.059,129274003456.0,4210512101376.0,4081238097920.0,4142.737,
0.184,0.279,130580.0,4251046.0,4120466.0,,
0.184,0.279,130580.0,4251046.0,4120466.0,,
,,,,,,
,,,,,,
0.28,0.677,200000000.0,20157999104.0,19957999104.0,153.13,6.2389349132492
1.136,1.582,7285000.0,20846000.0,13561000.0,,-0.8395827459825205
0.004,0.042,20494.0,0.0,-20494.0,,
0.004,0.042,20494.0,0.0,-20494.0,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
0.557,0.999,844000000.0,18044999680.0,17200999680.0,201.148,6.316065832771513
0.543,0.679,50095000.0,8213848064.0,8163753064.0,16.307,1.2303407008292142
0.543,0.679,50095000.0,8213848064.0,8163753064.0,16.307,1.2303407008292142
0.782,1.559,426052.0,0.0,-426052.0,,
0.0,0.013,1329.0,1262500.0,1261171.0,13.288,
0.0,0.013,1329.0,1262500.0,1261171.0,13.288,
0.0,0.013,1329.0,1262500.0,1261171.0,13.288,
0.0,0.096,528.0,2891470.0,2890942.0,20.529,
0.0,0.096,528.0,2891470.0,2890942.0,20.529,
30.946,31.849,275731008.0,9557983232.0,9282252224.0,524.551,
,,,,,,
,,,,,,
3.297,3.415,5173871.0,0.0,-5173871.0,,-0.0
0.938,1.253,512556007424.0,1428766982144.0,916210974720.0,75.114,28.9517115220852
1.115,1.821,151452000.0,1268018048.0,1116566048.0,,16.941015217304173
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
7.052,15.443,282083.0,0.0,-282083.0,,
1.722,1.914,10440000.0,3387000.0,-7053000.0,6.04,0.22557442557442559
12.288,12.671,30502712.0,139999.0,-30362713.0,0.049,-0.010925298208144649
17.827,19.548,1121801.0,0.0,-1121801.0,,
17.827,19.548,1121801.0,0.0,-1121801.0,,
4.854,4.881,83861000.0,114583000.0,30722000.0,123.935,-15.600136147038802
4.854,4.881,83861000.0,114583000.0,30722000.0,123.935,-15.600136147038802
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
5.855,6.111,1185515776.0,165591040.0,-1019924736.0,15.629,8.090205592237048
,,,,,,
0.241,0.383,12398000.0,259299008.0,246901008.0,,12.545916779562608
0.241,0.383,12398000.0,259299008.0,246901008.0,,12.545916779562608
0.241,0.383,12398000.0,259299008.0,246901008.0,,12.545916779562608
12.463,13.822,107717000.0,4931143168.0,4823426168.0,381.33,
107.124,112.389,1682256.0,0.0,-1682256.0,,-0.0
0.104,0.255,685229.0,7555923.0,6870694.0,,-0.24345264868612848
0.689,0.855,127841000.0,579635968.0,451794968.0,925.212,7.2771050067794905
,,,,,,
0.766,2.362,107238.0,0.0,-107238.0,,
1.329,1.518,8900183.0,6581695.0,-2318488.0,119.409,-0.38246554222087614
0.217,1.105,356130.0,68852128.0,68495998.0,222.351,17.289924617254083
0.411,1.392,13200000.0,1198700032.0,1185500032.0,2730.524,23.051923692307692
0.873,1.154,242000000.0,61575999488.0,61333999488.0,134.278,4.183720543041431
0.686,0.772,36228304.0,22052928.0,-14175376.0,5767.281,-59.43784920153629
,,663004992.0,107659000.0,-555345992.0,,
,,362470016.0,1217629056.0,855159040.0,,
1.735,2.234,517813.0,0.0,-517813.0,,
1.735,2.234,517813.0,0.0,-517813.0,,
,,,,,,
0.153,0.262,694720.0,0.0,-694720.0,,
,,1764859.0,0.0,-1764859.0,,
0.576,0.715,4087000.0,10277000.0,6190000.0,221.153,-0.5556036113964427
4.789,5.502,11121502.0,574182.0,-10547320.0,2.704,0.7210316274327104
0.008,1.268,57256.0,1554638.0,1497382.0,,
,,,,,,
0.837,0.966,40487000.0,956486016.0,915999016.0,11.814,0.35529734670507707
,,,,,,
3.414,3.414,12460253.0,0.0,-12460253.0,,-0.0
3.414,3.414,12460253.0,0.0,-12460253.0,,-0.0
1.331,1.618,30292000.0,103551000.0,73259000.0,,-2.5865118021730984
,,,,,,
1.294,1.507,925722.0,0.0,-925722.0,,
3.04,3.265,55130000.0,3078000.0,-52052000.0,1.246,0.03714071964669257
14.802,18.699,8912645.0,0.0,-8912645.0,0.465,-0.0
0.129,0.337,60453.0,0.0,-60453.0,,
0.104,0.262,16724000.0,199268992.0,182544992.0,,-20.980100231627713
46.156,50.156,346169.0,0.0,-346169.0,,
0.159,0.661,1767406.0,10061025.0,8293619.0,,-0.3660352776946056
,,,,,,
,,,,,,
0.9,2.966,40086000.0,141300992.0,101214992.0,69.827,71.31011455967702
0.008,0.008,375823.0,0.0,-375823.0,,
0.672,0.682,139080000.0,1300000.0,-137780000.0,,0.028854904223914058
0.691,1.123,26931000.0,141739008.0,114808008.0,,-2.9382963400603255
0.288,0.538,723000.0,2232000.0,1509000.0,20.86,-0.13943028485757122
,,,,,,
,,,,,,
0.617,0.777,731000000.0,5189000192.0,4458000192.0,28.929,1.5956335153751537
0.617,0.777,731000000.0,5189000192.0,4458000192.0,28.929,1.5956335153751537
0.617,0.777,731000000.0,5189000192.0,4458000192.0,28.929,1.5956335153751537
133.905,135.738,8430946.0,0.0,-8430946.0,,
1.434,2.03,3093862.0,0.0,-3093862.0,,-0.0
0.904,2.309,545000000.0,3428000000.0,2883000000.0,67.989,1.6192726044560448
,,,,,,
,,,,,,
4.665,4.838,230340000.0,4388000.0,-225952000.0,1.22,-0.03196875792662002
,,,,,,
,,,,,,
,,176587008.0,482931008.0,306344000.0,,
0.542,1.937,4085606.0,6738583.0,2652977.0,6.295,-0.4638353316404143
10.553,11.037,6135166.0,0.0,-6135166.0,,-0.0
12.053,12.064,9056000.0,4695927808.0,4686871808.0,687.979,
,,,,,,
0.046,0.237,5209000.0,319744992.0,314535992.0,42.282,13.095179260351394
0.808,1.86,22858000.0,16813000.0,-6045000.0,,-5.585714285714285
0.934,1.075,115241000.0,175450000.0,60209000.0,18.967,1.2838713733725384
0.27,0.435,2663404.0,31073760.0,28410356.0,,-1.4231821929101403
0.003,0.039,111090.0,32997892.0,32886802.0,,-2.7539791699076672
9.084,10.416,1065294.0,0.0,-1065294.0,,
9.084,10.416,1065294.0,0.0,-1065294.0,,
0.809,0.924,409379.0,572945.0,163566.0,13.955,-0.35087402352122715
0.366,1.746,1248878976.0,1930497024.0,681618048.0,20.035,1.028807200255012
0.247,0.534,4707000.0,1622000.0,-3085000.0,,0.7039930555555556
,,,,,,
0.699,0.808,12449999872.0,37768998912.0,25318999040.0,307.24,5.570648596742472
0.898,1.113,6902000.0,6905000.0,3000.0,,0.07798382724972895
,,,,,,
,,,,,,
9.15,9.429,214211008.0,11142000.0,-203069008.0,5.042,-0.10491821802875788
,,,,,,
0.617,1.737,725000.0,2655000.0,1930000.0,52.522,-1.0514851485148515
0.001,0.001,4480.0,4544063.0,4539583.0,,
0.001,0.001,4480.0,4544063.0,4539583.0,,
,,,,,,
4.897,4.986,6256993.0,164675920.0,158418927.0,44.117,
4.897,4.986,6256993.0,164675920.0,158418927.0,44.117,
4.897,4.986,6256993.0,164675920.0,158418927.0,44.117,
1.714,2.136,154468000.0,191371008.0,36903008.0,47.773,-3.2971693802656743
,,,,,,
,,,,,,
,,,,,,
0.922,1.294,14857144.0,393525088.0,378667944.0,106.327,6.268877724820599
,,,,,,
0.068,0.11,4099000.0,49365000.0,45266000.0,,-0.5191779813426165
,,,,,,
,,,,,,
0.645,0.963,320000000.0,10282999808.0,9962999808.0,113.299,5.3005153649484535
3.728,3.977,152740880.0,15531422.0,-137209458.0,6.348,0.20549140788498235
,,,,,,
,,,,,,
3.052,4.181,423168.0,0.0,-423168.0,,
3.052,4.181,423168.0,0.0,-423168.0,,
,,,,,,
0.254,0.51,1120000.0,15033000.0,13913000.0,,-7.2483124397299905
,,,,,,
,,160520.0,146609.0,-13911.0,,
,,,,,,
0.001,0.02,2138.0,1205400.0,1203262.0,,
0.001,0.02,2138.0,1205400.0,1203262.0,,
,0.064,,242532.0,,,
1.048,1.893,897000000.0,6784000000.0,5887000000.0,,6.831822759315206
0.127,0.295,20786000.0,1399140992.0,1378354992.0,,-9.486666900995594
,,,,,,
,,,,,,
0.001,0.009,3227.0,4026711.0,4023484.0,,
0.003,0.011,16672.0,3946736.0,3930064.0,,
2.03,2.877,1223184.0,11000000.0,9776816.0,96.13,-1.1217393077848707
,,,,,,
0.168,0.308,26613000.0,114088000.0,87475000.0,1444.883,-9.9060519232439
1.127,1.24,1497100032.0,10724200448.0,9227100416.0,199.105,5.808796488049521
0.885,1.135,486018.0,2788.0,-483230.0,0.465,
0.067,0.073,289428.0,2683561.0,2394133.0,18.004,-0.3225388537204465
0.064,0.252,206579.0,50994684.0,50788105.0,,-4.03187378255356
,,,,,,
0.399,0.5,828000000.0,8933000192.0,8105000192.0,377.717,4.659885493079119
1.423,1.77,16355999744.0,6906999808.0,-9448999936.0,233.108,2.8960167686981437
1.423,1.77,16355999744.0,6906999808.0,-9448999936.0,233.108,2.8960167686981437
,,,,,,
,,,,,,
0.028,0.119,17213.0,4244250.0,4227037.0,48.683,-0.5238511007630693
,,,,,,
,,,,,,
,,,,,,
0.561,0.561,82110996480.0,55318999040.0,-26791997440.0,111.866,
,,614780032.0,216020000.0,-398760032.0,,
,0.008,484043.0,0.0,-484043.0,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1.853,2.823,11057755.0,4416784.0,-6640971.0,12.333,-0.5437619927112385
,,,,,,
1.388,2.228,120225000.0,448343008.0,328118008.0,,-2.2266627994755455
0.397,0.603,3011000.0,62330000.0,59319000.0,,-0.6889728964937879
,,,,,,
,,,,,,
,,,,,,
0.642,1.021,246351232.0,424464640.0,178113408.0,72.532,-32.839994011714296
,,,,,,
,,,,,,
2.319,2.411,92494.0,0.0,-92494.0,,
2.022,2.221,1067756.0,68825.0,-998931.0,2.396,-0.009154087803961935
,,,,,,
,,,,,,
0.031,0.031,24983.0,238634.0,213651.0,,
0.031,0.031,24983.0,238634.0,213651.0,,
