Rev,Gr P,EBITDA,Op P,Net Inc,ROA,ROE,EPS (TTM),EPS (FWD)
893690.0,699108.0,-1022345.0,-1040648.3836,-2979037.0,-0.025220001,-0.16905001,-0.19,
,2721460.0,-15777580.0,,-15745754.0,-1.08367,-4.91971,-12.93,-1.09
8226.0,-1288.0,-1149157.0,-370717.012548,-1332430.0,-1.18815,,-0.08,
6802923.0,5590311.0,-12627123.0,-11658305.20356,-19347324.0,-1.01017,,0.0,
128202.0,7381.0,-16439576.0,-16441575.73884,-19770888.0,-0.19672,-0.54262,0.51,
407184992.0,244596000.0,11956000.0,8013400.64256,-132503000.0,-0.016619999,-0.81074995,-755.52,
7444407.0,5871961.0,4461359.0,1361209.8199500002,1663280.0,0.05969,0.09126,0.79,
0.0,0.0,-3315500.0,0.0,-1043000.0,-0.11181,-0.073,-0.09,-0.47
4208119.0,4208119.0,-5523774.0,-16244391.36975,-4507224.0,-0.16761999,-0.23514,-0.84,-1.24
369000.0,-484000.0,-7951000.0,-8004001.14,-7930000.0,-0.45618,-0.83852994,-2.17,-4.5
466972000.0,382665984.0,235662000.0,68574838.2,-293761984.0,0.01115,-0.24556999,-5.32,-3.14
2031805952.0,556857984.0,-78331000.0,-83304037.93658215,-80976000.0,-0.10306,-0.32112998,-1.95,
66566368.0,6582911.0,-1802727.0,-1473113.790406368,-521184.0,-0.01642,-0.0068800002,-0.04,
9551000.0,4767000.0,122000.0,-7927.33,434000.0,0.00135,0.03076,0.13,
6219036.0,2660763.0,-4607409.0,-6831673.23636,-4689879.0,-0.2897,-0.94245005,-0.23,0.02
112975000.0,85622000.0,783000.0,-6348065.25,-3908000.0,-0.00892,-0.55186003,-2.05,
3250000.0,1707000.0,-3365500.0,-3437200.0000000005,-615000.0,-0.04948,-0.01506,-0.05,
110870.0,91232.0,-9806200.0,-89059476.208,-15724341.0,-0.30651,-0.97803,-4.52,
31108000.0,2355000.0,-764000.0,-109189.08622160001,-496000.0,-0.05163,-0.14736,-0.06,
17251000.0,10234000.0,-10830000.0,-130687707.2098,-7822000.0,-0.15356,-0.4594,-6.0,-0.22
11866000.0,1801000.0,-4397000.0,-4532337.36,-5665000.0,-0.26817,-1.18477,-112.08,-0.12
1417356.0,1417356.0,,1064505.30884136,284921.0,,,0.18,
74105248.0,33863816.0,-291509.0,-1202728.1750400001,-1492959.0,-0.014780001,-0.07587,-0.05,0.06
79208288.0,17815380.0,-17087138.0,-1915256.40384,-18199932.0,-0.06634,-0.17869,-1.25,
740701.0,548653.0,,-850502.5162399999,6296515.0,-0.0070700003,0.088870004,1.53,
124217480.0,26342552.0,-229521.0,-19797781.9624,1169273.0,-0.0099,0.082370006,0.07,
1828976.0,825204.0,-4098590.0,-4131053.22192,-8278305.0,-0.086780004,-0.47807,-101.0,
9649145.0,7217722.0,3966579.0,1073563.91129658,-2333657.0,0.00433,-0.09949,-2.61,-0.35
20286590.0,12316396.0,-2519812.0,-6520921.4896,-425709.0,-0.02982,-0.01042,-0.0,
35142000.0,22302000.0,-10778000.0,-8799556.8,-15454000.0,-0.07311,,-0.15,
,,,,-5410384.0,-3.91533,,-9.39,
3803819.0,2175048.0,-3628271.0,-2609571.9867599998,-3924586.0,-0.19256,,-7.25,
,,,,,,,,
,-123815.0,,,-1312312.0,-0.19183001,-0.39718,-0.02,
1743723.0,1369730.0,-2140408.0,-5423100.590609999,-3585062.0,-0.11156,-0.58125997,-0.07,
,,-56915000.0,,-59853000.0,-0.49291,-1.03802,-1.54,-1.63
2886118.0,2587915.0,-5467882.0,-5412336.7967882,-4427545.0,-0.37322,-1.49306,-4.19,
65085000.0,-63606000.0,-137240992.0,-144132034.2,-169756000.0,-0.40862998,-13.410971,-0.66,-0.38
29251000.0,13405000.0,6234000.0,-480008.91000000003,-2440000.0,-0.0004,-0.120620005,-0.38,0.4
210119232.0,23917300.0,9577217.0,10129848.594958464,6638488.0,0.03596,0.16794,1.62,
7173681.0,7173681.0,,1758771.37077,890853.0,0.00504,0.03743,0.94,
,,-20012000.0,,-18491000.0,-0.53037,-1.29462,-0.97,
,-7761000.0,-12617000.0,,-12561000.0,-0.52867,-1.10558,-1.24,-2.21
9464501.0,603983.0,,-4694297.66169998,-1115319.0,-0.25475,-0.42231,-0.08,
615923.0,613203.0,-11278867.0,-13275690.57122,-11390793.0,-0.84739,-1.52891,-0.68,-0.39
231424000.0,7041000.0,-10700000.0,-8824197.12,-13606000.0,-0.02795,-0.03782,-4.48,
639912.0,639912.0,-5704090.0,-23809233.300216,-6876830.0,-0.55926,-1.49118,-0.68,
75000.0,75000.0,,-4611999.9,-9813000.0,,,-0.53,
9851605.0,2589228.0,-4560234.0,-5469906.2500858,-4587738.0,-0.47492,-1.71883,-0.11,
35611760.0,6336487.0,5193481.0,7768705.444,4282368.0,0.23392999,0.37797,0.2,
80741504.0,16919584.0,20724012.0,8414072.13184,-14390250.0,0.06057,-0.31058002,-0.14,
4233000.0,794000.0,-1141000.0,-829583.34,-1109000.0,-0.12401,-0.35017,-0.2,-0.22
,,,,-3088952.0,-0.99791,-2.1320798,-1.28,
21999000.0,10962000.0,-13089000.0,-45656944.59,-16529000.0,-0.95545995,-5.72578,-0.98,
8025000.0,8025000.0,,1117401.0,631000.0,0.00322,0.02,0.61,0.19
3962.0,3962.0,-6938549.0,-2335987.8306799997,-29155236.0,-0.18014999,-1.54618,-21.18,
784403008.0,423200992.0,-426516000.0,-203380011.91424,-479920992.0,-0.23447001,-0.91346,-0.13,
221030.0,-1174255.0,-7733004.0,-8122012.586,-13668706.0,-0.31004,,-0.02,
6565623.0,3800732.0,-8160607.0,-15772793.10159,-10029988.0,-0.63014,-31.45844,-2.21,
33821388.0,9729188.0,-6037587.0,-16372595.716920001,-12478870.0,-0.24926001,-2.18279,-0.18,
52338616.0,32421804.0,1794589.0,-11361143.89850616,-391970.0,0.071550004,,-0.01,
6684613.0,4012337.0,539841.0,1517139.69963387,247327.0,0.03252,0.02868,0.0,
18000.0,1000.0,-1473000.0,-6354000.0,-3141000.0,-3.0626001,,-0.01,
,,-1036703.0,,-1226078.0,-0.052699998,-0.096599996,-0.01,
10831000.0,1224000.0,-9827000.0,-9244800.05,-14235000.0,-0.26414,-0.39098,-0.61,-1.69
,38495.0,,,-4177778.0,-2.6896398,,-0.01,
,,-3147050.0,,-30232312.0,-0.03051,-0.47551,-0.12,
19917000.0,12302000.0,-37713000.0,-40977434.97,-30658000.0,-0.64736,,-14.22,-0.42
55845.0,55845.0,-619917.0,-683836.0420949999,-758216.0,-0.49673998,,-0.08,
,,,,-12578000.0,-1.22675,-3.3412101,-0.82,-1.18
26253.0,26117.0,,-4784488.223669999,-5493103.0,-4.82736,,0.0,
101382000.0,24295000.0,-11517000.0,-39708287.940000005,-58357000.0,-0.08823,-3.32983,-28.33,
37904380.0,3598913.0,154590.0,-443481.246,-25022630.0,,,-0.78,
16069911.0,7155037.0,-2942613.0,-39467380.01778,-12512031.0,-0.0291,-0.16628,-1.05,
29625380.0,18307680.0,8689928.0,671014.91625076,-184625.0,0.27502,-0.98344004,0.0,0.11
4000.0,1370.0,,-14346.0,6627.0,-11.10559,,-0.0,
,,-6747783.0,,-8176629.0,-0.86847,-2.0153,-0.09,
50322000.0,23987000.0,-12935000.0,-16001389.559999999,-21655000.0,-0.11993,-0.85328,-0.14,-0.1
,,-33333000.0,,-18567000.0,-0.41137,-0.79712,-0.02,
,,-3733671.0,,-4296159.0,-2.2753,,0.0,
,,-38262020.0,,-29072032.0,-1.11743,-2.73876,-24.28,-2.83
6124868.0,-348769.0,-690239.0,-1326585.1601200001,-442581.0,-0.15154,-0.44678003,-0.0,
4084669.0,632856.0,5959.0,27326.43561,-5724.0,-0.02563,-0.02305,-0.0,
,,-4657791.0,,-5758440.0,-0.48558,-4.15861,-0.01,
8127066.0,5419317.0,-2028007.0,3662624.83422,2105530.0,-0.16423,0.42064,0.16,-1.75
32159000.0,9633000.0,2817000.0,-563104.0900000001,215000.0,-0.00478,0.00528,-0.03,
153493072.0,32872104.0,624952.0,-5990834.60016,-2660408.0,-0.010729999,-0.05567,-0.02,
18658000.0,13698000.0,-15826000.0,-21900012.2142,-31001000.0,-0.32341,-0.94926,-1.23,0.08
139800736.0,119439280.0,35448584.0,25461908.047679998,-4693270.0,0.08826,-0.00575,-0.2,-0.13
56255128.0,1199487.0,-9552908.0,-9614001.3752,-10261514.0,-1.36554,-5.11349,-2.66,0.05
,-17739.0,-8009439.0,,-11286836.0,-1.10775,,-0.06,
19685000.0,7101000.0,-876000.0,747439.45,-1861000.0,-0.11462,-0.31537,-0.32,
42625000.0,16676000.0,8472000.0,6998599.17625,-6216000.0,0.002,-0.09996,-0.71,0.19
10271537.0,8746607.0,-485833.0,37901.97153,-2690279.0,-0.034560002,-2.1734,-0.04,
5588000.0,1325000.0,-25450000.0,-17449592.8376,-47688000.0,-0.28853,-1.71812,-2.07,0.48
,,,,-9037939.0,-3.26058,,-14.66,
,,-355156.0,,-4854649.0,-0.07369,-0.101780005,-0.04,
1812499.0,856253.0,,223444.87672,133084.0,,,0.03,
432983.0,-77250.0,-6551575.0,-18907127.979670998,-3249237.0,-1.25743,-3.24075,-0.45,
,,-4218480.0,,-4407209.0,-0.51578,,-0.02,
,,,,-1182964.0,-0.57126,-0.95712996,-0.01,
9639852.0,2948789.0,-687603.0,-392149.17936,-189194.0,-0.02945,-0.01451,-0.01,0.11
8064925.0,5845457.0,-937202.0,-3452029.84775,-54545500.0,-0.070199996,-28.89022,-0.06,
128073.0,128073.0,,58320.59944854,24264.0,,,-452074.34,
2791606.0,1607799.0,-11196470.0,-12533529.29032,-9634874.0,,,-0.04,-0.09
5388071.0,-10481809.0,,-26659528.739479996,-14607564.0,-0.69385004,-1.44678,-1.35,-1.46
,,-61203000.0,,-60927000.0,-0.53122,-1.0588,-25.97,-1.43
8299133952.0,2246285056.0,294808000.0,1103535841.59744,148763008.0,0.0004,0.22958,0.19,
,,-3632954.0,,-4056990.0,-1.11412,,-2.63,-0.55
19140672.0,8683466.0,-1883300.0,-2833010.86272,-2401081.0,-0.18982,-1.8740699,-0.02,0.0
18028000.0,18028000.0,667000.0,399861.003944,544000.0,0.00735,0.021659998,0.1,-0.67
18964000.0,3857000.0,299000.0,65994.72,-1270000.0,-0.00699,-0.09887999,-0.04,
19435000.0,3784000.0,-5260000.0,-22784039.2,-21319000.0,-0.08008,-0.23819,-2.84,
56703836.0,42362272.0,-9034291.0,-15129150.48316,-135442432.0,-0.04847,-1.8979601,-0.43,-0.01
,,-506877.0,,-601420.0,-0.01509,-0.02495,0.0,
10745014.0,-21569066.0,-49261328.0,-27429656.838919997,-81739608.0,-0.34789002,-2.01867,-16.22,-1.79
662952000.0,153716000.0,-19929000.0,-25430838.72,-151123008.0,-0.03966,-1.4487399,-129.7,-2.33
347977.0,49282.0,-464910.0,-238214.61489,-486519.0,-0.95611,,-0.03,
11105360.0,4702877.0,-4217800.0,-15672882.403864002,-4398477.0,-0.19846001,-1.1287999,-0.29,
22111000.0,3035000.0,-859000.0,-1185591.82,-865000.0,-0.05752,-0.119619995,0.0,
,,,,-1040759.0,-0.05278,-0.060900003,-0.01,
60000.0,-13415000.0,-28879030.0,-24924552.0,-30441250.0,-0.73985,-2.54581,-0.84,-0.54
388.0,-2389355.0,-5255042.0,-7762084.723999999,-4574544.0,-0.4418,-0.73737997,-1.38,
-126748000.0,-146730000.0,,-138678789.24,-155378000.0,-0.13188,,-1.14,
16285283.0,3177567.0,-12132141.0,-15774902.23078,-14201259.0,-0.28653,-1.71307,-0.35,
177807008.0,66308000.0,6790000.0,-1226868.3551999999,-12819000.0,-0.0029499999,,-0.48,
2381851.0,2186515.0,816400.0,1092602.76217553,478561.0,0.18551001,0.38002998,0.02,
44141420.0,7310588.0,-2299687.0,-2408355.8751999997,-2071949.0,-0.05703,-0.0862,-0.59,
52414000.0,12701000.0,-3040000.0,-1445053.98,-1967000.0,-0.07168,-0.48501,-0.49,-1.3
30716520.0,3429289.0,-1882232.0,-2424762.2116660797,-4028722.0,-0.17518999,-4.9892,-0.01,
16666899.0,6040249.0,-9427758.0,-20392950.94044,-14975820.0,-0.08085,-0.16826999,-119.75,
,,-17067000.0,,-24657000.0,-0.41027,-1.50584,5.75,-46.92
2947000.0,1339000.0,-12613000.0,-14928323.2,-12656000.0,-0.94348997,-3.3548002,5.52,-9.16
69043.0,31172.0,-37402.0,-150591.7723986,-58776.0,-0.47275,,0.0,
,,,,,,,-3.46,
850000.0,697000.0,-383250.0,-1588522.5,497000.0,-0.56404,,0.0,
32960900.0,9593106.0,1004735.0,224134.12,870059.0,0.02266,0.04478,0.15,
448196.0,381155.0,-757553.0,-859760.94092,-660588.0,-0.11545,-0.20354,-0.05,
115000.0,-1517000.0,-21597000.0,-3397726.52,-17456000.0,-1.33791,,-6.6,-0.02
96909640.0,33206662.0,14882546.0,15823406.0192,10843589.0,0.04995,0.070879996,0.4,
674000.0,674000.0,-8123000.0,-7598500.76,-7880000.0,-0.53182,-1.34943,0.0,-0.73
,,,,-9828000.0,-0.11736,-0.36029,-0.61,
6671828.0,2874774.0,1132226.0,1173040.86567828,1400195.0,0.05461,0.1175,0.11,
147134000.0,105859000.0,26256000.0,17251461.5,21305000.0,0.040009998,0.07005,2.32,
15662715.0,16730453.0,-24706.0,12500883.3494586,5826999.0,-0.01008,0.25452,18.83,
52176108.0,4243879.0,709524.0,-354275.77332,220643.0,0.017970001,0.03618,0.01,
457081.0,-59754.0,-1844736.0,-1579685.64843,-2128150.0,-0.98977,-2.18298,-0.01,
,-32445.0,-915157.0,,-926769.0,-0.12956999,-0.23113,-0.02,
514675008.0,82430024.0,39463176.0,-31585605.240960002,-51018740.0,0.0047,-0.55844,-9.0,1.45
319760.0,-8191.0,-1062511.0,-1073319.2064,-1823533.0,-5.7157097,,0.0,
2861848.0,-2112035.0,-8900135.0,-9793673.1332,-11251942.0,-0.84342,-26.58607,-0.51,
22881936.0,9612638.0,-5178766.0,-6462316.36512,-7120299.0,-0.109110005,-0.49662998,-1.1,
,,-1708937.0,,-2767669.0,-0.20326,-0.97968,-0.05,
14462544.0,11318123.0,-1044222.0,1052583.95232,-5748001.0,-0.11457,,-0.09,-0.43
811.0,-6180.0,,-42459.332434,-68097.0,-1.5926801,,-0.0,
174813.0,118227.0,-8997431.0,-4014096.138177,-8850856.0,-1.38672,-2.42011,-0.77,-0.41
377846.0,202765.0,-2323691.0,-2482451.8851062,-5164910.0,,,-0.35,
18656148.0,11757328.0,-8891358.0,-4708438.63224,-9637502.0,-0.31892002,,-0.94,
46009520.0,2919312.0,2356876.0,971260.9672,727447.0,0.03964,0.12505999,0.03,
24638000.0,10194000.0,-1846000.0,-3147258.1199999996,-2004000.0,-0.06301,-0.110410005,-45.26,
3188401.0,1016331.0,-2171802.0,-360321.19701,-2140583.0,-0.35407,,-0.01,
,,,,-10503000.0,-1.0383999,-3.56457,-18.93,-0.88
375000.0,375000.0,-16021000.0,-16813000.125,-16460000.0,-0.30345,-0.90829,-0.04,-1.64
9289000.0,5938000.0,-12164000.0,-6993780.989999999,-9454000.0,-1.71796,,-0.42,
,,,,-5127658.0,-4.4045,,5.52,-0.64
12009378.0,1012059.0,-4783073.0,-15441898.41996,-8334700.0,-0.23628001,-3.11651,-0.2,
6069007.0,506516.0,-5530718.0,-4605405.27188,-7412429.0,-0.11612,-0.55731,-1.01,
17631488.0,4984202.0,-1769159.0,-2432969.02912,-1410465.0,-0.07391,-0.12252,-0.12,
2559000.0,2559000.0,-1886000.0,-857469.72,-544000.0,-0.03613,-0.0198,-0.05,0.35
,,,,-2670512.0,-0.69125,-1.4203999,-0.01,
4203000.0,2302000.0,320000.0,511421.04,-669000.0,0.00347,-0.041160002,-0.11,
,,,,-138714.0,-1.87906,,0.0,
13274000384.0,5308000256.0,4824999936.0,1967472336.9164798,1264999936.0,0.02538,0.07318,,
1983000.0,-571000.0,-3193500.0,-8810012.91,-3012000.0,-0.23507,-0.65946,-0.44,
4566405.0,687451.0,-2446463.0,-2952546.1449,-2415662.0,-0.17066999,-0.93127996,-0.75,
,,,,,,,,
50.0,50.0,,-3210379.0,-4070285.0,-1.24737,,-0.38,
,,,,-11284225.0,-0.06376,-0.69267,-0.41,
,,,,,,,-0.01,
25571810.0,6485371.0,5930657.0,5385678.9041,3173703.0,0.11441,0.1863,0.23,
19275672.0,1679665.0,-5470551.0,-15476437.048799999,-6981068.0,-0.30815,-1.07145,-0.28,
24085.0,24085.0,,506535.24775,-7564848.0,-0.44037,-0.82866997,-0.07,
,,-3060571.0,,-3224604.0,-0.75498,-7.85715,-0.06,
50957976.0,-288119.0,-8146564.0,-20614538.082300723,-14040769.0,-0.05945,-0.14008,-103.25,
,,-2433000.0,,-3277000.0,-0.14891,,1.99,-0.35
138083.0,138083.0,-1493509.0,-324755.99925339996,-6685217.0,-0.05052,-0.54193,-0.04,
,,,,-228524.0,-0.99696,,0.02,
27891000.0,14229000.0,-42371000.0,-29947403.430000003,-74114000.0,-0.38061002,-1.55819,-8.02,
33257.0,6522.0,-7113270.0,-1469673.05723,-6972700.0,-0.99419,-1.8339701,-0.75,
18188012.0,18188012.0,880812.0,-1022711.9147600001,-6622141.0,-0.008450001,-0.20476,-0.55,0.39
849701.0,758026.0,,-460121.58851000003,-5021428.0,-10.381109,,-0.15,
13337856.0,13337856.0,,229144.379417856,-650295.0,-0.0050199996,-0.084,-0.06,
770000.0,-21480000.0,-35343000.0,-35462071.26,-38836000.0,-0.304,-2.38265,-28.99,-0.74
605200.0,571980.0,-12886789.0,-6595318.3,-10723626.0,-0.66418,-1.37092,-1.26,-1.71
,,,,,,,,
,,,,536306.0,,,,
1683000.0,-943000.0,-33154000.0,-24647535.0,-34938000.0,-0.81808,-3.2957299,-318.32,
5543000.0,-1010000.0,-6392000.0,-11995994.31,-5886000.0,-0.27005,-0.37748,-3.46,
530024.0,530024.0,-12793624.0,-3359318.6132,-16243608.0,,,-1.16,
,,,,-36367.0,-38.008358,,-0.01,
,,,,,,,-0.08,
35261236.0,14025102.0,,4555046.46648,1131591.0,0.23797001,0.58629,,
3789710.0,360194.0,58031.0,-335692.51180000004,73210.0,-0.02384,0.21225001,0.01,
69573000.0,34814000.0,-2074000.0,-12168317.7,-10287000.0,-0.046279997,,-0.32,
,,,,-299964.0,-0.00459,-0.00658,0.0,
82544.0,82544.0,-3930381.0,-1849701.173936,-3874066.0,-0.64688003,-1.0729699,-1.31,
267000.0,267000.0,-4588000.0,-5338998.75,-7162000.0,-0.25063,-0.72468,0.08,
9300.0,-836673.0,-11981896.0,-12829335.12,-37686504.0,-1.4758201,,7.81,
18724190.0,1545949.0,-4248413.0,-10711547.3733,-9524783.0,-0.044749998,-0.2618,-16290.0,
,,,,,,,-0.05,
488000.0,548000.0,-11672000.0,-11763000.88,-43720000.0,-0.27194,,-17.76,-9.6
,,-449446.0,,-617656.0,-0.38849,-12.42694,-0.03,
51257244.0,49439672.0,-522951.0,-207591.8382,-14394979.0,-0.02999,-1.01622,-1.36,0.36
12483000.0,12483000.0,,-1436169.15,30000.0,8.0000005e-05,0.0016500001,0.01,
,,,,,,,0.44,
292336992.0,118492000.0,-20831000.0,-9407404.40256,-49747000.0,-0.1225,-1.87852,-17.87,-0.27
67429264.0,8134965.0,-9425103.0,-8162311.7329073595,-11239433.0,-0.24535,,-0.12,
29545000.0,3632000.0,-3399000.0,-672148.7795449999,-4788000.0,-0.14243001,-0.608,-0.64,0.96
52373000.0,11194000.0,-12088000.0,-9083049.91373,-13073000.0,-0.30573,-2.12199,-34.71,0.34
18399688.0,2336436.0,-15729756.0,-42570990.131840006,-17438652.0,-0.27018,-10.18966,-0.61,-0.45
451000.0,3000.0,-1973000.0,-904227.94,-1027000.0,-0.24736,-0.26832,-0.3,
,,-24266070.0,,-19434662.0,-1.31536,-6.88166,-7.69,-0.39
13902861.0,1703065.0,-2821511.0,-6416587.43733,-3313705.0,-0.13164,-1.22182,-0.57,
7506551.0,1311708.0,-3047070.0,-3785103.27624,-3690287.0,-0.14686,-0.25415,-0.2,
18073000.0,4532000.0,-1550000.0,-9070477.24,-7577000.0,-0.13356,-0.64293,-0.76,
718761.0,718761.0,-13177304.0,-6406230.54168,-18759852.0,-0.81071997,,-1.3,
52277000.0,8444000.0,1641000.0,32934.51,-2368000.0,-0.00963,-0.15703,-0.67,0.26
1976000.0,564000.0,-12162000.0,-5577378.5600000005,-13695000.0,-0.79064006,-2.3247302,-30.6,-2.56
,,-62691500.0,,-65919000.0,-0.77234,-1.8372099,-1.58,-1.25
2761798.0,1626872.0,518876.0,152175.0698,379430.0,0.14545,0.22145,0.01,
,,-17836824.0,,-17911584.0,-0.48284,-1.0164,-12.12,-4.41
23127920.0,5306422.0,2159149.0,656370.39272792,694584.0,0.01824,0.040260002,0.12,
22071000.0,7393000.0,-344000.0,-1572338.04,-3787000.0,-0.05508,-0.28374,-0.35,-0.18
6541626.0,4413498.0,-5729396.0,-4157857.68184878,-7352594.0,-0.22364001,-0.52771,-0.83,-0.01
1279.0,1279.0,,-162566.38691,-557134.0,-78.50034,,-0.03,
653244.0,538425.0,-15322004.0,-122210683.941,-14928448.0,-1.10782,-8.12366,-0.9,
551914.0,359372.0,-994028.0,-356911.74552,-1220920.0,-0.46897998,,-0.21,
9444000.0,5754000.0,-17328000.0,-32808269.0088,-14253000.0,-0.31551,-0.98375,-1.97,-3.46
,,-3165505.0,,-3025711.0,-0.48923,-0.79713994,-0.03,
4574000.0,3726000.0,-5170000.0,-5549314.0200000005,-4900000.0,-1.94535,,-0.77,
3208000.0,2620000.0,-8048000.0,-3909397.1199999996,-9762000.0,-0.62654996,-3.50647,-0.33,
3256679.0,2776391.0,-1037369.0,-4587813.6487921,-1096868.0,-0.11123,-0.22246,-0.14,-0.07
,,,,-43216.0,,,0.0,
7553000.0,3359000.0,-277000.0,-2584107.89,-1049000.0,-0.04555,-0.094689995,-0.48,
1698426.0,1157348.0,-8019109.0,-71906974.90092,-9274651.0,-0.42144,-0.88922,-0.88,0.04
463632992.0,176680992.0,40661000.0,-70041036.10144,-359308992.0,-0.01764,-0.77469003,-3.24,-0.93
,,,,-5389699.0,-0.056950003,-0.90035003,-0.12,
,,-2008409.0,,-11745979.0,-0.262,,-0.22,-0.06
2309218.0,1617234.0,-416070.0,-1829270.2001565401,-431544.0,-0.05712,-0.124910004,-0.02,
0.0,0.0,-11364169.0,0.0,-10359991.0,-0.90941,-3.91406,-3.06,-5.06
,,,,-7075665.0,-0.23118,-0.63614,3.87,
3052532.0,1246859.0,-9454428.0,-10423267.9536664,-10568733.0,-0.59153,-1.92868,-2.0,0.35
3279526.0,880859.0,-656650.0,-1392027.60596,-1047885.0,-0.16952999,-0.76359004,-0.02,
19911052.0,-2322262.0,-8445887.0,-7631109.78952,-14245832.0,-0.23349,-1.61235,-0.67,
16270096.0,2081327.0,-4465060.0,-4595488.940601921,-4351007.0,-0.35985002,-6.27143,-0.58,
3773324.0,2261397.0,-4365919.0,-3176723.8932929602,-3932965.0,-0.35941002,-1.31256,-0.86,
9094000.0,3804000.0,-2309000.0,-6364344.96,-2347000.0,-0.19631,-0.60427,-0.45,
2352161.0,793488.0,-3188072.0,-4195008.578670001,-3287605.0,-0.70164,-2.00002,-0.01,
20313818.0,2415159.0,266016.0,-1839213.08172,-27056.0,0.013150001,-0.00585,-0.0,
4782000.0,-1174000.0,-35300000.0,-20695730.88,-42115000.0,-0.64621,-3.09535,-10.01,-0.45
9565619.0,2982444.0,-908386.0,-1850468.8998938098,-1258567.0,-0.05999,-0.14506,-0.38,
,,-3377148.0,,-1960192.0,-1.9865401,-4.13343,0.01,
,,,,-136429.0,-0.34151,-0.90176004,-0.0,
1912000.0,1110000.0,-2535000.0,-2274151.92,-2823000.0,-1.6280999,,-0.02,
382864.0,253059.0,-681537.0,-581777.16256,-1086267.0,-1.4497501,,0.0,
8950000.0,2080000.0,-18142000.0,-10157265.5,-18650000.0,-1.63688,,-0.68,
14533449.0,2205435.0,-546294.0,-288779.63162999996,-2070374.0,-0.0623,-0.2673,-0.33,
6051074.0,1881516.0,1054810.0,533281.15162,884609.0,,,0.06,
921.0,921.0,-1154631.0,-294385.98093,-9036549.0,-1.87809,,-0.9,
,,,,-32494.0,,,-0.0,
0.0,-5244000.0,-8806000.0,0.0,-8794000.0,-2.22284,,-1.68,-1.27
321837.0,-188660.0,-389018.0,-485896.62912,-559945.0,-0.68378997,,-0.01,
,,-12956251.0,,-12881734.0,-1.02623,-2.12379,-2.31,-2.12
581862.0,277474.0,-1604267.0,-2142264.59988,-2091529.0,-0.31289,-3.85907,-0.06,
3587000.0,1440000.0,-922000.0,-128235.24999999999,919000.0,-0.03526,0.05639,-0.23,-0.4
38333252.0,2697752.0,-6139618.0,-8967297.25702748,-10599804.0,-0.12776,-1.28441,-235.75,
44290000.0,10463000.0,-44497000.0,-30033049.0,-47922000.0,-0.072859995,-0.16936001,-2.34,
,,,,-411844.0,-0.064380005,-0.06559,0.0,
25617680.0,1532975.0,-3500893.0,-1465331.296,-5053709.0,-0.11406,-0.22362,-5.22,
1003653.0,397486.0,-37471464.0,-49642122.64032,-35991036.0,-0.38091,-0.634,-1.15,-1.17
,,,,-522284.0,-0.184,-0.51423,-0.0,
10136993.0,423753.0,-4821632.0,-11558605.9120193,-17635620.0,-0.15016,,-0.06,
9551559.0,1347285.0,-2981872.0,-2630308.50845118,-2933188.0,-0.18847,-0.34370998,-1.64,
41024264.0,12756097.0,7490033.0,12383994.57368,3860394.0,0.03703,0.03201,0.27,
4990695.0,1687483.0,-7531928.0,-2210428.8222639,-8330480.0,-0.42114,-0.95950997,-0.49,
2017642.0,1562871.0,-1532690.0,-485263.07742,-19240630.0,-0.17930001,-3.64181,-0.02,
85668000.0,51425000.0,-9899000.0,-19830428.64,-11827000.0,-0.13705,-0.42867002,-1.56,-2.24
10478550.0,1864234.0,99295.0,-517430.799,-230515.0,-0.02384,-0.12388,-0.01,
,,-21124000.0,,-23890000.0,-0.69045997,-1.65558,-9.16,-0.3
563726.0,238422.0,-1395183.0,-960769.5526926,2109273.0,-0.03026,0.07342,0.2,
315.0,-2545939.0,-5394882.0,-5681420.640000001,-4808169.0,-0.52546,-0.89929,-1.35,
609549.0,520462.0,,126975.15219,-165826.0,,,-0.3,
9351000.0,-50473000.0,-72401000.0,-82782439.29,-73313000.0,-0.45204,-1.05789,-5.85,-5.43
2356801.0,1162560.0,406522.0,586513.49686,378477.0,0.13903,0.24339001,0.0,
,,-16351915.0,,-14243726.0,-1.22863,,-563.23,
27000.0,-6018000.0,,-13354000.2,-11378000.0,-0.40348,-1.1755999,-0.39,-0.97
1664696.0,811511.0,-9679571.0,-1650958928.608,-9103742.0,-0.87714,-7.46034,-1.13,-0.12
,-3589000.0,-7444000.0,,-7085000.0,-0.56071997,-1.02178,-2.09,34.02
2503285.0,2503285.0,-27077976.0,-1052119120.3233,-28408298.0,-0.85550004,-38.91644,-28.85,
12794859.0,12363043.0,,-5315752.3760371795,-5382310.0,-0.23673001,-1.52918,-1.25,0.48
20164008.0,2707175.0,-1837285.0,-1872228.1428,-1707192.0,-0.24520999,,-0.08,
94803.0,94803.0,-198569.0,-151073.32065,966207.0,-0.05657,0.69804,0.71,
8153546.0,5282312.0,-6999254.0,-6704171.66304,-5990123.0,-0.21837999,-0.60254,-0.47,-0.12
21697000.0,12316000.0,-1422000.0,-2540067.79,-1784000.0,-0.06706,-0.08788,-0.12,0.65
2645845.0,517776.0,-5982736.0,-3801338.4284,-8388536.0,-0.57455003,-1.51766,-2.71,
,,-1916777.0,,-4005722.0,-0.08884,-0.17659001,-0.02,
