Gr M,EBITDA M,Op M,Net Inc M
0.55778,0.00164,-0.24893999,-2.69452
0.0,0.0,0.37465,0.27998
0.0,0.0,0.51318,0.42057
0.83675003,0.18367,-0.057579998,-1.24425
0.20889,0.04823,0.08322,-0.11181
0.35444,-0.44698003,0.10597,-0.80267
0.90031,-0.43576,-0.49982,-0.5241
0.45615003,0.29975,0.21554,0.31708
0.0,0.0,0.24459,0.17197001
0.30928,0.1243,0.09471,0.06928
0.60476,0.59121,0.22928,-0.3183
0.27627,-0.32685003,0.13351,-0.72764
,,,
1.0,0.0,0.89537,0.62726
0.64873004,0.07226,-0.07681,-0.0058399998
0.29572,0.25449,0.07073,0.0275
0.90641,0.02226,0.0274,0.01947
0.81491995,-0.20807,-0.28702,-0.26028
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.31587,0.07666,-0.06855,0.0374
0.55457,-0.069910005,-0.12437,-0.46322
,,,
0.0,0.0,0.34812,0.19879
0.61478,0.12001,0.07672,-0.0066299997
0.0,0.0,0.0,0.0
0.0,0.0,0.34482,0.25054002
,,,
0.7434,0.0,-6.52311,0.0
0.0,0.0,0.0,0.0
0.0,0.0,-52.939293,0.0
1.0,0.0,0.73156,0.51026
0.86162,0.68921995,0.32518002,-0.20729999
0.0,0.0,0.0,0.0
,,,
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
1.0,0.0,0.91452,1.02146
0.27556,-1.44602,-1.12732,0.0
0.27496,0.062329996,0.013200001,-0.11108
0.46023,0.0,-1.92853,0.0
0.0,0.0,0.0,0.0
,,,
0.38658002,0.3103,0.15451999,0.25156
0.59259,0.0,0.0625,-2.08333
0.89453006,-0.04923,-0.059359998,-0.07926
0.0,0.0,0.0,0.0
0.21215001,0.22054,0.06353,-0.89273
0.64696,-1.9820399,-1.41554,0.0
1.0,0.0,0.89579004,0.71720004
0.36379,0.055159997,0.03381,0.022969998
0.69584,0.0,-11.040871,0.0
1.0,0.0,0.88908,0.33338
0.41836,0.099309996,0.087139994,-0.01518
0.0,0.0,0.26391,0.165
0.0,0.0,0.0,0.0
0.47699,0.29129,0.14372,0.03049
0.54024,0.04092,0.00676,0.0273
0.47601002,0.07318,0.081420004,0.012940001
0.0,0.0,-1.01467,0.07399
0.0,0.0,0.0,0.0
0.50197,0.16895,0.16877002,-0.39381
0.53917,-0.0056800004,-0.04532,-0.11622
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.62312,0.16213,0.051459998,-0.0025600002
0.63319,0.02517,0.02031,-0.08789
0.0,0.0,-112.81679,0.0
1.0,0.0,0.87251,0.44986
0.78058,0.00449,-0.059949998,-0.05368
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.38303003,-1.50815,-1.3491,-1.9307001
0.0,0.0,-56.98,143.105
0.28777,0.18339,0.15708,0.10982
0.85863996,0.07372,0.10722,0.03178
0.0,0.0,0.0,0.0
0.62881,0.17863001,0.15166001,0.12116
0.35619,0.13659,-0.09426,-0.09798
0.61044,0.05984,0.0153,0.0271
0.61018,0.23605,0.22281,0.058709998
1.0,0.0,0.8755,0.077800006
0.16242,-0.02619,-0.00993,-0.03874
0.61044,0.05984,0.0153,0.0271
0.39394,0.25539,0.087910004,0.03573
1.0,0.0,0.71108,0.25046
1.0,0.0,0.80871004,1.90142
0.39200002,0.07791,0.038340002,-0.0043200003
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.21718,0.14061,0.09722,-0.12021
0.73117995,-0.2674,-0.4163,-0.21931
0.60822,0.57795,0.51518,0.05805
0.24099001,0.036340002,0.022909999,0.00765
1.0,0.0,0.87571996,0.41064999
0.47938,0.0,-53.82458,0.0
0.82932997,0.2032,0.09896,0.5897
0.50435,0.33416,0.32345,0.30187
0.17773001,-2.48225,-2.15416,-2.67855
0.60006,0.34480998,0.27286,0.29132
0.77694,0.21632,0.18466999,-0.97025
0.32994,0.110489994,0.0884,0.02903
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.27018,0.114250004,0.10626,0.028280001
1.0,0.0,0.82373,0.33203998
0.06848,-0.00317,0.017,-0.00226
-0.55674,0.0,-24.14324,0.0
1.0,0.0,0.77149004,1.39842
0.0,0.0,0.40116,0.28865
0.30113,0.12322,0.11171,0.07377
0.68341005,0.68964,0.52321,0.22378
0.0,0.0,-21.068459,0.0
0.61974,-0.69544,-0.60356,-0.71783996
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.76175004,0.72089,0.45485002,0.05257
0.98611,4.44085,8.65559,3.89024
1.0,0.0,0.88074,1.06503
1.0,0.0,0.85646003,0.8344
-0.48554,-1.63295,-1.6485001,-2.2000399
0.22524999,0.09894,0.11623,0.06587
0.0,0.0,-5.50805,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.34026,0.21245001
0.19604999,-0.45883998,-0.42798,-0.54973
0.23097,-0.27207002,-0.19326,-0.36255002
1.0,0.0,0.66490996,4.50408
0.0,0.0,0.0,0.0
1.0,0.0,0.79003,0.31444
1.0,0.0,0.64239997,1.05979
0.0,0.0,0.0,0.0
0.15022999,-0.09434,-0.09358,-0.15526
0.0,0.0,0.0,0.0
0.0743,0.05869,0.0365,0.12984
0.3394,0.28322,0.11704001,0.53024
,,,
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.39259997,0.0025799999,-0.17215,-0.098809995
0.2901,0.19433,0.1508,-0.04338
0.74439,-0.75514,-0.56129,-0.76047
0.70058,0.050830003,-0.01692,-0.02123
0.501,0.44236,0.35091,0.20268999
0.501,0.44236,0.35091,0.20268999
0.0,0.0,0.0,0.0
0.42421,0.04231,-0.0731,-0.00714
0.08437,0.09995,0.00963,-0.292
0.0,0.0,0.0,0.0
0.67113996,0.36261,0.15628,0.16284001
0.0,0.0,0.0,0.0
0.98879,0.0,0.70725,0.59827
0.0,0.0,0.37346,0.2721
0.0,0.0,0.12769,-0.00201
0.0,0.0,0.46109,0.28002
1.0,0.0,0.87317,-0.24075001
0.0,0.0,0.0,0.0
0.6018,0.20708999,-0.056950003,0.2757
0.61009,0.21215999,0.185,0.16905001
0.0,0.0,0.34158,0.23091999
0.22462,0.12011,0.1,0.06018
1.0,0.3168,-0.06892,0.34006
0.60313,0.24343,0.04665,0.12778
1.0,0.0,0.83375,0.93137
0.14029999,0.02736,0.05416,-0.022060001
-0.29705,-0.49015,-0.37515998,-1.15088
0.73999,0.57789004,0.31824,0.07706
1.0,0.0,0.93157,1.01491
0.0,0.0,0.0,0.0
1.0,0.0,-1.07293,23.89963
0.0,0.0,0.4764,0.33658
0.0,0.0,0.0,0.0
0.23657,-1.87117,-1.74238,-1.9789
0.17436,0.05016,0.019650001,0.021070002
0.67015,-0.22333999,-0.09101,-0.16587
0.2783,-0.02858,-0.30612,-1.86421
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.17103,0.12486,0.02332,0.0152199995
1.0,0.0,0.75808996,1.23868
0.0,0.0,0.0,0.0
0.541,-0.21996,0.09312,-0.47223
0.0,0.0,0.3434,0.19251
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
1.0,0.0,0.56969,3.6001801
0.43247002,0.22578,0.16798,0.05471
0.0,0.0,0.0,0.0
1.0,0.0,0.81361,2.7092898
0.36801997,0.21735,0.29773,0.09696999
0.57455003,0.43934,0.23682,0.1092
0.17364,0.02407,0.11571,0.03041
-0.32529998,-0.35275,-2.29982,-0.70448995
-0.051859997,-0.42183,-0.27875,-0.77012
0.81025004,0.84668,-0.036989998,0.10697
0.0,0.0,0.0,0.0
0.09263,-0.14557,-0.12267,-0.07028
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
1.0,0.0,0.87657,0.17712
0.0,0.0,0.0,0.0
0.58216,0.39698002,0.19054002,0.09363
1.0,0.0,-48.39505,0.0
0.22243,0.0,-16.06786,0.0
0.0,0.0,0.36576998,0.24915001
0.26532,-2.6138299,-5.85948,0.0
0.60957,0.0229,0.0038400001,-0.0189
0.0,0.0,-5.48155,0.0
1.0,0.0,0.49244,13.933331
0.0,0.0,0.0,0.0
0.0,0.0,-3963.7334,0.0
0.29152,-1.8964599,-3.38539,0.0
1.0,0.0,0.89746004,0.39594
0.0,0.0,0.46221,0.33146998
0.95005,0.54332,0.55556,0.03739
,,,
1.0,0.0,0.90326,0.73107004
1.0,0.0,0.71620005,1.5089
0.0,0.0,0.0,0.0
0.48990002,0.21787001,0.01671,0.060700003
0.13893,0.09685001,0.13818,0.078839995
0.0,0.0,0.0,0.0
0.82782996,0.48866,0.48122,0.14649999
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.84988,0.28313,0.15549,0.058769997
-1.30844,0.0,-73.909676,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,-10.04734,0.0
1.0,0.0,0.80367,2.9286401
0.29848,0.15799,0.15657,0.12161
0.0,0.0,0.47411,0.25523
0.31081,0.36805,0.35053003,0.28739
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.30838,0.19650999,-0.24172,-0.02595
0.29275,0.0,-14.162159,0.0
0.14739001,0.20037001,0.10614,-0.0063300002
,,,
0.37409002,0.25789,0.20411,0.103319995
0.29848,0.16759,0.07967,0.35081002
0.29923,-0.82747,-0.28096,-0.81832004
0.25053,0.07044,0.04476,0.034140002
0.37409002,0.25789,0.20411,0.103319995
0.62944,0.11933,0.07439,0.03982
0.22832,0.10154,0.05402,0.01021
0.30215,0.053590003,0.02753,0.020179998
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.57310003,0.0,-7.97438,0.0
0.0,0.0,-4584.4,0.0
0.0,0.0,0.0,0.0
0.58289003,0.14995,0.04062,-0.09684
0.21643999,0.08141,0.03952,-0.0055299997
0.0,0.0,0.35619,0.25061
1.0,0.0,0.0075700004,19.13021
0.0,0.0,0.0,0.0
0.70697,0.16579,0.32334,1.4584801
0.52637,0.31203,0.36461,0.84233004
0.58289003,0.14995,0.04062,-0.09684
1.0,0.0,0.83478,0.17165
0.3522,-0.82486,-4.1191196,-0.76111
0.21459,0.11612,0.095819995,0.05155
0.18809,0.07814,0.07107,0.06257
0.0,0.0,0.0,0.0
0.0,0.0,0.46375,0.30951
0.0,0.0,0.0,0.0
0.57382,-0.48384997,-0.66253996,-0.86902
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.37269002,0.122609995,-0.11406,0.05526
0.57545,-1.16068,-0.00986,-2.27332
0.0,0.0,0.0,0.0
0.5748,0.0,0.33571,-0.23361
0.0,0.0,0.0,0.0
0.82366997,0.62401,0.61973,0.57717997
0.44851002,-1.27964,-0.74925005,-1.44353
1.0,-0.52079,-0.52688,-0.92999
0.39501998,0.09458,-0.05535,-0.014040001
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.3165,0.23924999
,,,
1.0,0.0,0.81491,1.93054
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.28589,0.24881001
0.43673,0.10104,0.050040003,-0.23526
0.74017996,-0.28776,-0.26844,-0.38212
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.24216999,-0.028859999
0.0,0.0,0.0,0.0
,,,
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.64392996,0.076,0.109230004,-0.09422
0.0,0.0,-16.48452,0.0
0.28314,0.1539,0.12854,0.16091
0.52814996,0.18681999,0.11333,-0.07424
0.0,0.0,0.0,0.0
0.76079005,0.0,-3.82923,0.0
0.87571996,-0.00151,-0.014570001,-0.02414
1.0,0.0,0.75588,0.92882
0.0,0.0,0.0,0.0
0.14404,-0.10966,-0.13517,-0.05836
1.0,0.0,0.8166,-0.48759997
0.94023,0.30683002,0.19594,0.09664
0.5655,0.0796,0.042090002,0.021189999
0.41756,0.22205,-0.04383,0.01459
0.52522,0.13164,0.058819998,-0.03226
1.0,0.0,0.65616995,0.67216
0.0,0.0,0.0,0.0
0.98317003,0.83466005,0.58752996,0.50898
0.86073995,0.0,0.50241,0.17108
0.83574,0.31114,0.30587,0.30688998
0.33658,-0.069699995,-0.15298,-0.20802
0.0,0.0,0.0,0.0
,,,
0.71768,0.0756,0.037249997,0.03061
0.0,0.0,0.0,0.0
1.0,0.0,0.60345,0.93434
-0.37273997,-1.88434,-2.41194,0.0
0.12818,0.03382,-0.02487,0.021960001
0.0,0.0,0.13373,0.11857
1.0,0.0,0.874,0.00403
,,,
0.47053,0.03118,-0.05915,-0.00674
0.6042,-0.64432997,-0.61639,-0.66154
0.33225,0.095740005,0.06137,0.01626
0.0,0.0,0.0,0.0
0.48657,-0.47115,-0.2049,-0.48925
0.78463995,-0.33813998,-1.3539101,-0.41769
0.22393999,0.04626,0.036459997,-0.044650003
,,,
0.43673,0.10104,0.050040003,-0.23526
1.0,0.0,0.83511,0.02318
1.0,0.0,0.86333,0.03139
0.0,0.0,0.0,0.0
0.1808,0.04575,0.01773,0.01933
0.12023,0.026129998,-0.09474,-0.00963
0.16937,-1.3631301,-0.40918,-1.36174
0.0,0.0,0.47887,0.35101002
0.21062,0.18621999,0.11324,-0.20584999
0.0,0.0,0.465,0.34618
0.0,0.0,0.31308,0.23329
0.91828,0.0,-228.13838,0.0
0.17958,0.13009,0.054770004,0.03917
0.0,0.0,0.0,0.0
0.75738996,-0.22196,-0.29014,-0.2929
0.0,0.0,0.0,0.0
0.0,0.0,-73.19128,0.0
-2.66587,0.0,-2.79172,0.0
0.20013,-0.29027,-0.64594,-0.29148
0.90904,0.04812,-0.027379999,0.08941
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.33882,0.30722,0.2919,0.22011
0.21528,0.09396,0.01721,-0.052550003
1.0,0.0,0.82543,0.19142
0.59992003,0.17903,0.07535,0.09897
0.74517995,0.07206,0.045760002,0.115959994
0.0,0.0,0.0,0.0
0.74718004,0.085889995,0.05175,0.05057
0.12099,0.09039,0.01227,0.034059998
0.0,0.0,0.0,0.0
0.32344002,-1.5599201,-1.40015,-2.1749
0.0,0.0,0.0,0.0
1.0,0.0,0.89884,0.97603995
0.30668,0.09762,0.040900003,-0.13655
0.0,0.0,0.0,0.0
0.4097,0.35085,0.34452,0.25261998
0.0,0.0,0.0,0.0
,,,
0.2744,0.03429,0.02545,-0.09396
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.20085,0.07969,-0.030469999,-0.13687
0.0,0.0,0.0,0.0
0.5522,0.39526,0.12470999,-0.09342
0.02405,0.0,-1.12194,3.57832
1.0,0.0,0.87571,1.3305401
0.0,0.0,0.0,0.0
0.60443,0.51115,0.13317001,-0.71273005
0.31772,0.13089,-0.6706,0.13579
0.46868,0.22681999,0.084189996,0.042529996
0.34264,0.03194,0.14923,0.00082
0.47025,0.0,-10.540589,0.0
0.53745,0.16229,0.18146,-0.78616
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.32369998,0.05915,0.08408,-0.00529
0.0,0.0,-8.39244,0.0
0.74517995,0.07206,0.045760002,0.115959994
0.75128,-0.01387,-0.10509,-0.00786
0.0,0.0,0.44193,0.33348
0.0,0.0,0.0,0.0
0.45196,0.12546,0.06582,0.09202
0.29283002,0.08167,0.027929999,-0.04163
0.0,0.0,0.41829,0.30334
0.0,0.0,0.60431,0.43278
0.0,0.0,0.0,0.0
1.0,0.0,0.87819,-0.36325002
0.23278,0.043720003,0.055949997,-0.00607
1.0,0.0,-28.06143,0.0
0.25654,0.18801,0.09992,-0.00074
0.58335,0.17799999,0.07156,0.05802
0.0,0.0,0.0,0.0
1.0,0.0,0.87956,0.49662998
0.39643002,-0.50668,-0.84897006,-0.98420995
0.25829,0.027560001,0.01725,-0.01759
0.82895,0.7111,0.17933,-0.33376
0.91759,0.010249999,-0.00121,-0.1022
0.0,0.0,0.0,0.0
0.37409002,0.25789,0.20411,0.103319995
1.0,0.0,0.84867996,0.03461
0.99039,0.35711,0.27091998,0.1001
1.0,0.0,0.48951,4.22148
0.0,0.0,0.0,0.0
0.48240003,0.03314,-0.20629999,-0.050479997
0.0,0.0,0.49476,0.32945
1.0,0.0,0.87883,0.2164
0.20438999,0.09413999,0.062230002,0.00214
0.0,0.0,-10.51274,0.0
0.31271,-0.03088,0.07955,-0.30044
0.121079996,-0.07642,-0.20079,0.117939994
0.15880999,0.03285,-0.10446,0.02081
0.080299996,-1.09332,-91.78812,0.0
0.14968,0.06645,0.05593,0.033069998
0.0,0.0,0.40341,0.30668
1.0,0.0,0.64792,1.97627
0.0,0.0,0.0,0.0
0.73169,0.41662,0.18398,0.10265
0.1861,-0.11630999,0.07511,-0.13498999
-0.19855,-1.81125,-1.78662,0.0
0.16947001,0.07428,0.05799,0.01725
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
1.0,0.0,-130.09883,0.0
0.94398004,-0.45643002,-0.73213995,-0.32898
0.0,0.0,0.25393,0.15426
1.0,0.0,-28.06143,0.0
0.43112,0.19749,-0.13022,0.33929002
0.0,0.0,0.0,0.0
0.21062,0.18621999,0.11324,-0.20584999
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.37477002,-0.00525,0.00274,-0.050580002
0.57378,0.48706,0.31198,0.39493
1.0,0.0,-1.3413,31.623611
0.58302,0.04571,-0.10807,0.01993
0.26005,-0.49352002,-0.55140996,-0.64361
0.6529,0.044109996,0.00612,-7e-05
0.0,0.0,0.0,0.0
0.0,0.0,-82.8931,0.0
0.0,0.0,0.0,0.0
0.13936,0.059180003,0.02574,-0.1008
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.093219995,0.02325
-0.08203,-0.62334996,-0.5404,-0.71136004
0.32044998,-0.31876,-0.31242,-0.46543998
1.0,0.0,0.88044,0.78365
0.72329,0.24087,0.12655,0.20352
1.0,0.0,0.72062,-2.7914498
1.0,0.0,0.89236,0.7122
0.61499,-0.050679997,-0.03453,-0.061290003
0.736,0.0,-19.508001,0.0
1.0,0.0,0.91099,1.2454
1.0,0.0,0.90082,0.81601995
0.25094998,0.09493,0.0915,0.0044
0.0,0.0,0.38507998,0.27252
0.55617,-0.35761002,-0.41366002,-0.50289
0.12675,0.04757,0.014730001,0.0124699995
0.65068,0.07906,0.04257,0.05663
0.2023,-2.4185898,-3.17035,-2.79384
0.0,-0.24978,-3.3789,0.0
0.0,0.0,-0.07063,-1.7769799
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.9919,-0.67280996,-0.39104,-0.69063
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.25654,0.18801,0.09992,-0.00074
0.35371,-0.20045,-0.1076,-0.35051998
0.0,0.0,0.0,0.0
0.78593004,-2.62292,-90.48214,-2.91236
0.50173,-0.634,-0.45203,-0.73426
1.0,0.0,0.87714994,0.94505
0.01751,0.019709999,-0.20148,0.005
1.0,0.0,0.87561995,0.54111
1.0,0.0,0.77472997,0.42418
-1.0088301,0.0,-4.75592,0.0
1.0,0.0,-0.78312,-1.53254
0.95041,0.0,0.00804,-0.0063099996
1.0,0.0,-13.95751,0.05056
0.93015,-2.1397,-1.8238499,1.4651401
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.46133998,0.34555
0.37680998,0.2182,-0.10504,-0.22622
0.11542,0.02468,0.01658,0.01102
0.0,0.0,0.3856,0.32773
0.1384,0.07617,-0.10245,-0.07159
-0.10423,-0.9146,-0.83912003,-1.13666
0.21062,0.18621999,0.11324,-0.20584999
0.0,0.0,0.0,0.0
1.0,0.0,0.80155,1.94381
0.0,0.0,0.0,0.0
0.21062,0.18621999,0.11324,-0.20584999
0.63768,0.56896996,0.26293,0.0444
0.0,0.0,0.0,0.0
0.2534,0.051030003,0.10623,0.04573
0.41474998,-0.11964,-0.19358,-0.16137
0.28957,0.16259001,0.15645,0.09482
0.0,0.0,0.65,0.46301997
0.43664002,0.17198999,-0.0293,0.15176
0.0,0.0,0.0,0.0
0.72773004,0.0,-3.95104,0.0
0.29087,0.0,-1.05348,0.0
,,,
0.74017,0.3335,0.25163,0.04205
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.26683,0.18044001
0.65275,0.0,-14.81343,0.0
1.0,0.0,0.80367,2.9286401
0.0,0.0,0.0,0.0
0.37409002,0.25789,0.20411,0.103319995
1.0,0.0,0.87754995,3.48565
0.0,0.0,0.37338,0.27906
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0467,-0.04783,-0.048010003,-0.78656995
0.0,0.0,0.0,0.0
0.68992996,0.53172,0.34745997,0.19158001
0.21062,0.18621999,0.11324,-0.20584999
0.67487997,0.0582,-0.24517,-0.02957
0.84670997,-0.84101,-0.65388,-0.86607003
0.70066,0.14771,0.12543,0.05718
,,,
0.17198,0.01114,0.03469,0.01159
0.25895,0.104399994,0.07378,0.029930001
0.85706,0.0,-1.00649,-2.57479
-2.57379,0.0,-7.11627,0.0
0.09192,-0.045539998,0.01352,-0.05035
0.2814,0.09395,0.09382,0.08127
0.47891998,0.35740003,0.13901,-0.45122
1.0,0.0,0.54848,0.58805
0.62701,0.47416002,-0.56536,0.31723
0.0,0.0,0.0,0.0
,,,
0.0,0.0,-98.7608,0.0
1.0,0.0,0.92279,1.04207
0.0,0.0,0.0,0.0
0.79493,0.79769,-0.07675,-0.16486
1.0,0.0,0.2982,2.45089
0.68464,-1.33129,-0.89109004,-1.8354601
0.0,0.0,-0.93481004,0.13559
0.0,0.0,0.0,0.0
0.36768,-0.59468,-0.53678,-0.82061
0.0,0.0,0.29587,0.15894
-0.047519997,-0.05939,-0.11038,-0.41644
0.76985,0.10965,0.03778,0.03805
0.0,0.0,0.0,0.0
0.67825997,-0.06566,-0.087139994,-0.06934
0.72299004,0.42664,0.25952998,0.49576
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.47555,0.0,0.04646,0.0
0.52712,0.16674,0.15716,-0.00548
0.0,0.0,0.0,0.0
0.56047,0.23825,0.04427,-0.06264
0.70992,0.62821,0.11648,0.16816999
0.0,0.0,0.0,0.0
0.53064996,0.16749,0.02525,-0.078439996
1.0,0.0,0.6714,-0.22603
0.028169999,-0.08993,-0.066350006,-0.25964
0.2366,-0.38085,-0.32915002,-0.55235
0.63822,-0.38629,-0.27148,-0.24913
0.0,0.0,0.32319,0.2218
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.78593004,-2.62292,-90.48214,-2.91236
0.0,0.0,-8.39244,0.0
0.45183998,0.2651,0.14555,0.15105
0.0,0.0,0.0,0.0
-0.00947,-0.10435,-0.46490002,-0.78911
0.0,0.0,-61.40756,0.0
0.22437,0.064050004,0.06289,0.07187
0.12375,0.18136999,-0.34969002,0.22886999
0.0,0.0,0.0,0.0
0.74627995,0.53856,0.50411,0.12591
0.80221003,0.0,0.13078,0.64943004
1.0,0.0,0.58379,0.24756001
1.0,0.0,0.84643,1.0141001
0.12036,-0.11354,-0.02883,-0.14641
-0.90026003,-1.46339,-2.5025,0.0
0.15695,0.03559,-0.08401,-0.05973
0.0,0.0,0.0,0.0
0.60303,0.05791,0.025179999,-0.027190002
0.0,0.0,0.39266,0.25779
0.0,0.0,0.45349,0.32496
0.25844,0.02809,0.02577,-0.03528
0.45331,0.14152999,-0.08162,-0.24573
1.0,-2.39306,-3.08151,-2.3145301
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.67779,-0.94573,-1.00922,-1.05319
0.11576,-0.017860001,0.01885,-0.064050004
0.4177,0.07314,0.07577,0.03273
0.0,0.0,0.0,0.0
0.0,0.0,0.40952,0.058790002
1.0,0.0,0.40050998,0.74674004
0.10795,-0.05771,-0.0844,-0.2193
0.0,0.0,0.37513,0.30395
0.27368,-0.17669001,-0.22002001,-2.3407001
0.52712,0.16674,0.15716,-0.00548
0.84373003,0.71271,0.29308,-0.01239
0.58518004,0.0,-2.17049,-1.6719099
0.86403,0.0,0.67857003,0.55496
0.6808,0.0892,-0.15443,-0.12493
0.56092,-0.053460002,-0.06527,-0.09807
1.0,0.0,0.39924,4.18078
-0.91928,-1.5584599,-4.3355303,-1.42104
0.0,0.0,0.06801,-0.07064
0.27677,0.15225,0.11625,0.12926
,,,
1.0,0.0,0.104370005,3.1847298
1.0,0.0,0.82716006,0.00114
0.47744,0.12652999,0.10755,0.06661
0.70013,0.28125,0.10087,0.20577998
0.21002,0.03115,-0.0040599997,-0.03387
0.89892,-0.28052,-0.28305,-0.36145002
0.119969994,0.07914,0.13383001,0.02535
0.22232,-0.49662,-0.92858005,-0.44731998
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.39269,0.071339995,-0.17095,-0.11705
0.35291,0.32102,0.07639,0.14476
-0.0095999995,-0.05336,-0.00097000005,-0.08234999
0.0,0.0,0.0,0.0
,,,
1.0,0.0,0.65665,2.18866
0.0,0.0,0.0,0.0
0.59345,0.0059100003,-0.01113,-0.00098
0.55681,-0.45449,-0.8617,-0.56047
0.0,0.0,-10.86258,0.0
0.74814004,0.35301,0.04072,0.40623
0.55396,-0.13014,-0.15764,-0.14782
0.53165,0.0,-45.275803,0.0
1.0,0.0,0.88329005,0.82064
0.0,0.0,0.30898002,0.17907
0.0,0.0,0.4029,0.29155
0.56694,-0.31492,-0.21145001,-0.43919998
0.0,0.0,0.0,0.0
0.0,0.0,0.0872,0.09917
0.97824997,0.00232,-0.057740003,-0.04892
0.0,0.0,0.0,0.0
-0.69377,-1.16079,-24.02513,-0.92296
0.74908996,-0.26553,-0.2391,-0.25343
0.36648998,0.07117,0.06026,0.00925
0.0428,-0.00759,-0.05765,-0.14031
0.22206,0.07913,0.08962,0.045689996
0.5748,0.0,0.33571,-0.23361
0.69758004,0.0,-7.8644896,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
1.0,-0.02066,-0.01929,-0.05978
0.98849,-2.22908,-4.16192,-2.75833
0.0,0.0,-2.18557,0.0
0.54914004,0.54074,0.40789002,0.00716
0.25811002,-0.11406,-0.18080999,-0.23076001
0.47596002,0.11925,-0.06412,-0.19222
0.66261,0.107030004,0.13061,0.06066
0.0,0.0,0.25356,0.24572
0.59419996,-0.20893,-0.15289,-0.28847
,,,
1.0,0.0,0.75588995,-0.14613
1.0,0.0,0.79436994,-0.15979
0.34807998,0.16857,0.16876,0.073130004
0.0,0.0,0.41492,0.31936002
0.0,0.0,0.28100002,0.20056999
0.18121,0.07159,-0.00095,-0.023659999
0.42562,0.3488,-0.28375,0.12372
0.38845003,0.13866,0.090629995,0.035350002
0.37409002,0.25789,0.20411,0.103319995
0.48491,-0.67415,-0.64204,-0.28133
-1.5833701,-2.49858,-3.24871,-2.45868
-1.5833701,-2.49858,-3.24871,-2.45868
0.14899999,0.09109,-0.12761,-0.055999998
0.3877,0.25834998,-0.10422,0.081879996
0.0,0.0,0.0,0.0
0.85383004,-0.63005,-0.59634995,-0.64226997
0.0,0.0,0.35242,0.24383
0.32766998,0.08605,-0.00836,-0.30159
0.06884,-0.18375999,-0.19848,-0.31252
1.0,0.0,0.87191004,0.62749
0.46001998,-0.05664,-0.14449,-0.31674
0.0,0.0,-885.77783,0.0
0.37409002,0.25789,0.20411,0.103319995
1.0,0.06639,-2.93858,0.02132
0.09967,0.0069,-0.01021,-0.08871
0.60873,-0.51453996,-0.48221,-0.49803
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
-0.12282,-0.41022,-0.57228,-1.4643401
,,,
