EV/Rev,EV/FCF,EV/EBITDA
2.438,-1364.553984,12.533
1.252,66.87932445498676,16.349
,-19.379681039118232,-9.735
1.679,30.818409629714598,14.545
,,
1.024,9.815166339202966,6.322
2.369,24.221705523281372,10.35
0.405,15.226323560243502,2.011
4.799,4.844103146570202,
3.963,29.763778101221064,18.802
3.747,12.66717209881738,-58.229
2.325,11.119261260895353,93.067
0.25,,
3.589,,
1.928,18.635868223528693,14.79
0.405,15.227700307458294,2.011
1.224,11.907831011203973,8.938
9.024,-142.8102605431592,13.623
3.779,,
1.251,47.25542103559722,10.362
0.573,21.621513446199042,4.741
0.415,3.7551793707599077,1.679
0.793,12.453578289659436,37.821
1.093,10.644998251274728,11.29
6.091,-72.0963943352381,68.545
,-22.048926345866533,-52.36
3.301,,
1.553,7.727035257345277,7.366
0.2,,
4.04,-55.428670796777084,13.814
2.818,44.21349079638876,14.141
7.484,,26.493
3.917,33.770253179121944,-198.387
26.392,,
105.023,-149.63656534543313,-18.608
9.549,24.26850640777386,17.956
1.348,23.62174351939947,11.792
0.244,3.2164329499270314,0.767
1.285,293.8879279791815,7.996
2.602,-39.39834456396293,11.302
0.828,13.82892305996025,7.383
30.724,83.41914950279235,
14.081,27.56576622101224,18.2
6.741,21.42859345667073,18.888
0.873,51.541513922208146,6.066
0.634,14.898055770587494,16.114
2.555,304.01256714157404,17.321
3.575,45.3283658761062,10.958
3.911,13.767013854568853,80.593
28.159,-19.76127021513586,-82.504
47.837,,
1.083,-1738.7847429096478,6.705
2.694,47.67234532494746,12.89
2.217,10.935312119384992,6.602
2.067,15.135045185424977,6.867
6.52,36.241226670124576,27.168
1.11,41.49978710943396,7.595
1.729,26.46079103003337,11.577
,,
-0.174,,-0.926
11.25,-115.39447607746597,14.783
0.849,13.291515269861687,11.961
4.283,,
12.456,26.083169272247652,14.655
0.361,18.493099433707865,5.759
3.755,60.28860487097964,23.22
0.151,-159.06748134105288,3.766
4.398,-36.05316252474612,11.481
2.364,21.303478073389176,11.823
2.198,250.01699485012514,14.541
4.574,32.497387797298344,-18.335
14.05,113.03678030769231,118.182
-0.351,0.05385410942398582,-0.79
3.488,,16.383
3.219,-178.64265114999682,8.922
1.482,-13.610326954444377,3.367
10.835,22.763167853272197,12.908
0.287,9.713386262353492,1.799
2.326,51.25205249426418,12.996
7.843,889.5729689440993,-102.429
9.481,169.98793535038925,116.077
0.44,-19.108478976,7.464
43.189,,
-0.131,6.5040384,-0.598
2.894,43.376654978059484,12.268
0.677,5.509738151131182,7.597
43.236,,
,,-12.749
,-27.02866007342054,-15.539
3.356,,
3.132,27.297026965078906,6.667
0.623,11.292769129539254,10.793
0.401,15.751179110020363,5.657
0.836,33.868424136564784,8.016
3.777,30.327592182912724,14.514
4.131,,
2.433,20.0558180361163,11.5
0.288,9.760122125059409,1.808
-0.166,,-0.884
88.163,,
8.743,-6.244478818346825,98.78
1.539,14.733550112723764,12.678
4.791,7.8830364205333945,16.311
-1.1,,-7.3
6.154,23.284622307611485,-462.796
1.902,12.71329916181125,6.935
2.261,,
0.626,12.687503838171338,7.01
5.598,7.618312123372856,10.343
-0.32,-1.6905877848471529,-0.831
85.318,-783.6275456107802,193.887
2.955,29.69052338100982,24.006
3.818,,
,,
1.937,21.00660502618885,9.472
3.65,29.05695543626719,20.5
10.446,,
2.509,30.11845195814831,12.17
0.902,9.32192030560129,7.851
4.896,,
2.955,18.62427759268016,11.414
2.271,19.793871206063596,4.835
0.13,,1.481
0.662,6.24440735710345,24.206
2.656,16.562760814343562,10.714
,-21.513681869540402,-9.554
1.417,21.711371384042792,8.581
1.447,11.56259453460798,13.739
2.446,19.77024298567713,42.53
,,
,,
3.295,-8.682569708572888,22.389
0.211,,1.95
0.629,36.43213599137881,10.201
3.747,,
2.188,43.38347717297623,11.138
0.824,9.06624944869688,7.012
2.045,87.52791206813681,22.405
3.428,54.085475449892684,11.765
1.574,26.68324730804103,5.741
1.261,12.02965761188643,3.512
,-2057.590323374087,-1836.394
7.583,22.746870936701352,14.905
1.119,23.389008658157078,8.179
8.221,38.39544705609571,17.106
1.108,12.55233249147687,5.169
42.771,,
0.84,19.707281548073002,8.277
4.94,26.073984726337436,57.559
1.139,23.816655010111702,8.329
4.022,32.721600545899406,25.725
13.011,-11.171266901384028,33.851
7.191,45.89964949264019,29.829
2.595,32.30142968606946,15.267
1.256,19.075074205830788,9.005
1.478,54.56108397050482,9.403
6.412,23.551848540557906,28.181
1.839,16.9012534431968,3.467
20.717,,
4.08,23.379318595532194,-13.859
1.541,8.593864561502889,7.72
6.025,29.837073587120077,106.444
3.664,19.54683792409445,10.84
82.141,,
8.071,20.09531301503724,14.09
3.685,-2.8435623502487615,10.966
4.822,20.87143102230061,26.975
1.516,24.675808829932794,9.864
3.389,19.45109074119799,14.827
2.854,57.88342479501534,33.304
0.771,17.490055540808378,16.176
3.873,71.76165944300605,98.468
17.594,38.43860605536391,22.942
7.373,32.52135125806815,93.97
1.06,41.14375869344847,10.959
2.983,14.452593681704245,8.929
10.615,,
0.487,-57.99810279641009,6.498
3.686,20.173579255365073,14.813
4.095,42.621844998986425,19.673
4.548,40.07059711869692,8.121
4.75,-9.314445499221407,25.734
5.033,,
3.542,,
16.375,-11.519451711249435,21.897
1.642,10.649857674529228,28.941
0.839,63.46780572086077,356.002
0.892,12.446889754965573,6.086
2.212,,
6.153,,
5.52,-197.71194587887382,14.136
14.943,31.88130363352213,142.087
42.618,,
1.272,40.80799273103166,14.772
-0.038,-2.119900922562651,-1.992
1.352,15.305729678688525,8.381
47.314,,
2.379,,
0.537,23.20357401289593,11.42
0.568,,8.165
1044.085,6451.211067877216,-154.17
54.756,-15.913743881229976,-8.025
4.811,14.780358237772065,6.225
2.352,54.348122896066826,11.68
4.864,,
8.3,28.98817175887169,28.722
0.01,0.05621172357928861,0.019
,,
5.055,52.33692961124009,-35.554
8.238,86.41997484183028,14.501
1.738,22.127807495706104,9.169
0.347,-1.969571568746894,
6.802,-12.552448240413229,24.673
2.324,-12.885704498445431,14.523
0.621,4.670828531440519,1500.089
1.749,16.73944317231244,12.525
9.188,22.722617903106745,15.797
2.446,11.2407097668952,8.539
10.207,61.093030466526876,95.003
0.861,9.389869051977506,6.768
0.679,10.013562517256771,10.852
2.826,32.86463666458027,12.687
1.937,45.28651584682413,11.48
6.071,,
1.937,16.561739149610798,8.841
1.737,53.75319423063415,2.406
4.969,48.67526181536537,28.132
0.542,285.170552575406,11.034
1.854,-2.9849683453621574,2.513
2.638,18.072509209005773,22.181
5.668,21.395399249930964,9.421
11.477,19.230968359437306,
1.48,23.176403059996833,5.454
47.415,,
1.379,,9.852
3.154,-29.927673751031968,10.027
0.503,2.0380297666307046,3.574
3.213,22.63420932373742,5.662
2.889,14.75926368713104,7.55
2.131,23.34969791249297,11.496
2.542,36.33041174374604,13.068
3.086,-174.25447755366304,23.348
-0.044,,-0.638
4.729,53.762410859197495,25.898
323.124,-16.179729153035744,-7.681
-0.153,-3.660752281340419,-1.288
5.146,-18.818713713992786,13.181
5.656,-482.98292481950057,22.016
0.838,12.956581964316413,8.733
0.143,10.249351648410917,4.522
2.797,,9.773
2.628,52.41133796575206,13.192
1.391,5.884335990221347,4.847
1.515,60.6280339646311,7.027
3.193,15.775506051143047,10.022
,,
,,
-0.239,,
4.25,49.427782756894835,19.638
6.133,-155.94813857013574,90.836
3.702,20.137027126480216,13.412
3.235,21.708466952908328,15.678
1.836,3.8157762971380693,3.591
4.413,,
2.142,3.2898924841949584,11.375
,-48.68191571956542,
6.215,-39.46236310691668,15.992
3.229,21.66862559665433,15.649
4.547,-53.864024330390386,-30.51
2.22,8.049234639190948,6.743
-0.157,-3.7561173066584557,-1.322
5.288,-15.643451221424003,-6.871
3.009,22.59344971200425,20.491
0.848,25.083752450380018,16.593
3.861,83.70286818644425,28.54
7.923,39.35683048849963,22.703
20.581,-544.0045256285047,-1654.472
1246.153,-140.77253571803757,-825.157
0.87,36.7784524007898,8.902
2.297,47.92017715899693,14.756
1.416,,4.358
2.892,36.49239062514043,7.941
40.514,,
,,
4.4,23.408511857007607,18.044
2.315,18.82860200893896,10.682
1.647,1955.915053788864,24.677
4.171,,
7.987,27.77027852776923,-25.323
1.232,,3.792
6.789,,
4.912,-124.89425896832579,72.748
5.158,-131.16410439819003,76.4
4.31,-12.444611890814356,12.179
5.932,-12.43479363107776,8.263
3.345,598.6245313399025,10.203
1.309,,
1.875,,9.266
2.407,17.621398376488024,7.629
1.933,-53.85750826935096,19.215
1.361,20.34883832179226,7.98
4.963,,
1144.508,-8.970426903290118,-3.797
1.285,15.449222720805398,6.399
9.979,-27.244634857049306,10.182
1.468,16.655384482986683,9.398
2.494,-65.92870993865839,-200.508
31.252,-23.525074657759795,-11.588
12.245,44.56995640947479,20.903
1.075,-33.94114930820897,4.88
5.545,683.3883724434332,23.235
7.064,17.682918086941857,8.465
4.955,105.63272027997017,16.245
-1.987,-6.466057260230027,-87.98
2.884,45.07906987278106,47.599
,-10.274503246640837,-11.714
2.243,14.839605551696428,7.41
4.314,,
,-3.43659074821377,-47.102
1.584,10.648446836554225,9.235
0.617,-61.495029795493934,-138.604
3.569,20.73352287234513,-19.223
4.859,,
13.974,28.947201395216325,18.284
9.175,33.161766766201154,16.726
0.451,52.816862771269456,10.578
,,
2.324,15.252162878892733,7.019
5.268,,
3.372,61.15383302166078,-22.993
0.548,-3.109000439333089,
5.653,,
0.727,9.715541553548388,-24.606
6.539,-22.3356147931878,49.138
2.299,17.53424866305124,69.607
1.144,14.417913471766848,6.824
1.629,6.312973168747688,13.278
0.669,,
23.156,,358.584
5.458,-10.310664303503064,6.233
1.727,20.591525142328152,7.137
1.191,24.519580160989257,81.612
11.892,14.453943786132847,
0.287,-1.515466937288614,1.865
,-258.952906043677,-23.475
20.561,65.54911876143886,
4.411,,
11.925,17.118285051248566,17.955
,,
2.641,15.249175158070107,9.618
17.426,48.40285514849925,
25.636,74.35339041996903,
2.621,29.574579305634895,10.666
6.14,,-1.089
,-7.754131908606895,-4.216
0.839,-6.81340281672705,5.743
1.258,47.41857759260207,14.852
1.55,15.836559259912834,25.956
1.644,14.757926416664299,11.919
7.131,25.412580075211498,9.163
72.732,,
0.181,-7.113782833376657,-5.887
22.042,-82.28669878300767,-21.512
6.08,,
5.003,15.059920613257976,10.028
2.313,57.45061647058824,11.005
2.755,27.06515136837219,50.072
-0.126,-0.08849513989120765,-0.352
0.881,-27.925649564659203,9.846
11.362,16.13904691315635,16.209
3.397,14.661244592927778,19.356
0.747,13.49701734592881,9.469
0.421,7.614556901786658,5.342
5.174,32.58900382841556,43.899
0.437,6.421238444385556,3.513
12.675,-1758.3399643590265,94.754
0.85,31.597983537833365,16.246
3.294,8.136846980174308,6.541
5.804,470.7237872659176,25.083
0.446,44.624878780249105,6.633
0.403,8.438719376446251,4.657
,,
4.086,54.86912279053411,361.904
7.936,-6.345031444790939,-14.291
0.761,-16.1338684649512,5.373
1.638,14.301511735005583,12.433
0.624,28.623167460563657,13.371
6.839,55.186258741188475,-68.035
2.239,29.814761983958185,11.819
19.359,70.77057654750917,
2.758,4.4295289213446365,5.812
1.119,20.117338221644836,15.471
0.899,17.471180056229297,9.669
2.006,18.653339383084578,10.805
-0.062,-4.171571153897957,-0.517
6.131,,
0.566,25.48730195011338,7.105
0.447,5.164194358745241,2.91
3.828,,
,,
,,
6.546,145.8981749488472,19.21
0.231,4.2474717554621035,0.533
3.017,-18.940812936123738,23.751
1.137,19.699479731755424,20.551
3.181,297.05607706969664,15.974
2.86,12.672009010555835,14.388
,-85.03452360789831,-109.15
0.988,-12.022713420940141,7.822
,-118.92825432698295,-103.804
3.523,,
1.941,12.067489486073823,9.638
1.709,33.42274220749533,6.4
0.83,14.740555356686095,7.716
0.545,-26.083918176344085,22.133
7.6,,17.856
2.145,15.965978559093207,16.707
23.802,,-53.05
89.707,213.33512922430702,117.2
1.961,-46.13492768518868,8.011
5.28,,
1.781,2.934067855984323,11.796
0.505,2.3513729565025727,2.046
1.658,-8.496278099589263,3.377
6.871,-35.541861532024015,-21.058
4.32,45.94495498141636,24.706
4.438,30.927112879048096,25.159
1.724,26.870857624396304,11.85
1.054,10.125562042433323,7.856
2.312,-4.252832228249485,-2.661
1.725,448.36964092856954,-52.189
21.507,,
3.929,-353.5467688065874,-75.153
6.007,12.746545613261901,6.667
0.581,-27.775888309206948,7.481
4.111,132.4923551072951,-186.851
145.614,-24.841553140258373,-10.597
123.257,-33.380928838741326,-17.401
7569.982,-130.32682863922756,-69.033
1.521,41.27127347935838,14.001
1.679,23.063616663524975,19.798
1.804,20.063753492714778,14.432
50.406,249.78406759344844,
4.365,-76.1515838002385,75.671
3.314,26.469734750207866,6.812
13.969,28.658781199076106,26.093
1.334,13.640801543053378,8.138
15.528,-8.116908639773573,58.285
3.863,,
3.478,42.993446427110506,6.983
4.278,27.186297913189392,32.141
2.195,-14.075020642688099,2.39
0.215,0.7738408575979541,0.396
4.086,-6.194676659713493,5.741
0.95,26.602811525640227,6.535
4.917,-40.61048954553555,16.832
1.086,64.67916954527163,9.753
8.452,43.39010552126076,
8.244,24.262095145362046,13.556
4.948,,
3.408,23.79682063411885,11.059
3.263,-6.001654095831544,-3.755
2.65,18.503573388457575,15.823
,,
1.606,26.54393317751638,13.161
6.351,,
4.097,27.374035511900264,-5.106
0.26,,7.408
845.257,-58.22115525032516,-22.697
0.929,1.6969864381670678,2.939
0.276,4.93648288067347,2.255
3.802,36.38201091112646,15.434
,,
1.723,6.24345016327967,3.662
18.923,-103.21351766222773,6.714
2.505,44.29857575744285,21.125
0.85,11.870895136602135,9.246
3.261,-27.576933539338977,12.192
0.817,11.0289509672248,7.245
3.173,55.21333897587812,25.731
2.562,18.492089065161185,11.418
102.015,38.40892622376579,-31.271
3.545,,
,-5.346478346378365,-2.4
30.56,-4.9887984397794884,-2.738
1.153,18.09592606612098,9.137
9.254,25.35740936705037,16.245
2.771,,
4.075,,
-3.189,26.08442720423694,3.146
,,
3.125,12.684551760062925,6.776
7.723,-107.22235793064172,108.187
0.856,15.113948005256242,5.953
1.313,18.688780823681935,9.119
1.584,23.393451136687617,9.782
7.156,-33.27002398574612,-22.901
1.423,43.71353755203303,12.615
8.761,54.53444159702878,31.687
2.343,34.12683476498001,12.573
3.937,378.2230025225225,30.031
2.726,13.38609299516279,9.014
27.264,-19.399708959701055,-22.601
5.213,7.952537834317207,12.436
269.627,1734.4043858766724,
,-11.624389882702017,-5.98
0.785,6.144768196917938,5.758
212.622,-7.903058445552063,-3.899
2.887,26.478398339504533,17.792
0.665,18.556504706034456,7.72
4.332,,
2.015,15.153859718304224,39.234
3.451,31.978930472158535,1437.568
2.535,-65.52191000371886,25.258
2.221,8.672758257085995,6.981
0.58,-17.234404649921583,8.458
0.571,-16.985113073909467,8.336
2.375,-19.554059866473224,5.263
2.497,22.897173522515498,15.386
,,
1.797,19.498883069212518,40.166
-3.593,29.389965768647727,3.544
,-27.133996254976744,-13.654
18.887,-78.86419506888004,240.295
2.064,10.371104985574553,7.294
3.695,,
1.753,17.773380405312246,9.696
0.723,18.643335657795735,7.361
1.756,17.805613250335355,9.713
9.491,,
0.788,1.2598299407539146,2.576
1.035,61.034496,9.123
49.933,-11.339517996831532,-10.504
2.288,8.99326833246858,8.137
31.18,-15.308412392683547,-7.445
2.144,243.74221993815965,11.094
5.604,,10.212
1.74,43.597488483586936,15.026
4.634,45.63638149918506,48.524
2.223,,
1.042,-29.768198636091725,31.899
2.661,-162.94080966244223,-44.464
2.105,42.76802508839354,5.014
5.748,116.13014116243365,-49.339
,-16.050891109899204,-8.435
,,
0.627,7.541547480090113,3.108
25.331,-8.79633116438259,-2.79
0.299,,
1.702,2.804231876372553,10.519
3.6,,
0.941,10.382142742424016,8.617
0.874,9.635497719163236,7.997
,,
3.863,30.55965719344843,61.983
86.695,,
2.432,21.295418707403645,32.701
1.358,411.7921341541547,75.028
1.006,40.911813779264214,9.359
88.341,,
3.374,2102.4766005287324,26.943
5.531,-176.41581634722345,49.208
11.808,10.869998620372321,-48.275
3.346,30.74139714874063,19.216
0.302,-25.629626218700476,25.917
42.757,60.73605150308643,61.0
74.371,-20.93137428259618,-14.644
1.467,27.36992546063292,10.977
5.274,9.713322822325331,12.574
1.43,0.727619344535421,8.572
5.197,9.572090578955061,12.391
1.045,24.137934856493466,7.444
7.072,,25.799
2.334,-19.210814832749296,5.171
2.211,21.243429937282546,5.198
107.314,,
1.417,-25.918270420488703,9.98
28.846,-24.18315595024803,-156.26
0.994,16.300201973619597,8.014
2.487,9.544012383083475,8.387
1.339,8.546919972427872,20.588
5.293,9.748547027778141,12.62
1.905,10.197118353110492,7.36
1.047,-24.137850336283186,10.254
12.199,43.86904955101957,24.031
66.064,,
2334.923,,-8.19
1.359,-16.434700906661078,6.81
1.036,,9.339
3.011,25.17611624218243,21.573
0.878,16.960346983005188,11.002
3.98,-6.226625466976968,13.607
7.253,12.179250989045386,35.787
2.326,-19.151119626598753,5.155
2.597,26.826988655881454,11.156
0.876,-15.474208041940992,9.62
1.03,677.6990398412023,10.409
1.947,9.739359713020074,30.558
328.544,-138.3883334739865,-37.69
1.155,5.158397943355181,7.876
1.092,11.357066791624549,11.877
6.973,-113.65393511400652,-34.979
2.037,8.380544364670376,11.968
1.038,-10.015777957558031,64.142
1.289,8.11175589859155,7.825
2.436,,65.103
-0.106,-0.32064851277181666,-0.36
-0.167,-1.2863246366050587,-0.566
0.446,7.135830430177927,3.2
0.424,3.6227755154338146,1.108
0.918,12.655190322976896,7.357
1.865,16.00816534631151,9.77
3.923,-186.12628241183162,22.326
3066.362,-1291.6025878596909,-351.771
0.175,13.175022120634921,10.172
2.317,-19.076501819731423,5.135
0.193,32.502882189302326,8.742
315.46,-146.4421675644104,-33.903
4.519,,
3.807,12.401884297528593,11.107
2.402,8.946556509276894,40.809
1.475,14.621519667050556,8.608
,-28.494772414933376,-24.354
9.22,-100.87845612451699,-18.399
,,
1.26,8.78468636108627,7.253
1.792,27.987729218747276,7.686
1.765,36.330630975720794,11.36
0.28,17.11130078090167,5.438
1.372,24.78636147486804,18.794
2.525,,
0.87,10.626792598074218,5.85
4.709,19.805220459082356,14.257
4.567,-4.362301924242656,13.295
3.277,54.29916284947086,18.967
2.054,9.77237808547395,13.991
0.169,0.685413581213821,1.202
6.88,-34.14143220188365,-22.638
2.671,39.340159808899365,14.248
0.703,7.628380081831761,8.46
3.547,-51.79112727219813,12.809
1.088,248.97900694820055,-451.57
3.347,14.837409486293485,9.845
1.862,6.806661929116914,2.517
1.607,-31.85329123174446,7.482
16.148,-5.409743495755923,30.134
0.784,-5317.485081761006,8.988
78.584,728.3345907256679,
1.369,40.76629393809412,6.546
5.794,20.835417181073545,11.413
1.336,12.541498811259482,9.308
0.9,-8.455944792745335,17.754
0.694,25.10193374843509,11.087
1.51,13.525315954695325,-16.913
2.142,,
4.608,-24.912397974738564,29.999
2579.56,-12.07572932906175,-7.988
0.612,-22.301232053206476,
-1.434,,
3.568,15.248179338750155,7.032
1.818,19.24142069767646,10.729
0.947,22.896215752765,2.574
31.799,132.210934466329,
0.642,201.2633555751862,6.836
,,
1.24,404.0131940488571,11.672
1.254,,17.926
0.636,11.734644096071811,9.309
14.032,27.070585666418488,17.827
1.92,-33.546749168017364,6.51
1.584,17.090869556485355,8.041
,,
1.235,21.57711038536424,11.08
2.279,-18.763103188261915,5.051
1.367,-10.467289726410957,9.302
8.565,,-23.553
0.58,6.671099387290821,7.912
1.035,15.717539231309553,12.123
7.004,,
2.026,4.945946496045694,-1.566
-0.624,-4.14433052378821,-3.208
4.806,36.709907873360066,19.011
7.096,-315.98683379136224,185.931
3.119,34.96567941105234,15.512
21.332,,
1.171,-56.98653560238708,4.723
4.066,-5.8255670591195114,-3.126
3.505,1059.5223510204082,-124.578
0.829,21.20857408111987,7.302
1.756,10.192108667877076,11.199
0.361,-121.97037629005148,7.129
0.779,-41.96191280263598,15.317
1.151,-21.48306706284543,14.737
0.699,2.4963949961591267,2.269
0.694,15.845508611489777,11.966
4.591,-16.29671631361641,11.792
1.848,9.359508460730739,33.544
0.692,,4.234
2.876,,17.596
4.677,,
0.81,-1.6283615788477084,6.268
4.014,41.46348176487481,38.252
3.459,,
3.149,24.003738821710314,-302.092
3.165,,
1.924,65.78221673643779,14.809
360.309,-37.80702171311732,-26.126
3.294,12.578188891149543,19.339
,,
1.619,10.811128476791454,7.659
,,
0.853,-142.9636351074365,4.552
,-5.126165810843623,-2.597
2.306,-22.16805205449209,15.677
,-11.923800145307384,-11.793
1.175,13.49975859029412,10.582
1.182,9.605621416054476,8.095
4.353,63.66511292715739,-111.385
0.765,4.059764854104942,3.091
2.257,-18.584018770631133,5.002
0.212,15.468558195613848,9.609
4.595,23.664164854394446,17.802
2.219,,
2.999,18.524097478151717,13.694
0.542,18.8826637208749,3.096
2.688,24.736093768755516,14.771
11.921,76.59795389681669,-15.683
0.472,14.156756288920914,8.048
,,
3.193,59.79892882264755,31.842
5.972,21.145315824932197,8.164
,-11.334445324870433,-8.543
2.81,34.62759469186081,-61.551
1.112,16.19280208181311,10.097
4.913,130.9543196605375,46.412
1.328,133.57541101730945,10.817
0.718,76.60048883940043,7.777
595.848,,
9.729,23.285951620981184,73.002
1.742,27.60021287793341,2.703
3.157,45.31535984855506,16.074
3.755,12.211049877466653,12.873
1.433,47.78340991736574,8.651
11.476,30.893200023274307,15.249
0.815,-114.62992033926227,6.872
0.709,12.908272246153846,5.106
,-20.087211860783718,-99.263
1.512,22.532809895029434,14.996
4.545,7.627381190468484,
18.192,,
2.452,16.06497371954004,-67.059
0.336,-28.26548467123643,0.829
3.254,-34.9530330997155,9.307
1.267,19.285083596861295,-45.588
26.949,122.63977342093311,
8.836,16.49500489819445,17.866
2.408,11.719236641792047,9.866
0.861,10.877537883492545,3.309
3.343,-36.23642215459525,-48.484
2.789,123.98130429038432,28.441
,,
,-12.599490120497945,-5.348
7.871,16.09623368559714,20.919
1.979,-21.326306912302325,10.257
1.887,15.284779526199504,11.373
3.723,34.42864366274397,19.052
0.484,32.51388554719447,7.231
5.582,,
1.363,5.397280112798323,7.273
6.841,-12.636235156252981,41.804
0.161,15.419364186998626,9.616
2.021,22.373198257675703,-11.751
4.211,-71.448206918043,38.532
45.404,224.99363405552495,
12.163,14.594756662473227,14.763
0.207,-1.329888813162688,-27.875
9.669,-3.5527907417710396,-1.375
,,
2.009,52.07730807201721,10.615
5.612,,163.742
92.008,,
2.006,52.00270817003215,10.6
0.903,117.26615083482068,12.54
2.222,-18.294499662606867,4.924
77.056,,
20.601,43.73538232170628,
2.381,138.87152400867774,3.806
2.583,,
0.249,18.79388485079365,14.51
2.809,3189.386123775388,15.202
3.972,-58.61780109148428,-12.045
0.622,394.42200943589745,8.519
5.097,15.15195213090891,9.546
11.422,-21.800958563277522,23.836
3.392,23.011077291934875,8.984
0.327,10.477957807171194,2585.836
5.181,22.611817282605674,16.319
3.242,3682.0076884109917,17.551
1.006,37.86240021584978,-29.937
5.038,-20.56202397093903,-13.953
1.079,15.698445546678746,7.24
2.68,,
8.237,43.096274054500974,19.083
0.581,10.818811787028073,8.075
2.331,27.28302466325356,6.612
2.323,27.192727282611504,6.59
1.118,35.71317176963025,12.715
0.426,48.59361643533992,10.864
71.506,-28.78614790946907,-12.003
33.494,-639.1535890167229,
25.438,148.99310027803568,
1.534,27.50438534226925,8.732
2.231,14.347431015492472,13.257
27.413,,
18.787,44.32305408194673,28.422
2.478,26.109807634561026,27.712
27.429,,
0.971,12.222721553786283,109.019
0.905,17.844283207930662,7.443
14.104,-8.971588874065885,-9.47
,-2.3302667226738727,-1.276
1.149,10.196487404911538,1.782
8.86,35.03110797873261,14.441
,-11.721317473022022,-5.037
0.17,-1.097439264906334,-23.003
,,
6.054,33.29937124006348,11.016
0.397,15.63313369436212,14.818
2.035,96.46340375935276,15.137
13.8,,
1.346,19.020953743874422,9.413
,,
1.791,7.96297714641909,-19.23
,,
1.294,2.9726035927932193,1.772
2.586,,
1.574,63.720361295610154,7.336
2.092,87.13622291287108,199.869
1.571,257.6152427899016,5.992
1.044,15.107245326444914,18.463
2.316,20.61368940586876,-29.15
9.543,-17.457493911229612,-23.849
0.798,14.12166237944109,2.775
2.37,11.373696362388781,70.003
2.201,12.888824107038976,12.103
2.109,18.869661482619144,12.884
,-13.356890332555821,-6.405
4.205,,
10.354,36.659187250972536,14.154
5.372,,
4.446,25.818926802497085,14.822
0.542,56.25592229832201,6.998
1.336,15.242015109505614,10.895
3.519,21.39152936851565,14.593
,-73.5120515602646,-51.641
1.323,8.77495433461121,4.495
0.151,-121.7840386153634,-0.956
0.084,,2.253
3.083,,-4.533
0.34,16.988863926817785,5.309
2.429,11.15838755945443,12.603
,,
8.867,24.219267823009957,18.521
4.111,-5.521954792756365,-60.027
0.201,1.4043919272606553,0.497
0.729,291.32943853765255,6.909
3.728,-127.7329964837554,-37.787
3704.805,-5.963668175960845,-3.045
1.329,42.31246395224225,12.467
5.792,15924.602707047175,7.658
11.362,-47.434458845499904,-21.731
6.212,-124.66152381825486,7.812
5.668,17.849781524094965,34.13
1.169,191.59040978957097,12.879
1.256,16.825197226821636,19.491
65.568,,
131.248,-6.857817030092621,-3.284
5.928,9.73720059374595,7.612
2.021,,-28.43
45.075,-145.4311968439485,-125.358
1.929,17.773674861642682,13.367
2.859,9.690556558671098,-46.791
8.353,,
,,
3.727,-18.454227949898957,8.425
1.163,23.873521224540987,10.014
1.893,-131.62114803584362,22.679
3.904,26.44785960517808,-12.113
,,
12.531,32.920609343459354,
1.922,52.02864828655214,16.035
1.526,514.5710782664527,3.561
2.3,16.49144200316945,6.414
,-8.318509299299551,-3.95
1186.139,-17.138158182290212,-3.647
0.869,15.111906009286312,9.535
4.578,-174.12454397953883,-5.841
6.062,262.4054324106028,3764.431
7.831,19.4997910765269,10.778
429.774,-89.04298921378455,
2.323,15.965634987329329,12.818
0.048,8.886252554540606,5.702
0.764,11.430442556335427,8.298
3.439,,
1.056,7.73706054459133,9.921
3.832,,
1.541,-16.206480120294135,18.192
3.496,12.001086297450788,22.446
,,
52.997,119.80532027591913,74.857
2.923,80.69524342779106,7.735
16.82,,
3.824,,
3.798,-522.5968723744226,15.372
0.898,150.50815127445168,6.138
0.848,24.71593040301767,8.126
6.983,-56.66932009589419,51.094
2.315,-8.752394745687,-8.615
0.871,8.767374165829187,7.141
,,
3.373,23.188195569174916,8.284
33.322,,
,,
4.52,28.124222019338415,15.259
0.992,40.96746364818355,8.276
2.507,79.39675104168158,23.075
,-6.13315719265952,-21.613
0.855,21.462716383385867,7.868
3.593,,
2.041,11.306531468086362,11.732
0.55,13.637078119229304,13.42
0.699,1.940806869653601,7.157
2.492,21.393833623315558,7.608
0.556,14.47719842924811,9.878
2.006,140.96526791478374,25.708
2.552,-7.624317157840634,5.224
5.51,192.79125277209394,-16.943
56.397,,
4.755,146.4499713873794,-101.541
5.953,24.29876575016091,15.772
1.341,16.515654662943756,10.084
10.466,22.934888541408228,13.834
0.302,17.23319278101293,7.668
1.642,10.685120594558313,32.26
51.15,,
1.191,,4.007
15.817,-7.095445440822155,-3.636
,-3.205092364507555,-1.774
0.432,-13.230467153780799,131.968
1.064,30.95426950603732,14.687
0.738,8.084347239140447,8.151
1.53,13.199793659202111,13.539
0.994,11.953542166708301,2.59
7.519,6.8326857488854555,14.702
2.403,71.47950774679062,10.928
5.595,-316.1569574419589,-38.428
2.333,27.30426982662196,6.617
1.09,11.547474647154457,3.594
11.148,64.05478496680212,-31.34
5.494,50.255508433987934,-15.825
0.684,13.23451980275366,-26.802
2.07,,
0.78,9.332578584277856,4.182
,,
1.225,5.879276847076421,5.63
5.345,17.686047451303292,12.61
