Rev/Sh,FCF/Sh,Cash/Sh,BV/Sh
3.862,-0.4949837028132874,2.499,6.204
42.561,-0.7841522111315696,0.234,11.92
1.863,0.027308753192477362,0.885,1.085
,-0.02708746178001818,0.028,0.122
14.395,0.48441299843564695,0.328,-1.885
6.76,-0.8926919611975355,7.704,25.162
5.114,0.776695647247274,0.787,0.969
,,,
0.003,-0.16953740665308895,0.009,-0.248
2.419,0.5773947593841828,0.127,0.598
,,,-0.033
54.94,6.746721432266763,1.882,-54.229
16.693,7.4551803005533195,8.337,36.572
244.464,2.8032969584999954,0.018,-875.505
8.354,0.36125023186792804,4.079,7.493
0.185,-0.5817721511415771,0.092,0.286
0.177,0.07626625647712379,0.01,0.793
11.738,1.0812353986377545,4.218,9.411
7.366,,,15.65
0.012,0.05576283627679474,0.002,-0.031
,-0.0898988814616013,0.079,0.074
87.893,-221.2737499378432,2.694,-525.227
,-6.182735763879058,18.129,12.036
1.701,-0.6099201228408085,1.159,1.854
0.053,-0.3301578644556711,0.334,0.284
,31.44545425161037,0.012,-2.559
1.301,0.31097437353502644,0.022,0.55
,,0.003,0.107
14.829,-0.1665993413446379,0.321,4.9
0.993,-0.16346573864625022,0.01,0.26
4.516,0.0917113171076615,0.384,0.748
26.325,-18.714637972005264,11.034,305.927
0.075,-0.00673893968690073,0.114,1.056
0.038,-0.018042385750096413,0.003,-0.035
0.989,0.08871886400573496,0.552,1.043
0.434,-0.5095761924468897,0.607,0.431
,-0.021651458266290034,0.003,0.238
0.002,-0.01445947418711396,0.002,-0.097
,-3.004484488751886,4.495,-1.003
1.161,-0.546244581121608,0.034,0.475
0.369,-0.959454898980869,0.048,-0.914
121.961,,0.203,39.719
2.264,-0.09171686506351362,0.023,0.883
12.573,,0.072,-0.698
3.048,-0.16289263725454478,0.518,0.821
1.847,,5.404,34.537
1.189,-0.364285141062653,4.654,4.939
,-0.020898053974017734,0.001,-0.008
,-0.02913371059988546,0.004,0.197
0.411,-0.437513942127386,3.638,9.114
77.991,-0.8244422890397672,17.504,-52.016
1.241,-0.6743773357444244,0.054,0.33
0.001,-0.0017903643939659625,0.0,0.015
,-0.0693229220324773,0.239,0.303
5.733,0.8358466615308551,1.328,3.979
0.657,-0.7278719221816766,0.01,0.982
,-0.02754164704111013,0.024,0.193
0.106,-0.3616745359059417,0.226,0.193
,,0.012,-0.239
0.114,0.015487829769085481,0.025,0.061
0.0,-0.29578632158252544,0.297,0.826
952.555,46.27118335907908,97.448,148.855
0.68,-0.2535833688926819,0.058,0.414
,-0.30234532105525136,0.158,0.55
,-0.05811018682555932,0.11,0.177
,-0.012974649048480546,0.032,0.178
19.911,0.0984703793057231,0.055,2.244
14.186,0.3794617760464547,0.698,8.104
0.149,-0.022037060867327242,0.006,0.037
,-0.002566756809159513,0.377,-0.957
12.002,1.1302073530584575,2.839,3.892
-0.044,0.01380462852876932,0.003,-0.597
0.002,-0.000871174829052107,0.0,-0.002
0.103,-0.49221296296296296,0.622,0.555
0.513,-3.0219277363157784,0.056,0.256
0.018,-0.02150597424358233,0.003,-0.011
,,,0.015
,,,-0.001
,-0.0035817685459940654,0.002,0.17
,-0.004177376656945599,0.013,-0.001
0.0,-9.941476310282981,9.986,8.855
0.126,-1.217304203205322,2.509,2.438
0.072,-0.03533353672007322,0.03,0.047
0.008,,0.0,0.005
1.738,-3.1647155079850164,2.482,8.499
0.0,0.004574527328551717,0.0,-0.014
1.365,0.06599834000296428,0.001,0.527
2.269,-0.3828054248366013,1.561,1.94
2.345,,3.599,18.408
,,,
3.257,-0.09372411824862653,1.043,1.8
0.948,-0.2548356923076923,0.052,0.458
0.038,-0.0010272709868861874,0.001,0.118
0.012,-1.956027590008257,0.549,1.293
3.683,-0.42491166765108457,0.316,0.311
0.995,0.02085789622805334,0.17,0.461
2.526,0.19457939614442873,1.719,2.642
1.7,-0.08820995878216586,0.943,1.3
6.851,-8.333859982302442,14.145,49.502
2.021,0.2185602454009773,0.167,0.353
0.477,-0.08645609602021478,0.206,0.276
7.732,-0.1626496365214834,0.071,4.857
0.497,0.01642575165946535,0.185,0.151
1.682,-0.22166987595132367,0.036,-1.957
,-0.009286764286518692,0.001,0.099
0.205,-0.49710627775809924,0.31,-0.285
0.077,0.0067857919175558536,0.012,-0.041
2.405,0.2051902268860059,0.101,0.322
,1.079113107064342,0.358,4.495
0.033,0.0029483759545169837,0.005,0.011
864.709,-4.683527664314891,10.341,515.089
0.0,,0.0,0.057
,-0.003042123485285632,0.002,-0.027
0.03,-0.01318356392732122,0.014,-0.042
4.58,-0.9249092898239317,0.217,-3.95
1.771,0.019667940636323027,0.181,0.727
2.823,0.09929159420289856,0.147,0.797
0.001,-0.0017479149009678309,0.0,-0.002
34.877,2.1677573824538205,2.359,41.856
,-0.043211729377376204,0.094,0.144
0.136,,0.07,0.22
2.298,0.3191922017957659,0.385,0.676
2.982,-0.07098067948423697,0.399,0.004
0.044,-0.27496568457538995,0.431,0.777
13.555,-3.376257604231608,2.116,8.952
,-1.7691807999626912,1.644,1.127
,-0.019303479730549335,0.002,0.114
,0.00017492812922342406,0.001,-0.151
,-0.0014826913091610906,0.0,0.02
0.016,-0.0315957503598374,0.003,-0.395
,-0.7767907542872293,0.621,0.481
0.004,-0.005179683638161147,0.0,0.027
4.816,,5.364,6.403
,-1.4614657117026972,0.733,-0.074
0.77,0.06785792221308311,0.012,-0.041
0.078,-0.10818663607268242,0.332,0.467
,-0.02284063232291898,0.037,0.065
0.023,-0.04450852288762206,0.002,-0.034
0.77,-0.24956848824334008,0.287,0.728
3.512,0.5367819907490314,1.741,2.972
1298.282,,25.382,263.814
,,0.0,-0.006
0.0,-0.0008448686868686868,0.0,-0.001
1.993,0.07237468560442088,0.062,-0.871
2.225,-0.16956293874832387,0.036,1.25
0.624,-0.17748701573267336,1.086,2.469
,-0.01009005958335463,0.003,0.107
0.042,-0.40032694831858157,2.0,2.108
,-0.007623990752053761,0.0,0.075
0.0,-0.004496754314799986,0.001,0.199
34.43,-1.6642210057288351,1.075,0.894
4.257,0.5455065608517068,0.213,-2.732
1.179,-1.2597026550802097,0.047,0.986
4.553,-0.23480022828863958,3.785,7.894
13.636,-0.5419320233799827,2.945,5.656
0.004,0.09354881298350497,0.025,-0.263
3.748,,13.521,25.298
0.011,-1.8181443605614651,2.559,1.187
3.115,-0.8233630029328339,0.233,3.138
,,,
0.06,-0.28383505475896625,0.124,0.153
1.312,-1.2422693197001335,0.811,-1.306
2.566,-0.20286817777777777,0.996,2.482
2.683,-0.9172871038251366,1.474,3.71
,-0.0014686739186686314,0.002,-0.003
11.901,-0.29392757957701343,3.512,11.606
0.05,0.3032174411331793,0.007,0.611
,-0.08499109621530829,0.006,5.323
4.241,-0.48622534089720193,1.021,3.659
,,,
0.61,0.12907878229133005,0.451,0.442
8.189,-2.0650724330542984,0.026,-1.146
6.17,0.09816313668840596,1.646,1.545
13.452,-0.07507464808758708,0.297,3.13
2.359,-0.05649135267587627,0.001,-0.217
0.019,-0.052211057943964884,0.004,-0.266
,-0.042284448417248016,0.002,-0.091
0.568,-0.7195936055773751,0.122,0.177
4.614,0.07551403598971722,0.615,0.44
5.446,,3.706,13.683
23.086,0.2529852256628213,0.201,2.893
0.023,-1.840998335673792,0.533,0.563
21.546,0.11566054545454546,1.066,0.833
,,,
,-0.47307126787931686,1.826,1.718
0.343,-0.4560888888888889,0.059,0.047
0.005,-0.015338314385416128,0.011,0.007
-0.002,-0.4422319242428865,0.374,-1.41
22.687,-0.24239701100736807,0.013,-47.086
,-0.006327728680282523,0.002,0.118
0.076,-0.38211226876722926,0.099,0.046
,-0.0022002655523533357,0.001,-0.438
0.045,0.031167176106650953,0.0,0.054
1.264,-0.03158830188679245,0.17,0.821
11.254,-3.328406110618232,2.711,-0.318
,-0.009194036495425622,0.021,0.095
,-0.512610586439225,0.023,0.469
5.403,0.04748353101556697,0.028,0.275
0.0,-0.0004889185580774366,0.0,0.411
1.705,0.8987379836840012,0.489,-7.353
0.053,,0.0,2.735
0.068,-0.016159945239860817,0.03,-0.061
1.883,-0.4016442619335888,0.902,1.449
6.502,-0.1819759576829298,0.044,-0.444
0.37,,0.056,-0.111
,-0.013319594367789693,0.01,0.188
19.503,7.680271724812766,8.337,36.572
0.107,-0.09323167316961212,0.01,1.808
,-0.34624679301497974,0.25,-0.237
,-0.05790177266222475,0.048,0.079
,-0.1099371599933694,0.321,0.655
0.006,-5.933710666481987,1.909,2.29
1.604,-0.2629815880350737,0.09,0.61
2.427,-0.17145968701734385,0.641,0.905
,,,-0.006
0.387,,0.326,2.974
0.011,0.30668563505821456,0.724,0.208
16.119,-9.107640244259974,0.155,62.268
2.104,-0.38433154334570113,0.03,0.224
0.385,-0.11426187956578139,0.187,0.787
0.0,,0.012,-0.03
83.94,-15.667304662426329,11.255,45.559
22.037,,0.721,39.877
0.01,-0.04345412288602021,0.002,-0.041
1.121,2.3832243810491693,0.038,13.825
3.232,-1.3875696426454631,0.144,1.939
,0.11890041633999297,,0.153
0.197,-0.07993681031048189,1.047,1.261
22.811,-4.2739241418661225,0.735,-1.407
0.012,,0.005,-0.288
,-0.8879619423010544,0.163,2.845
,0.008382958735938011,0.008,-0.019
,-0.5075049400407271,0.68,0.736
,-0.008673139736654078,0.004,0.143
297.976,-8.74949361380122,0.894,26.816
0.855,-0.016224490727427918,0.001,0.506
0.002,-0.0029832031025153975,0.0,-0.007
,-1.485301305085788,2.18,-4.591
4.643,0.10894641430831153,0.001,2.667
,-0.6414922594900286,1.757,0.699
1.421,0.06095144524896591,0.174,0.821
2.591,,0.056,0.463
0.189,-1.0419212661882855,0.35,0.58
3.04,-5.271751437392644,1.044,19.53
0.142,-0.4789588964488769,0.681,0.838
0.006,-0.006310823634938119,0.0,-0.002
0.056,1.0474868639944757,0.076,0.863
,-3.3095950341107407,1.876,1.347
0.0,-0.024822818902199145,0.0,-0.038
0.001,-0.0007297405250372272,0.0,-0.003
0.015,-0.1815405549494148,0.001,4.827
274.346,4.71196163535375,10.998,69.751
3.626,0.49021700879765395,1.245,9.189
0.0,-0.3081903369499235,1.455,1.076
0.787,-0.6796997628735664,3.31,3.187
0.101,-1.0230595682696837,1.595,1.534
7.452,2.262851025059411,1.057,14.409
395.784,-2.0059200952506946,0.456,47.683
4.662,-0.39869383438848116,0.645,5.294
2.772,0.020368104563035297,2.968,4.172
0.311,0.04334545745233623,0.034,0.663
59.68,-0.2813096747381545,2.906,3.137
0.294,,2.793,3.567
0.036,-0.00276476369500291,0.263,2.681
4.166,0.10953310468962833,0.297,0.486
6.0,-2.7530508975574053,0.011,0.008
19.443,-1.386981251136009,0.554,0.476
0.892,,,12.148
2.382,0.035002024878905864,0.07,0.662
5.375,-0.35446569314370135,3.094,6.364
0.18,-0.028859165079020366,16.243,15.972
7.118,0.10938259648720668,0.039,0.593
2.23,-2.48396654243131,0.101,15.495
7.74,-0.8088369534513774,1.501,9.915
1.615,-0.0943096338028169,4.841,4.922
2.217,-0.1459203036053131,0.048,-25.638
,-0.43010508813255255,0.002,-2.992
0.786,0.025783944835868433,0.025,-0.496
,,,-0.119
,-0.01706519892193435,0.001,0.067
0.036,-0.02729072217610625,0.068,0.123
,-0.9695247126597074,0.756,0.811
2.323,-1.8793510059463983,0.812,2.472
0.252,-0.46477578739266256,0.016,-0.268
4.464,-1.2226744186046512,1.702,3.778
49.741,-0.590209271448079,0.114,10.162
7.575,,3.836,23.476
,-0.5419655919133144,0.727,0.398
,-0.8593273899624526,0.465,0.524
0.638,-0.09021546353089198,0.22,0.27
0.036,-0.28500168718556995,0.236,0.284
76.256,-6.9418822363258395,0.522,145.618
0.063,0.23599755376941894,0.0,0.21
0.013,,0.008,-22.157
0.226,0.009191983684418436,0.034,0.02
1.781,-0.20898318367346938,0.026,0.673
0.666,0.14908156345810764,0.041,0.35
0.798,-0.1633375100002557,0.095,0.514
,-0.2833674605819317,0.195,0.236
1.293,0.02215193905111349,0.163,0.032
7.737,,7.165,31.224
0.003,-7.138896117559658,4.121,6.886
72.71,-3.975821944740436,21.264,15.47
0.0,-0.00485080334001419,0.003,-0.015
1.584,0.13176405532897745,0.014,-0.354
0.484,0.0025838028955895735,0.003,0.033
1.04,0.14261615075547507,0.076,-0.063
0.054,0.011563105090078405,0.03,0.069
0.0,0.00023608809259999947,0.0,-0.008
,-0.011876619582629233,0.019,0.102
0.438,-0.5079658766701506,0.287,1.17
,-0.004736086496919005,0.003,-0.004
,-0.025446779107828433,0.003,0.241
4.618,-2.77321876810195,1.639,-8.255
0.024,0.03814304243422782,,-1.192
,-0.1346644651141046,0.047,0.083
0.0,0.0005403052570465826,0.0,-0.002
24.812,-0.7381290378562583,0.828,0.403
1.624,,0.051,-0.097
1.577,-0.19239546318310027,0.832,6.219
1.375,0.022674125298145067,0.208,0.149
0.0,-0.006996730434782609,0.0,-0.002
,-0.024438179277300857,0.037,0.043
0.318,-0.08061108108787453,0.096,0.094
,-0.662887852897614,0.529,0.019
,-0.00026016278220443976,0.0,-0.002
,-10.007095455436396,3.459,3.071
0.067,0.0011278525267098647,0.002,0.02
0.02,0.00020782002205147374,0.003,0.001
,-0.002438024702525749,0.001,0.001
0.004,-0.19078321141293111,0.466,0.949
0.456,0.015051186372235974,0.052,0.611
8.306,-0.5046537931034483,2.22,3.558
1.113,-0.16751091931850115,0.067,1.156
6.492,-1.7494952663443175,0.423,0.42
10.321,-0.41436384469555926,0.113,0.371
,-0.01541567858182763,0.028,-0.065
3.355,0.27786643751534496,0.232,0.84
4.869,1.2402531651070645,0.331,6.163
1.445,-0.15993486709612773,0.403,-2.45
0.184,0.16636495816201746,0.004,0.275
,-0.7787991074801736,0.019,-9.645
,0.011244715412041903,0.042,0.602
1.101,,0.125,0.374
0.061,-0.4770024503499533,0.156,0.118
,0.11081832843509817,0.002,-0.124
,-0.004775376339357694,0.017,0.017
0.42,-0.03121419754971018,0.454,0.529
0.92,0.12256767026814779,0.149,0.31
0.001,,0.0,3.636
0.019,,0.0,-0.033
0.499,-0.6012190228726977,0.809,0.927
,-12.464734259802475,13.194,12.683
1624.922,-132.65413828232272,41.686,118.106
,-1.4945303920310185,0.527,-0.422
0.212,0.012781433677653524,0.005,-0.032
3.55,0.29815502130150573,2.598,5.084
0.73,-0.026844361287159408,0.001,0.358
2.593,,3.429,9.858
0.358,-0.04992742556288853,0.002,0.037
,3.2103754191805505e-05,0.005,0.113
2.333,-4.50514448340874,0.143,2.111
408.283,31.543688665456706,6.612,14.977
0.017,-0.01091703164578838,0.003,-0.052
0.727,-0.14818816699894452,0.074,0.292
0.074,-0.0016145833333333333,0.001,0.023
,-0.006963947603799228,0.013,0.371
0.002,-0.08195089952406873,0.005,0.077
0.0,-0.5290221177931149,1.675,2.443
-1.306,,0.052,-1.71
0.782,0.3850438399816817,0.02,0.347
9.186,-0.4794576776377277,0.077,-0.919
0.095,-0.01649705775297258,0.021,0.06
12.572,-0.5433387718440531,0.342,6.546
18.588,-0.5688241306948043,0.196,0.871
0.059,0.001975008604641547,0.002,-0.001
78.451,-0.44348016482269953,49.074,82.337
,-0.8814723202206955,1.218,0.832
0.773,-0.6924857644617104,0.884,0.39
0.001,0.00023577339901477832,0.0,-0.002
,,,1.393
0.003,-0.0001764974598208724,0.001,0.001
5.886,-0.021448184862434355,2.245,3.565
0.035,-0.22440960194469767,0.432,0.434
0.044,2.4638709653258637,0.028,-11.018
3.541,-0.02475647635913429,0.504,5.019
0.0,-0.33076806949886434,0.003,0.002
,-0.06457423907193685,0.568,1.202
0.521,0.0398765625,0.929,0.986
12.124,-0.42911409811268864,16.746,26.543
0.009,-0.29416370561075766,9.067,14.023
2.609,-0.012604651162790697,0.045,0.31
0.003,-0.00585418318305385,0.005,0.005
,-0.010071997525622031,0.018,0.085
91.714,0.9251962049928371,0.869,-18.469
0.0,-0.00020721588052737027,0.0,-0.001
0.113,-0.09241694368222252,0.051,0.028
4.266,-0.2874593438655239,0.124,1.288
,-0.007131292225604159,0.025,0.048
0.589,-0.018656268114032776,0.056,-1.227
0.0,-0.001956115713084019,0.0,-0.043
0.014,-0.06651031410215927,0.333,0.342
0.045,,0.316,1.947
1.818,-0.43145930989892844,0.458,-1.481
1.597,-0.1653868933758413,0.027,0.284
108.585,9.729811508819393,29.738,66.666
0.033,-0.007879981713821304,0.001,-0.029
,-1.117793478765016,1.563,-1.996
0.041,1.0894660065477548,0.3,1.131
0.416,-0.21201960965786867,0.043,-0.075
,-0.015713437625985153,0.005,-0.033
0.191,-0.02734799569263516,0.012,0.046
0.833,-0.9577371610293421,0.063,1.383
1.522,-0.04885135802469136,0.318,0.926
0.222,-0.19038783867846282,0.524,2.358
,-0.007997231404958678,0.01,0.017
0.698,0.17423938447144377,1.543,2.545
,-0.0012828242677824268,,-0.006
,-2293.809493333333,,
0.297,-0.5374924362254376,0.514,0.717
1.973,-1.980517274353407,1.099,2.341
,,,
0.0,-0.32207445530648826,0.143,0.083
,-0.07989023350763796,0.085,0.503
0.087,,,-0.007
2.131,0.09888837988826815,0.012,1.531
0.781,-0.06507219696969697,0.017,0.331
0.0,-0.009709342197091238,0.018,0.061
,-0.013263128827684404,0.013,0.012
374.804,-1.3911304630225467,0.651,350.474
,-0.6403790274402354,1.748,0.661
0.001,-0.05936920807181616,0.006,0.098
,-0.00019597555239184823,0.0,-0.003
2.496,-0.09983302542382294,0.328,-1.021
0.004,-0.30837064664279407,0.245,0.227
1.376,-0.24262469944872478,0.082,0.495
0.023,-0.011059038022381049,0.001,-0.087
1.329,,0.532,0.739
0.583,-14.901334792787862,18.112,0.998
0.073,-0.8280435741753697,0.925,0.606
,,,-0.021
,,0.031,7.659
50.4,-21.255289491239775,0.018,0.026
3.257,0.14699740885923368,4.531,8.195
0.036,,0.071,-0.197
,0.0044302574401675465,0.0,-0.123
0.227,,,1.589
17.99,,1.646,1.09
0.292,-0.0024117011494252873,0.009,0.029
2.073,-0.005241748932637321,0.027,-1.087
,-0.0005203669219135891,0.003,0.157
0.027,-0.5356359795394854,0.625,0.787
0.014,0.0179396467315633,,0.029
0.0,-0.1465889822949553,0.001,-0.637
32.018,0.23154116619017578,0.003,54.947
,,,-0.055
0.168,-0.8477388197576482,0.563,0.594
,0.02009995837545341,0.002,-0.009
4.597,0.33953850699760924,0.741,0.707
4.311,,4.367,6.527
,,,
104.945,-2.428399413590015,0.558,1.538
1.052,-0.03668269276809311,0.022,-0.034
3.974,-0.567237025784201,0.115,0.867
119.44,-12.37227463049718,2.543,6.956
0.645,-0.07416287255104557,0.008,-0.173
0.1,0.08395876943673877,0.001,0.006
,-0.8314039006102182,1.839,1.893
2.548,-0.42751489702179885,0.093,1.803
0.416,-0.09015672019066419,0.062,0.7
1.799,-0.1802253437236313,0.115,0.852
0.041,-0.09048107161415732,0.2,-0.005
14.822,0.07574570165557988,0.106,3.953
2.955,-6.725140171503957,5.952,6.704
,-0.8320775105877243,0.438,0.138
1.043,-0.015414066016504127,0.016,0.083
,-2.086117423001256,2.329,9.932
4.066,-0.0023628394333814183,0.001,0.122
1.909,,0.492,1.171
1.16,-0.9652680217294157,0.034,0.045
0.0,0.052164774084832936,0.0,-0.018
0.056,0.26853648437260375,0.292,-0.128
0.142,-0.19376211059770457,0.015,-0.627
1.418,-2.42558711440942,1.618,-0.491
,-0.018801855944638683,0.017,0.032
0.713,0.15287248326309882,0.084,-0.331
0.119,-0.11409360138964035,0.021,0.152
0.428,-0.13275957277897873,0.101,0.577
,,,0.0
1.555,-0.08628960365972918,1.386,2.115
0.209,-0.21141185032445872,0.156,0.922
4.183,-0.3494161456417801,0.304,3.25
,-0.033958234100968154,0.049,0.082
,-0.020007374449121595,0.0,-0.12
0.114,-0.05872082981319816,0.005,0.231
0.0,-2.026599782498813,1.189,0.522
,-0.05563586049020041,0.029,0.202
0.579,-0.7800859872525782,0.128,0.409
0.056,-0.016455561476573045,0.0,-0.018
0.947,-0.11251940818102699,0.008,0.356
2.284,-0.316496,0.2,0.1
1.066,-0.28420217018523697,0.164,0.691
1.745,-0.12376778608464971,0.606,1.049
0.018,-0.005438997053474504,0.002,0.008
1.99,0.19660990909090909,0.273,0.454
1.176,-4.457149636160812,1.237,2.115
2.938,-0.001932804855200882,0.059,-0.245
,-0.008590812413520459,0.006,0.005
,-0.000384843504359011,0.0,0.001
0.017,-0.012075907620256333,0.005,-0.043
0.0,-1.6101064795603257e-05,0.0,-0.0
0.421,-0.13139777153727691,0.196,0.151
2.362,-0.37026233524839475,0.574,1.102
0.456,,0.036,0.353
0.0,0.024754552200468065,0.0,-0.8
,,,-0.0
0.0,-0.9340707644254139,0.169,-0.343
0.003,-0.0028474123755150306,0.001,-0.039
,-0.10089795050954238,0.138,0.152
0.018,-0.06970566599064407,0.138,0.101
1.465,0.04683912154830896,0.66,1.301
610.587,,13.945,21.98
15.515,11.720301098078876,6.341,73.485
,-0.0014956032183978914,0.003,0.032
26.516,-1.3468677157986693,1.256,20.681
0.032,-0.593420482017056,0.347,1.137
,-0.0003839055223001233,0.001,0.002
0.046,0.019062134072280044,0.002,-0.22
5.316,-1.3063926305243236,1.703,4.187
3.702,0.06387956250261911,8.946,10.852
0.265,-0.14547470865479298,0.066,0.368
0.002,0.001098991671075321,0.0,-0.004
11.56,-0.4333081291123774,1.291,2.978
0.437,-0.005718206627680312,0.08,0.073
,-1.720315349845365,2.913,3.737
0.055,-0.17237346584909863,2.775,2.645
0.0,-0.5732286566380238,1.358,2.189
0.533,,0.001,-1.228
0.747,-3.348424183977018,3.178,2.714
0.063,-0.010979352794514856,0.003,0.047
,-9.28520325203252,13.477,-10.666
0.001,-0.3440997878411003,0.331,0.323
0.227,-0.5233522138091604,0.046,-0.172
,-0.9810291466502714,1.882,2.104
3.512,-4.53308792162516,0.006,-3.937
4.827,-1.2704895301635786,5.778,2.164
1.053,-0.09950644851843957,0.02,-0.399
0.008,-0.2014759134222539,0.001,0.167
0.645,0.03946079676610596,0.088,0.394
2.079,0.2298108525051982,0.691,1.925
0.736,-0.6559054162880978,0.566,1.026
,-0.055922309046220205,0.0,0.178
9.223,-0.31183585227945365,0.113,-0.129
0.609,-2.6560747764326997,1.852,1.169
,-0.0034891836631663975,0.01,0.168
0.311,,0.095,1.687
0.197,0.005565541247239947,0.002,0.028
4.308,-4.848102823388885,4.773,2.308
2.488,-0.5076815597700339,0.327,0.965
3.396,0.7717592027348757,0.071,3.018
,,,
3.895,0.07336106309836816,0.314,0.411
0.0,,,-0.048
,-0.013073705179282868,0.002,0.042
0.006,-0.7541368604669771,1.909,2.29
0.258,-0.5106328356637416,0.048,-1.101
,-0.013950058209020965,0.0,-0.065
8.203,-4.9715680811156115,0.652,1.274
0.058,-0.008829936962750716,0.013,-0.069
0.01,-0.00989056259630806,0.002,0.008
0.627,-0.4819061622098024,0.061,6.799
0.0,0.0041426440552082685,0.001,-0.021
,-11.236809139848885,22.697,21.656
20.056,-0.012014660928018494,0.952,9.44
0.188,,0.158,0.739
,0.0015015463906673375,0.008,0.114
607.809,-70.65297042162827,61.644,172.829
,-0.013032953572914785,0.003,0.135
,-5.410248387079895,7.013,-9.479
2.969,-0.9482047473988878,0.061,4.228
0.015,0.002149997942046495,0.003,-0.071
0.356,-0.23668049283518236,0.001,25.922
2.176,-17.73629563167065,18.114,20.236
,-0.08488971674948025,0.001,0.108
0.571,-0.43736657635749376,0.343,2.377
199.361,-0.6192999882646817,3.407,-8.665
0.011,,0.073,4.226
6.26,,,9.862
22.044,-1.4257121002333486,0.786,5.454
1.197,-0.5851115639938261,0.58,10.655
4.966,0.40242242518690946,0.679,-0.46
0.36,-3.3428381689956415,0.029,0.084
,-0.0019409371491261815,0.0,-0.003
,,0.0,-0.005
0.236,-0.6273235130628126,0.591,0.498
0.14,-1.3994302400236212,2.838,2.332
0.009,-0.0033361517352934636,0.0,-0.017
0.488,-0.011233111720454124,0.739,0.81
1.993,0.09350990699555196,0.762,2.04
3.206,-0.5484755398386988,0.44,4.007
0.002,0.0003767110159722226,0.0,-0.001
5.959,0.35266873249705866,0.132,-0.877
0.963,-0.16352911646586346,0.111,0.686
0.802,-1.14400756350282,1.948,2.465
0.077,-0.8678648248586264,0.206,0.643
,-0.004003677553826511,0.0,-0.016
4.221,,8.635,1.293
1.739,,1.809,2.601
23.742,-1.8837590415913201,0.739,5.837
1.291,-1.9343711956321246,0.027,-0.693
,-0.09248082255083179,0.24,0.191
,,0.0,-0.004
1.214,-0.09517229593416036,0.011,0.526
3.714,0.6666016171124989,0.121,4.603
0.019,-0.0027193666666666667,0.0,-0.002
0.723,-0.1551,0.249,0.47
0.472,0.02944225753284368,0.007,0.379
0.0,-1.093177204535327,6.019,6.445
,-0.012812632018755368,0.022,0.004
8.254,,6.15,25.48
0.056,-0.01896845469617477,0.039,0.015
3.168,-0.35101248991869566,0.362,2.139
0.004,0.4096654967854148,0.001,-5.024
0.28,-0.6568928998192493,0.011,-1.712
1.135,-1.6217001966308622,1.566,1.604
5.686,-1.4325060799166796,0.061,-0.456
,-0.8069866600615689,1.283,1.509
16.803,3.592228387327725,3.259,42.349
,-0.025576619359534206,0.003,-0.139
128.617,-2.8742293959859455,0.043,4.843
0.002,,,-0.032
0.19,-0.04828028444980338,0.003,-0.01
8.523,-1.4967704141604035,2.007,4.196
0.002,-3.6075365028653876,0.041,-4.356
,0.21546541457052357,0.003,0.338
0.798,0.00992874613062254,0.021,-0.041
2.5,-0.9003696342153227,1.201,2.174
,-0.029407274566650314,0.006,0.042
,,,-0.013
43.924,4.135091783995723,0.839,-1.528
0.898,-0.247702061136235,0.013,-0.018
2.996,-3.7161936720083126,2.938,2.235
2.66,0.14152488520930046,0.155,-0.4
0.953,0.165374835185534,0.008,0.998
0.809,-0.9064671126163316,0.938,2.786
0.0,-0.0019729561805568695,0.002,-0.002
0.001,0.00264576062703816,0.0,-0.202
2.158,-0.00809592098486149,0.327,2.095
84.91,-143.4365523946931,0.114,218.735
5.907,-0.6220253164556963,0.529,0.899
0.001,-0.0009360968676230488,0.0,-0.036
0.518,,0.486,0.486
109.583,0.6715918610600413,0.096,58.84
13.581,-22.144852424662986,0.315,-4.091
145.347,,6.923,30.519
0.005,-2.0245886153503396,0.568,0.183
0.02,-0.12914799327905177,0.004,0.075
10.366,-0.6602728722174215,2.194,2.469
,,,
,-0.001671239008196645,0.0,-0.0
0.72,0.18740134113770782,0.573,11.87
5.006,-21.236764659077647,10.986,-14.991
,-1.3771892812231263,0.721,0.638
,0.19125710706482976,0.001,-0.015
0.746,,,0.574
0.065,-0.109470682977936,0.002,0.077
0.003,-1.480054872448683,2.536,2.646
,0.0065933759212319235,0.0,0.068
,-0.16415621848195203,0.271,0.26
4.196,,0.085,-6.319
0.544,-5.275244251601287,12.531,14.863
0.0,-0.00011256819370047371,0.0,-0.0
0.052,0.027678153044001404,0.0,-0.092
,,,-0.0
0.923,-2.2832102406151358,2.052,2.607
0.04,-0.17120771020272516,0.194,1.527
192.961,-5.077888782064679,8.079,-6.107
,-0.6403622528727735,0.725,-1.374
0.036,-0.000651487654999906,0.001,0.005
132.36,6.687021733431536,7.608,80.113
,-0.6999443322340171,6.966,7.474
,,,-15.643
249.647,-2.333142166891568,0.019,276.452
9.071,-2.466567108017215,2.535,3.473
,-8.099330338987645,5.565,-2.766
,-0.02088199681023616,0.218,1.999
1.754,0.03493731167926813,0.098,0.673
0.017,-14.362556032345198,0.054,-11.183
,-11.689434713194343,8.846,7.374
4.417,0.21049342385592137,1.06,1.905
0.215,0.031581031293473776,0.16,0.062
0.705,-0.1335162183897775,0.011,-0.486
0.261,0.04261197433358023,0.001,-0.098
1.872,1.9087435097875387,2.857,0.461
0.074,0.005697106910944221,0.0,-0.154
0.928,-0.7108998416659349,0.267,1.835
